flow_id,source_ip,source_port,destination_ip,destination_port,protocol,timestamp_first,timestamp_last,flow_duration_us,flow_expire_cause,first_timestamp_fwd,first_timestamp_bwd,last_timestamp_fwd,last_timestamp_bwd,fwd_duration_ms,bwd_duration_ms,iat_total,iat_mean,iat_std,iat_max,iat_min,fwd_iat_total,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_total,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,packet_count,packet_len_total,packet_len_mean,packet_len_max,packet_len_min,packet_len_std,fwd_packet_count,bwd_packet_count,fwd_packet_len_total,fwd_packet_len_mean,fwd_packet_len_std,fwd_packet_len_max,fwd_packet_len_min,bwd_packet_len_total,bwd_packet_len_mean,bwd_packet_len_std,bwd_packet_len_max,bwd_packet_len_min,header_len_total,header_len_mean,header_len_std,header_len_max,header_len_min,fwd_header_len_total,fwd_header_len_mean,fwd_header_len_std,fwd_header_len_max,fwd_header_len_min,bwd_header_len_total,bwd_header_len_mean,bwd_header_len_std,bwd_header_len_max,bwd_header_len_min,payload_len_total,payload_len_mean,payload_len_std,payload_len_max,payload_len_min,payload_len_variance,fwd_payload_len_total,fwd_payload_len_mean,fwd_payload_len_std,fwd_payload_len_max,fwd_payload_len_min,bwd_payload_len_total,bwd_payload_len_mean,bwd_payload_len_std,bwd_payload_len_max,bwd_payload_len_min,fwd_non_zero_payload_packets,bwd_non_zero_payload_packets,fwd_bulk_rate_s,bwd_bulk_rate_s,fwd_bulk_count,bwd_bulk_count,fwd_bulk_packets_total,fwd_bulk_packets_mean,fwd_bulk_packets_std,fwd_bulk_packets_max,fwd_bulk_packets_min,bwd_bulk_packets_total,bwd_bulk_packets_mean,bwd_bulk_packets_std,bwd_bulk_packets_max,bwd_bulk_packets_min,fwd_bulk_bytes_total,fwd_bulk_bytes_mean,fwd_bulk_bytes_std,fwd_bulk_bytes_max,fwd_bulk_bytes_min,bwd_bulk_bytes_total,bwd_bulk_bytes_mean,bwd_bulk_bytes_std,bwd_bulk_bytes_max,bwd_bulk_bytes_min,fwd_bulk_duration_total,fwd_bulk_duration_mean,fwd_bulk_duration_std,fwd_bulk_duration_max,fwd_bulk_duration_min,bwd_bulk_duration_total,bwd_bulk_duration_mean,bwd_bulk_duration_std,bwd_bulk_duration_max,bwd_bulk_duration_min,subflow_count,active_total,active_mean,active_std,active_max,active_min,idle_total,idle_mean,idle_std,idle_max,idle_min,icmp_type,icmp_code,flow_retransmission_count,fwd_retransmission_count,bwd_retransmission_count,fwd_init_window_size,bwd_init_window_size,window_size_total,window_size_mean,window_size_std,window_size_max,window_size_min,fwd_window_size_total,fwd_window_size_mean,fwd_window_size_std,fwd_window_size_max,fwd_window_size_min,bwd_window_size_total,bwd_window_size_mean,bwd_window_size_std,bwd_window_size_max,bwd_window_size_min,fwd_fin_flag_count,fwd_syn_flag_count,fwd_rst_flag_count,fwd_psh_flag_count,fwd_ack_flag_count,fwd_urg_flag_count,fwd_cwr_flag_count,fwd_ece_flag_count,bwd_fin_flag_count,bwd_syn_flag_count,bwd_rst_flag_count,bwd_psh_flag_count,bwd_ack_flag_count,bwd_urg_flag_count,bwd_cwr_flag_count,bwd_ece_flag_count,total_fin_flag_count,total_syn_flag_count,total_rst_flag_count,total_psh_flag_count,total_ack_flag_count,total_urg_flag_count,total_cwr_flag_count,total_ece_flag_count,flags,flow_bytes_s,flow_packets_s,fwd_bytes_s,fwd_packets_s,bwd_bytes_s,bwd_packets_s,fwd_subflow_packets_mean,fwd_subflow_bytes_mean,bwd_subflow_packets_mean,bwd_subflow_bytes_mean,up_down_ratio,subcategory,scenario,label,category
192.168.249.68:0-192.168.168.232:0-1,192.168.249.68,0,192.168.168.232,0,1,2025-03-11 15:16:43.245400 UTC,2025-03-11 15:16:43.245627 UTC,227,None,1741706203245,1741706203245,1741706203245,1741706203245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,136,34,40,28,6,2,2,68,34,6,40,28,68,34,6,40,28,32,8,0,8,8,16,8,0,8,8,16,8,0,8,8,40,10,6.000000000000001,16,4,36.000000000000014,20,10,6,16,4,20,10,6,16,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0.227,0,0.227,0.227,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,......,599118.9427312776,17621.14537444934,299559.4713656388,8810.57268722467,299559.4713656388,8810.57268722467,0,0,0,0,1,nmap,nmap_SS,1,port-scan
192.168.249.68:35888-192.168.168.232:80-6,192.168.249.68,35888,192.168.168.232,80,6,2025-03-11 15:16:43.245576 UTC,2025-03-11 15:16:43.245618 UTC,42,TCP Reset,1741706203245,1741706203245,1741706203245,1741706203245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,80,40,40,40,0,1,1,40,40,0,40,40,40,40,0,40,40,40,20,0,20,20,20,20,0,20,20,20,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0.042,0,0.042,0.042,0,0,0,0,0,-1,-1,0,0,0,1024,0,1024,512,512,1024,0,1024,1024,0,1024,1024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,.A.R..,1904761.9047619049,47619.04761904762,952380.9523809524,23809.52380952381,952380.9523809524,23809.52380952381,0,0,0,0,1,nmap,nmap_SS,1,port-scan
192.168.249.68:35888-192.168.168.232:443-6,192.168.249.68,35888,192.168.168.232,443,6,2025-03-11 15:16:43.245565 UTC,2025-03-11 15:16:43.245608 UTC,43,TCP Reset,1741706203245,1741706203245,1741706203245,1741706203245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,42,44,40,2,1,1,44,44,0,44,44,40,40,0,40,40,44,22,2,24,20,24,24,0,24,24,20,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.043,0,0.043,0.043,0,0,0,0,0,-1,-1,0,0,0,1024,0,1024,512,512,1024,0,1024,1024,0,1024,1024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,.A.RS.,1953488.3720930233,46511.62790697674,1023255.8139534884,23255.81395348837,930232.5581395349,23255.81395348837,0,0,0,0,1,nmap,nmap_SS,1,port-scan
192.168.249.68:36144-192.168.168.232:79-6,192.168.249.68,36144,192.168.168.232,79,6,2025-03-11 15:16:43.333102 UTC,2025-03-11 15:16:43.333173 UTC,71,TCP Reset,1741706203333,1741706203333,1741706203333,1741706203333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,42,44,40,2,1,1,44,44,0,44,44,40,40,0,40,40,44,22,2,24,20,24,24,0,24,24,20,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071,0.071,0,0.071,0.071,0,0,0,0,0,-1,-1,0,0,0,1024,0,1024,512,512,1024,0,1024,1024,0,1024,1024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,.A.RS.,1183098.5915492957,28169.014084507042,619718.3098591549,14084.507042253521,563380.2816901408,14084.507042253521,0,0,0,0,1,nmap,nmap_SS,1,port-scan
192.168.249.68:36144-192.168.168.232:80-6,192.168.249.68,36144,192.168.168.232,80,6,2025-03-11 15:16:43.333087 UTC,2025-03-11 15:16:43.333571 UTC,484,TCP Reset,1741706203333,1741706203333,1741706203333,1741706203333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,128,42.666666666666664,44,40,1.8856180831641267,2,1,84,42,2,44,40,44,44,0,44,44,68,22.666666666666668,1.8856180831641272,24,20,44,22,2,24,20,24,24,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484,0.484,0,0.484,0.484,0,0,0,0,0,-1,-1,0,0,0,1024,64800,65824,21941.333333333332,30308.537029835155,64800,0,1024,512,512,1024,0,64800,64800,0,64800,64800,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,1,0,0,0,.A.RS.,264462.80991735536,6198.347107438017,173553.71900826445,4132.231404958678,90909.09090909091,2066.115702479339,0,0,0,0,0.5,nmap,nmap_SS,1,port-scan
