Interval,CPU_Usage (%),Memory_Usage (MB),CPU_Num,Num_Threads,Open_Files,Context_Switches
1,0.0,0.578125,23,1,1,2
2,373.7,249.98828125,23,47,39,20
3,249.8,352.23828125,23,47,39,20
4,196.3,0.0,23,2,0,21
