Interval,CPU_Usage (%),Memory_Usage (MB),CPU_Num,Num_Threads,Open_Files,Context_Switches
1,0.0,1.0703125,23,1,0,0
2,122.9,111.09375,23,29,20,511
3,126.7,125.84765625,23,31,22,1022
4,139.7,126.98828125,23,31,22,1996
5,123.8,127.30078125,23,31,22,2737
6,113.8,127.9375,23,31,22,3211
7,124.8,130.171875,23,32,23,3815
8,127.7,132.16796875,23,32,23,4438
9,126.7,132.25,23,32,23,5001
10,122.7,132.9375,23,32,23,5533
11,116.8,132.9375,0,32,23,6174
12,116.8,134.8203125,0,32,23,6597
13,105.8,135.31640625,0,32,23,6983
14,104.8,135.7109375,0,32,23,7380
15,105.8,140.921875,0,32,23,7590
16,108.8,145.16015625,0,32,23,7817
17,104.8,145.16015625,0,32,23,8181
18,105.8,145.16015625,0,32,23,8532
19,103.8,145.16015625,0,32,23,8940
20,103.8,145.16015625,0,32,23,9266
21,103.8,145.16015625,0,32,23,9595
22,100.8,145.16015625,0,32,23,9921
23,101.8,145.16015625,0,32,23,10226
24,101.8,145.16015625,0,32,23,10541
25,99.8,145.16015625,0,32,23,10879
26,99.8,145.16015625,0,32,23,11208
27,99.8,145.16015625,0,32,23,11554
28,101.8,145.16015625,0,32,23,11817
29,104.8,145.16015625,0,32,23,12041
30,103.8,145.16015625,0,32,23,12354
31,100.8,145.16015625,0,32,23,12663
32,99.8,145.16015625,0,32,23,13021
33,102.8,145.16015625,0,32,23,13295
34,103.8,145.16015625,16,32,23,13570
35,100.8,145.16015625,16,32,23,13882
36,93.8,145.16015625,16,32,23,14646
37,90.8,145.16015625,16,32,23,15421
38,104.8,145.16015625,16,32,23,16032
39,104.8,145.16015625,16,32,23,16422
40,104.8,145.16015625,0,32,23,16787
41,108.8,145.16015625,0,32,23,17162
42,105.8,145.1875,0,32,23,17454
43,108.8,145.1875,0,32,23,17813
44,102.8,145.1875,0,32,23,18287
45,105.8,145.1875,0,32,23,18688
46,104.8,145.1875,0,32,23,19124
47,99.8,145.1875,0,32,23,19473
48,99.8,145.1875,0,32,23,19787
49,98.8,145.1875,0,32,23,20131
50,101.8,145.1875,0,32,23,20503
51,106.8,145.1875,0,32,23,20831
52,103.8,145.1875,0,32,23,21158
53,111.8,145.1875,0,32,23,21464
54,108.8,145.1875,16,32,23,21802
55,106.8,145.89453125,16,32,23,22162
56,105.8,145.89453125,16,32,23,22566
57,112.7,145.89453125,16,32,23,23033
58,127.7,145.89453125,17,32,23,23719
59,123.8,145.95703125,17,32,23,24362
60,127.7,145.95703125,1,32,23,25177
61,123.8,145.9609375,2,32,23,25678
62,130.7,145.9609375,2,32,23,26483
63,118.8,145.9609375,3,32,23,26944
64,131.7,145.9609375,3,32,23,27721
65,101.8,145.9609375,3,32,23,28015
66,97.8,145.9609375,3,32,23,28455
67,101.8,145.9609375,3,32,23,28762
68,100.8,145.9609375,3,32,23,29037
69,115.7,145.9609375,3,32,23,29455
70,125.7,145.9609375,3,32,23,30165
71,126.7,145.9609375,5,32,23,30854
72,123.8,145.9609375,5,32,23,31522
73,128.7,145.9609375,5,32,23,32264
74,128.7,145.9609375,16,32,23,33015
75,122.7,145.9609375,16,32,23,33598
76,127.8,145.9609375,17,32,23,34315
77,129.7,145.9609375,17,32,23,35180
78,116.8,145.9609375,17,32,23,35597
79,134.7,145.9609375,17,32,23,36481
80,129.7,145.98046875,17,32,23,37281
81,135.7,145.98046875,17,32,23,38266
82,120.7,145.98046875,17,32,23,38747
83,133.7,145.98046875,19,32,23,39601
84,129.7,145.98046875,20,32,23,40397
85,133.7,145.98046875,20,32,23,41254
86,128.7,145.98046875,0,32,23,42013
87,133.7,145.98046875,0,32,23,42874
88,130.7,145.98046875,0,32,23,43750
89,122.7,145.98046875,0,32,23,44401
90,127.7,145.98046875,0,32,23,45112
91,126.7,145.98046875,0,32,23,45855
92,129.7,145.98046875,0,32,23,46611
93,127.7,145.98046875,0,32,23,47300
94,119.7,145.98046875,0,32,23,47943
95,126.7,145.98046875,0,32,23,48541
96,128.7,145.98046875,0,32,23,49201
97,125.8,145.98046875,0,32,23,49911
98,133.7,145.98046875,0,32,23,50752
99,130.7,145.98046875,0,32,23,51470
100,134.7,145.98046875,0,32,23,52258
101,133.7,145.98046875,0,32,23,53056
102,132.7,145.98046875,2,32,23,53813
103,121.8,145.98046875,2,32,23,54451
104,128.7,145.98046875,2,32,23,55185
105,131.7,145.98046875,2,32,23,55942
106,132.7,145.98046875,2,32,23,56787
107,133.7,145.98046875,5,32,23,57659
