  Time           eno3       
HH:MM:SS   KB/s in  KB/s out
11:44:26    122.03      0.00
11:44:27    122.07      0.00
11:44:28    122.19      0.04
11:44:29    122.09      0.00
11:44:30    122.08      0.00
11:44:31    122.09      0.00
11:44:32    122.04      0.00
11:44:33    122.08      0.00
11:44:34    122.02      0.00
11:44:35    121.96      0.00
11:44:36    121.13      0.00
11:44:37    123.14      0.00
11:44:38    122.04      0.00
11:44:39    120.76      0.00
11:44:40    123.35      0.00
11:44:41    120.86      0.00
11:44:42    122.96      0.00
11:44:43    122.47      0.00
11:44:44    121.27      0.00
11:44:45    121.74      0.00
11:44:46    122.79      0.00
11:44:47    121.80      0.00
11:44:48    122.72      0.00
11:44:49    122.21      0.00
11:44:50    122.12      0.00
11:44:51    122.16      0.00
11:44:52    122.11      0.00
11:44:53    121.01      0.00
11:44:54    122.17      0.00
11:44:55    122.87      0.00
11:44:56    122.18      0.00
11:44:57    121.32      0.00
11:44:58    122.30      0.00
11:44:59    121.72      0.00
11:45:00    121.95      0.00
11:45:01    122.33      0.00
11:45:02    122.45      0.00
11:45:03    122.40      0.00
11:45:04    120.94      0.00
11:45:05    122.28      0.00
11:45:06    121.75      0.00
11:45:07    122.79      0.00
11:45:08    121.95      0.00
11:45:09    122.44      0.00
11:45:10    121.51      0.00
11:45:11    122.47      0.00
11:45:12    121.47      0.00
11:45:13    122.17      0.00
11:45:14    122.21      0.00
11:45:15    122.77      0.00
11:45:16    121.18      0.00
11:45:17    122.43      0.00
11:45:18    122.99      0.00
11:45:19    122.00      0.00
11:45:20    121.53      0.00
11:45:21    121.48      0.00
11:45:22    123.15      0.00
11:45:23    121.96      0.00
11:45:24    122.13      0.00
11:45:25    121.25      0.00
11:45:26    121.79      0.00
11:45:27    123.05      0.00
11:45:28    121.16      0.00
11:45:29    122.42      0.00
11:45:30    122.13      0.00
11:45:31    121.50      0.00
11:45:32    122.18      0.00
11:45:33    123.08      0.00
11:45:34    121.85      0.00
11:45:35    122.21      0.00
11:45:36    122.29      0.00
11:45:37    121.87      0.00
11:45:38    121.54      0.00
11:45:39    122.31      0.00
11:45:40    121.60      0.00
11:45:41    122.72      0.00
11:45:42    121.84      0.00
11:45:43    122.73      0.00
11:45:44    121.76      0.00
11:45:45    122.35      0.00
11:45:46    121.09      0.00
11:45:47    122.56      0.00
11:45:48    121.47      0.00
11:45:49    123.32      0.00
11:45:50    121.67      0.00
11:45:51    121.28      0.00
11:45:52    122.24      0.00
11:45:53    123.01      0.00
11:45:54    121.90      0.00
11:45:55    121.85      0.00
11:45:56    121.33      0.00
11:45:57    123.43      0.00
11:45:58    120.67      0.00
11:45:59    123.48      0.00
11:46:00    121.86      0.00
11:46:01    121.75      0.00
11:46:02    122.49      0.00
11:46:03    122.12      0.00
11:46:04    120.77      0.00
11:46:05    122.87      0.00
11:46:06    122.51      0.00
11:46:07    122.16      0.00
11:46:08    121.41      0.00
11:46:09    122.75      0.00
11:46:10    122.06      0.00
11:46:11    121.98      0.00
11:46:12    121.07      0.00
11:46:13    122.74      0.00
11:46:14    122.52      0.00
11:46:15    120.70      0.00
