  Time           eno3       
HH:MM:SS   KB/s in  KB/s out
18:47:22  12206.84      0.00
18:47:23  12206.28      0.00
18:47:24  12207.30      0.00
18:47:25  12208.15      0.00
18:47:26  12206.09      0.00
18:47:27  12207.29      0.00
18:47:28  12207.48      0.00
18:47:29  12207.43      0.00
18:47:30  12206.14      0.00
18:47:31  12206.92      0.00
18:47:32  12207.94      0.00
18:47:33  12207.00      0.00
18:47:34  12206.97      0.00
18:47:35  12206.90      0.00
18:47:36  12206.82      0.00
18:47:37  12206.57      0.00
18:47:38  12206.07      0.00
18:47:39  12208.79      0.00
18:47:40  12206.96      0.00
18:47:41  12206.37      0.00
18:47:42  12208.04      0.00
18:47:43  12206.39      0.00
18:47:44  12206.57      0.00
18:47:45  12206.90      0.00
18:47:46  12208.18      0.00
18:47:47  12205.88      0.00
18:47:48  12207.67      0.00
18:47:49  12206.20      0.00
18:47:50  12207.02      0.00
18:47:51  12208.01      0.00
18:47:52  12206.95      0.00
18:47:53  12207.13      0.00
18:47:54  12207.50      0.00
18:47:55  12207.03      0.00
18:47:56  12207.26      0.00
18:47:57  12206.66      0.00
18:47:58  12206.99      0.00
18:47:59  12206.18      0.00
18:48:00  12206.86      0.00
18:48:01  12207.24      0.00
18:48:02  12207.85      0.00
18:48:03  12207.07      0.00
18:48:04  12206.99      0.00
18:48:05  12206.74      0.00
18:48:06  12207.64      0.00
18:48:07  12206.52      0.00
18:48:08  12206.02      0.00
18:48:09  12207.21      0.00
18:48:10  12207.43      0.00
18:48:11  12207.85      0.00
18:48:12  12206.00      0.00
18:48:13  12207.46      0.00
18:48:14  12207.64      0.00
18:48:15  12206.87      0.00
18:48:16  12207.30      0.00
18:48:17  12207.08      0.00
18:48:18  12206.11      0.00
18:48:19  12207.09      0.00
18:48:20  12206.73      0.00
18:48:21  12207.86      0.00
18:48:22  12206.73      0.00
18:48:23  12205.95      0.00
18:48:24  12208.80      0.00
18:48:25  12207.01      0.00
18:48:26  12206.11      0.00
18:48:27  12207.67      0.00
18:48:28  12206.40      0.00
18:48:29  12207.02      0.00
18:48:30  12207.94      0.00
18:48:31  12206.45      0.00
18:48:32  12207.21      0.00
18:48:33  12207.40      0.00
18:48:34  12207.11      0.00
18:48:35  12205.91      0.00
18:48:36  12207.00      0.00
18:48:37  12208.38      0.00
18:48:38  12206.10      0.00
18:48:39  12207.08      0.00
18:48:40  12207.41      0.00
18:48:41  12207.29      0.00
18:48:42  12206.62      0.00
18:48:43  12206.34      0.00
18:48:44  12208.18      0.00
18:48:45  12206.51      0.00
18:48:46  12207.09      0.00
18:48:47  12207.47      0.00
18:48:48  12207.21      0.00
18:48:49  12205.71      0.00
18:48:50  12208.02      0.00
18:48:51  12206.60      0.00
18:48:52  12207.77      0.00
18:48:53  12206.52      0.00
18:48:54  12207.75      0.00
18:48:55  12206.68      0.00
18:48:56  12207.08      0.00
18:48:57  12206.54      0.00
18:48:58  12207.30      0.00
18:48:59  12206.93      0.00
18:49:00  12206.90      0.00
18:49:01  12207.71      0.00
18:49:02  12206.35      0.00
18:49:03  12206.98      0.00
18:49:04  12206.98      0.00
18:49:05  12207.07      0.00
18:49:06  12206.98      0.00
18:49:07  12207.10      0.00
18:49:08  12207.25      0.00
18:49:09  12207.14      0.00
18:49:10  12206.66      0.00
18:49:11  12207.13      0.00
18:49:12  12207.84      0.00
18:49:13  12206.13      0.00
18:49:14  12207.17      0.00
18:49:15  12207.43      0.00
18:49:16  12206.54      0.00
18:49:17  12206.63      0.00
18:49:18  12206.89      0.00
18:49:19  12207.93      0.00
18:49:20  12206.26      0.00
18:49:21  12207.58      0.00
18:49:22  12206.83      0.00
18:49:23  12206.94      0.00
18:49:24  12207.39      0.00
18:49:25  12207.13      0.00
18:49:26  12206.56      0.00
18:49:27  12207.30      0.00
18:49:28  12207.02      0.00
18:49:29  12206.95      0.00
18:49:30  12207.99      0.00
18:49:31  12207.07      0.00
18:49:32  12205.63      0.00
18:49:33  12207.69      0.00
18:49:34  12207.62      0.00
18:49:35  12206.88      0.00
18:49:36  12206.50      0.00
18:49:37  12206.95      0.00
18:49:38  12207.80      0.00
18:49:39  12207.14      0.00
18:49:40  12207.21      0.00
18:49:41  12205.97      0.00
18:49:42  12206.95      0.00
18:49:43  12206.88      0.00
18:49:44  12207.04      0.00
18:49:45  12208.16      0.00
18:49:46  12206.38      0.00
18:49:47  12207.04      0.00
18:49:48  12207.08      0.00
18:49:49  12207.22      0.00
18:49:50  12207.41      0.00
18:49:51  12206.03      0.00
18:49:52  12207.30      0.00
18:49:53  12207.14      0.00
18:49:54  12207.31      0.00
18:49:55  12206.86      0.00
18:49:56  12207.72      0.00
18:49:57  12206.14      0.00
18:49:58  12207.23      0.00
18:49:59  12206.79      0.00
18:50:00  12207.90      0.00
18:50:01  12207.18      0.00
18:50:02  12206.96      0.00
18:50:03  12206.40      0.00
18:50:04  12207.26      0.00
18:50:05  12206.90      0.00
18:50:06  12207.94      0.00
18:50:07  12206.96      0.00
18:50:08  12206.93      0.00
18:50:09  12206.40      0.00
18:50:10  12206.77      0.00
18:50:11  12207.34      0.00
18:50:12  12207.47      0.00
18:50:13  12205.81      0.00
18:50:14  12208.46      0.00
18:50:15  12205.89      0.00
18:50:16  12208.05      0.00
18:50:17  12206.17      0.00
18:50:18  12207.81      0.00
18:50:19  12206.47      0.00
18:50:20  12207.53      0.00
18:50:21  12206.04      0.00
18:50:22  12208.18      0.00
18:50:23  12206.04      0.00
18:50:24  12207.59      0.00
18:50:25  12207.90      0.00
18:50:26  12206.00      0.00
18:50:27  12207.13      0.00
18:50:28  12207.02      0.00
18:50:29  12207.12      0.00
18:50:30  12207.24      0.00
18:50:31  12207.07      0.00
18:50:32  12207.47      0.00
18:50:33  12206.55      0.00
18:50:34  12206.28      0.00
18:50:35  12207.28      0.00
18:50:36  12206.93      0.00
18:50:37  12207.40      0.00
18:50:38  12207.01      0.00
18:50:39  12207.50      0.00
18:50:40  12206.92      0.00
18:50:41  12206.17      0.00
18:50:42  12207.86      0.00
18:50:43  12206.68      0.00
18:50:44  12206.80      0.00
18:50:45  12207.45      0.00
18:50:46  12207.32      0.00
18:50:47  12206.88      0.00
18:50:48  12207.20      0.00
18:50:49  12207.17      0.00
18:50:50  12206.93      0.00
18:50:51  12206.60      0.00
18:50:52  12206.76      0.00
18:50:53  12207.60      0.00
18:50:54  12207.67      0.00
18:50:55  12207.15      0.00
18:50:56  12206.43      0.00
18:50:57  12206.48      0.00
18:50:58  12207.29      0.00
18:50:59  12207.62      0.00
18:51:00  12206.24      0.00
18:51:01  12207.43      0.00
18:51:02  12206.77      0.00
18:51:03  12208.15      0.00
18:51:04  12206.36      0.00
18:51:05  12207.00      0.00
18:51:06  12206.63      0.00
18:51:07  12207.49      0.00
18:51:08  12206.63      0.00
18:51:09  12207.19      0.00
18:51:10  12206.82      0.00
18:51:11  12207.63      0.00
18:51:12  12206.89      0.00
18:51:13  12207.31      0.00
18:51:14  12206.05      0.00
18:51:15  12206.97      0.00
18:51:16  12206.94      0.00
18:51:17  12207.53      0.00
18:51:18  12207.24      0.00
18:51:19  12206.91      0.00
18:51:20  12207.19      0.00
18:51:21  12207.48      0.00
18:51:22  12206.06      0.00
18:51:23  12207.26      0.00
18:51:24  12207.52      0.00
18:51:25  12207.32      0.00
18:51:26  12207.07      0.00
18:51:27  12206.68      0.00
18:51:28  12207.27      0.00
18:51:29  12206.54      0.00
18:51:30  12207.83      0.00
18:51:31  12206.23      0.00
18:51:32  12208.10      0.00
18:51:33  12205.59      0.00
18:51:34  12208.24      0.00
18:51:35  12206.93      0.00
18:51:36  12205.87      0.00
18:51:37  12208.34      0.00
18:51:38  12206.76      0.00
18:51:39  12206.57      0.00
18:51:40  12208.00      0.00
18:51:41  12205.71      0.00
18:51:42  12208.29      0.00
18:51:43  12206.63      0.00
18:51:44  12206.83      0.00
18:51:45  12206.53      0.00
18:51:46  12206.93      0.00
