  Time           eno3       
HH:MM:SS   KB/s in  KB/s out
18:57:24  169646.5      0.00
18:57:25  175588.0      0.00
18:57:26  167845.2      0.00
18:57:27  187070.6      0.00
18:57:28  176903.3      0.00
18:57:29  176147.0      0.00
18:57:30  169326.5      0.00
18:57:31  171106.8      0.00
18:57:32  175891.1      0.00
18:57:33  166724.0      0.00
18:57:34  162713.2      0.00
18:57:35  167225.8      0.00
18:57:36  173465.4      0.00
18:57:37  167173.7      0.00
18:57:38  159224.8      0.00
18:57:39  159026.6      0.00
18:57:40  160444.7      0.00
18:57:41  143644.1      0.00
18:57:42  158420.6      0.00
18:57:43  154641.3      0.00
18:57:44  146739.3      0.00
18:57:45  138442.6      0.00
18:57:46  152179.7      0.00
18:57:47  143954.5      0.00
18:57:48  151305.7      0.00
18:57:49  155490.6      0.00
18:57:50  156738.1      0.00
18:57:51  185964.4      0.00
18:57:52  137675.3      0.00
18:57:53  157747.7      0.00
18:57:54  169141.6      0.00
18:57:55  202953.4      0.00
18:57:56  191867.4      0.00
18:57:57  173374.1      0.00
18:57:58  185973.3      0.00
18:57:59  293447.9      0.00
18:58:00  294832.8      0.00
18:58:01  256698.1      0.00
18:58:02  291467.5      0.00
18:58:03  291260.7      0.00
18:58:04  281321.0      0.00
18:58:05  185243.8      0.00
18:58:06  176715.4      0.00
18:58:07  201550.9      0.00
18:58:08  227872.8      0.00
18:58:09  172312.9      0.00
18:58:10  172749.5      0.00
18:58:11  150829.8      0.00
18:58:12  167750.3      0.00
18:58:13  157338.5      0.00
18:58:14  172448.0      0.00
18:58:15  200658.0      0.00
18:58:16  160458.3      0.00
18:58:17  160215.4      0.00
18:58:18  170508.1      0.00
18:58:19  166234.1      0.00
18:58:20  200791.2      0.00
18:58:21  165040.8      0.00
18:58:22  149146.5      0.00
18:58:23  142592.9      0.00
18:58:24  162313.7      0.00
18:58:25  144090.3      0.00
18:58:26  146096.8      0.00
18:58:27  169602.3      0.00
18:58:28  176159.7      0.00
18:58:29  179560.4      0.00
18:58:30  167829.5      0.00
18:58:31  214778.7      0.00
18:58:32  187568.3      0.00
18:58:33  204422.8      0.00
18:58:34  210762.3      0.00
18:58:35  168010.1      0.00
18:58:36  176701.0      0.00
18:58:37  169667.0      0.00
18:58:38  168028.5      0.00
18:58:39  172526.4      0.00
18:58:40  173114.9      0.00
18:58:41  167987.3      0.00
18:58:42  173877.6      0.00
18:58:43  173787.9      0.00
18:58:44  176698.9      0.00
18:58:45  162804.5      0.00
18:58:46  154200.4      0.00
18:58:47  136251.7      0.00
18:58:48  153322.5      0.00
18:58:49  164288.6      0.00
18:58:50  162057.7      0.00
18:58:51  161756.9      0.00
18:58:52  168664.9      0.00
18:58:53  174738.2      0.00
18:58:54  184823.2      0.00
18:58:55  218525.4      0.00
18:58:56  245230.3      0.00
18:58:57  142006.1      0.00
18:58:58  152974.2      0.00
18:58:59  146548.0      0.00
18:59:00  146029.4      0.00
18:59:01  136758.6      0.00
18:59:02  152210.6      0.00
18:59:03  137965.9      0.00
18:59:04  137122.3      0.00
18:59:05  151887.3      0.00
18:59:06  160509.8      0.00
18:59:07  159067.8      0.00
18:59:08  178086.5      0.00
18:59:09  170995.5      0.00
18:59:10  172701.4      0.00
18:59:11  170878.5      0.00
18:59:12  163109.7      0.00
18:59:13  168444.2      0.00
18:59:14  165413.1      0.00
18:59:15  186010.1      0.00
18:59:16  154847.4      0.00
18:59:17  161681.2      0.00
18:59:18  166273.1      0.00
18:59:19  156033.5      0.00
18:59:20  156052.7      0.00
18:59:21  172470.0      0.00
18:59:22  204502.5      0.00
18:59:23  189387.0      0.00
18:59:24  144538.5      0.00
18:59:25  154831.1      0.00
18:59:26  172852.4      0.00
18:59:27  154523.1      0.00
18:59:28  176926.9      0.00
18:59:29  192957.3      0.00
18:59:30  162241.1      0.00
18:59:31  108231.5      0.00
18:59:32  129644.0      0.00
18:59:33  136369.1      0.00
18:59:34  146178.7      0.00
18:59:35  137473.9      0.00
18:59:36  224674.5      0.00
18:59:37  179247.9      0.00
18:59:38  173722.6      0.00
18:59:39  172195.7      0.00
18:59:40  168833.2      0.00
18:59:41  169482.4      0.00
18:59:42  173301.4      0.00
18:59:43  174971.1      0.00
18:59:44  168369.2      0.00
18:59:45  179034.0      0.00
18:59:46  161014.0      0.00
18:59:47  158785.7      0.00
18:59:48  191182.9      0.00
18:59:49  151052.3      0.00
18:59:50  150624.7      0.00
18:59:51  136156.6      0.00
18:59:52  151222.8      0.00
18:59:53  144327.0      0.00
18:59:54  153475.2      0.00
18:59:55  140408.0      0.00
18:59:56  153002.0      0.00
18:59:57  26467.67      0.00
18:59:58  44356.78      0.00
18:59:59  112146.5      0.00
19:00:00  159095.5      0.00
19:00:01  127641.3      0.00
19:00:02  108649.5      0.00
19:00:03  112676.4      0.00
19:00:04  105842.6      0.00
19:00:05  113846.9      0.00
19:00:06  144895.2      0.00
19:00:07  28502.52      0.42
19:00:08      0.00      0.00
19:00:09      0.00      0.00
19:00:10      0.00      0.00
19:00:11      0.00      0.00
19:00:12      0.12      0.08
19:00:13      0.00      0.00
19:00:14      0.00      0.00
19:00:15      0.00      0.00
19:00:16      0.00      0.00
19:00:17      0.00      0.00
19:00:18      0.00      0.00
