Interval,CPU_Usage (%),Memory_Usage (MB),CPU_Num,Num_Threads,Open_Files,Context_Switches
1,0.0,1.77734375,6,1,0,0
2,118.9,59.32421875,6,24,2,3
3,92.9,68.07421875,6,25,2,3
4,87.9,74.3828125,6,25,2,3
5,70.9,81.41796875,6,25,2,3
6,74.9,84.6640625,6,25,2,3
7,69.9,85.609375,6,25,2,3
8,74.9,86.55078125,6,25,2,3
9,67.9,87.9609375,6,25,2,3
10,74.9,90.6171875,6,25,2,3
11,72.9,90.94140625,6,25,2,3
12,75.9,91.33203125,6,25,2,3
13,73.9,91.51171875,6,25,2,3
14,79.9,92.22265625,6,26,2,3
15,70.9,92.57421875,6,26,2,3
16,95.9,80.26171875,6,26,2,3
17,64.9,91.15625,6,26,2,3
18,75.9,80.26171875,6,27,2,3
19,206.8,95.12890625,6,31,2,3
20,130.9,98.3828125,6,32,2,3
21,99.9,99.1015625,6,32,2,3
22,237.8,96.98828125,6,36,2,3
23,262.8,100.12109375,6,37,2,3
24,266.8,100.1484375,6,37,2,3
25,279.8,106.4296875,6,38,2,3
26,249.8,106.61328125,6,38,2,3
27,277.8,108.58203125,6,38,2,3
28,458.5,133.31640625,6,38,2,3
29,219.8,134.98828125,6,38,2,3
