Interval,CPU_Usage (%),Memory_Usage (MB),CPU_Num,Num_Threads,Open_Files,Context_Switches
1,0.0,1.10546875,17,1,0,0
2,116.7,111.09765625,17,31,22,465
3,127.7,114.3515625,22,32,23,1259
