Interval,CPU_Usage (%),Memory_Usage (MB),CPU_Num,Num_Threads,Open_Files,Context_Switches
1,0.0,1.13671875,5,1,0,0
2,115.8,110.96484375,22,31,22,466
3,129.7,115.03125,23,32,23,1268
4,127.8,130.11328125,7,32,23,1976
5,109.8,130.14453125,7,32,23,2337
6,105.8,130.14453125,7,32,23,2625
7,104.8,130.14453125,7,32,23,2912
8,104.8,130.14453125,7,32,23,3243
9,103.8,130.16015625,21,32,23,3558
10,105.8,130.16015625,22,32,23,3879
11,105.8,130.16015625,22,32,23,4229
12,105.8,130.16015625,22,32,23,4571
13,105.8,130.171875,22,32,23,4929
14,102.8,130.171875,22,32,23,5286
15,106.8,130.171875,22,32,23,5621
16,106.8,130.171875,22,32,23,5876
17,103.8,130.171875,22,32,23,6244
18,104.8,130.171875,22,32,23,6639
19,103.8,130.83984375,22,32,23,6990
20,104.8,130.83984375,22,32,23,7362
21,103.8,130.83984375,22,32,23,7707
22,102.8,130.83984375,22,32,23,8118
23,106.8,130.83984375,22,32,23,8490
24,104.8,130.83984375,22,32,23,8874
25,102.8,130.83984375,22,32,23,9273
26,105.8,130.83984375,22,32,23,9651
27,105.8,130.83984375,22,32,23,10014
28,105.8,130.83984375,22,32,23,10385
29,132.7,130.8671875,22,32,23,11178
30,129.7,131.1875,22,32,23,11916
31,131.7,131.21875,22,32,23,12625
32,123.8,131.8515625,22,32,23,13248
33,131.7,131.8515625,22,32,23,14052
34,126.7,131.8515625,22,32,23,14753
35,126.8,133.62890625,0,32,23,15428
36,115.8,141.3203125,0,32,23,15735
37,111.8,141.3203125,0,32,23,16263
38,99.8,141.51171875,0,32,23,16702
39,98.8,141.51171875,16,32,23,17140
40,98.8,141.51171875,16,32,23,17570
41,117.7,141.51171875,16,32,23,18052
42,131.7,141.51171875,18,32,23,18877
43,124.7,141.51953125,18,32,23,19490
44,127.7,141.51953125,18,32,23,20238
45,127.7,141.51953125,20,32,23,21043
46,125.7,141.578125,20,32,23,21757
47,122.8,141.6015625,21,32,23,22374
48,130.7,141.60546875,23,32,23,23117
49,134.7,141.60546875,23,32,23,24057
50,132.7,141.66796875,18,32,23,24896
51,123.7,141.66796875,18,32,23,25502
52,141.7,141.66796875,18,32,23,26447
53,132.7,141.66796875,18,32,23,27223
54,128.7,141.66796875,18,32,23,27961
55,132.7,141.66796875,18,32,23,28865
56,131.7,141.66796875,18,32,23,29696
57,124.7,141.66796875,18,32,23,30223
58,131.7,141.66796875,23,32,23,31244
59,126.7,141.66796875,7,32,23,32288
60,127.7,141.66796875,7,32,23,33313
61,136.7,141.66796875,7,32,23,34687
62,136.6,141.66796875,17,32,23,36146
63,123.6,143.30859375,17,32,23,36875
64,142.6,143.30859375,17,32,23,38533
65,136.5,143.30859375,17,32,23,39870
66,129.6,143.30859375,17,32,23,41035
67,144.7,143.453125,19,32,23,42843
68,142.7,143.453125,20,33,24,44431
69,135.7,143.5234375,0,33,24,45706
70,143.7,143.5234375,0,33,24,47400
71,129.7,143.5234375,0,33,24,48524
72,125.7,143.5234375,0,33,24,49502
73,133.7,143.5234375,0,33,24,51120
74,122.7,143.5234375,0,33,24,52410
75,115.8,143.5234375,4,33,24,52811
76,124.7,143.5234375,7,33,24,53801
77,118.7,143.55078125,7,33,24,54716
78,116.8,143.55078125,7,33,24,55212
79,118.7,143.55078125,16,33,24,55768
80,119.7,143.55078125,19,33,24,56467
81,120.7,143.5546875,2,33,24,57209
82,122.7,143.5546875,3,33,24,57748
83,134.7,143.5546875,19,33,24,58594
84,141.7,143.5546875,1,33,24,59618
85,129.7,143.5546875,1,33,24,60341
86,138.7,143.5625,17,33,24,61255
87,139.7,143.5625,0,33,24,62178
88,138.7,143.5625,1,33,24,63073
89,139.7,143.5625,3,33,24,64017
90,124.8,143.5625,3,33,24,64637
91,132.7,143.5625,5,33,24,65401
92,128.7,143.5625,16,33,24,66057
93,123.7,143.5625,16,33,24,66571
94,128.6,143.5625,18,33,24,67303
95,126.6,143.5625,18,33,24,68003
96,128.7,143.5625,1,33,24,68594
97,134.7,143.5625,1,33,24,69379
98,139.7,143.5625,1,33,24,70276
99,129.7,143.5625,1,33,24,71037
100,123.7,143.56640625,1,33,24,71542
101,133.7,143.56640625,1,33,24,72302
102,134.7,143.56640625,1,33,24,73125
103,130.7,143.5859375,1,34,25,73959
104,127.7,143.5859375,4,34,25,74543
105,129.7,143.5859375,4,34,25,75299
106,130.7,143.5859375,4,34,25,75980
107,129.7,143.58984375,4,34,25,76680
108,128.7,143.58984375,4,34,25,77376
109,144.7,143.58984375,4,34,25,78341
110,137.7,143.58984375,4,34,25,79260
111,133.7,143.58984375,23,34,25,80081
112,128.7,143.58984375,23,34,25,80720
113,140.5,143.58984375,23,34,25,81734
114,132.6,143.58984375,23,34,25,82485
115,123.6,143.58984375,23,34,25,83144
116,121.6,149.3828125,23,34,25,83926
117,127.7,150.65234375,17,34,25,85422
118,127.7,152.6953125,17,34,25,86731
119,134.7,152.6953125,17,34,25,88412
120,125.7,152.6953125,18,34,25,89555
121,116.7,152.6953125,18,34,25,90788
122,123.7,152.6953125,18,34,25,91753
123,121.7,152.6953125,18,34,25,92809
124,120.8,152.6953125,18,34,25,93568
125,119.7,152.6953125,18,34,25,94462
126,120.8,152.6953125,18,34,25,95416
127,125.7,152.6953125,18,34,25,96312
128,124.8,152.6953125,18,34,25,97192
129,121.7,152.6953125,2,34,25,98060
130,127.7,152.6953125,2,34,25,99196
131,121.8,152.6953125,2,34,25,99900
132,130.7,152.6953125,2,34,25,100950
133,136.7,152.6953125,2,34,25,102149
134,125.7,152.6953125,2,34,25,102974
135,124.8,152.6953125,2,34,25,103790
136,127.7,152.6953125,2,34,25,104729
137,122.7,152.6953125,2,34,25,105440
138,126.7,152.6953125,2,34,25,106358
