Interval,CPU_Usage (%),Memory_Usage (MB),CPU_Num,Num_Threads,Open_Files,Context_Switches
1,0.0,1.08984375,3,1,0,0
2,116.7,110.4140625,3,30,21,616
3,103.8,110.76171875,3,30,21,915
4,102.8,110.90625,3,30,21,1229
5,103.8,110.95703125,3,31,22,1548
6,104.8,111.06640625,3,31,22,1864
7,105.8,119.3984375,3,31,22,2114
8,103.8,119.66015625,3,31,22,2418
9,102.8,119.66015625,3,31,22,2796
10,105.8,119.66015625,3,31,22,3149
11,105.8,119.6640625,3,31,22,3478
12,103.8,119.6640625,3,31,22,3935
13,102.8,119.6640625,3,31,22,4316
14,103.8,120.48828125,3,31,22,4652
15,105.8,130.56640625,3,31,22,4867
16,106.8,132.27734375,3,31,22,5148
17,104.8,132.27734375,3,31,22,5497
18,104.8,132.30078125,3,31,22,5799
19,105.8,132.30078125,3,31,22,6205
