Interval,CPU_Usage (%),Memory_Usage (MB),CPU_Num,Num_Threads,Open_Files,Context_Switches
1,0.0,1.71484375,17,1,0,0
2,147.9,71.19140625,17,25,2,4
3,94.9,77.59765625,17,25,2,4
4,75.9,91.44921875,17,25,2,4
5,74.9,92.22265625,17,25,2,4
6,75.9,100.00390625,17,25,2,4
7,75.9,103.3359375,17,25,2,4
8,73.9,104.26171875,17,25,2,4
9,71.9,111.42578125,17,25,2,4
10,74.9,115.7109375,17,25,2,4
11,69.9,116.3515625,17,25,2,4
12,71.9,117.0703125,17,25,2,4
13,78.9,122.578125,17,25,2,4
14,72.9,122.76171875,17,25,2,4
15,72.9,123.1328125,17,25,2,4
16,69.9,123.671875,17,25,2,4
17,74.9,126.3203125,17,25,2,4
18,70.9,126.8046875,17,25,2,4
19,74.9,124.58203125,17,25,2,4
20,79.9,115.10546875,17,25,2,4
21,77.9,116.3359375,17,25,2,4
22,74.9,116.8828125,17,25,2,4
23,72.9,111.97265625,17,25,2,4
24,68.9,112.1953125,17,25,2,4
25,69.9,119.30078125,17,25,2,4
26,76.9,121.96875,17,25,2,4
27,90.9,119.59765625,17,25,2,4
28,93.9,106.83203125,17,25,2,4
29,132.9,93.00390625,17,25,2,4
30,62.9,100.9296875,17,25,2,4
31,68.9,111.73828125,17,25,2,4
32,201.8,104.80859375,17,25,2,4
33,184.8,102.40234375,17,26,2,4
34,151.9,104.37109375,17,26,2,4
35,210.8,104.23828125,17,27,2,4
