  Time           eno3       
HH:MM:SS   KB/s in  KB/s out
11:59:27  122025.8      0.00
11:59:28  122116.8      0.00
11:59:29  122071.9      0.00
11:59:30  122059.2      0.00
11:59:31  122082.6      0.00
11:59:32  122074.1      0.00
11:59:33  122064.8      0.00
11:59:34  122078.2      0.00
11:59:35  122067.3      0.00
11:59:36  122079.3      0.00
11:59:37  122053.5      0.00
11:59:38  122085.6      0.00
11:59:39  119743.1      0.00
11:59:40  124401.2      0.00
11:59:41  122047.1      0.00
11:59:42  122096.4      0.00
11:59:43  122046.8      0.00
11:59:44  122092.9      0.00
11:59:45  122066.3      0.00
11:59:46  122066.1      0.00
11:59:47  122041.2      0.00
11:59:48  122067.8      0.00
11:59:49  122104.2      0.00
11:59:50  122072.8      0.00
11:59:51  122035.3      0.00
11:59:52  122090.4      0.00
11:59:53  122085.9      0.00
11:59:54  122071.0      0.00
11:59:55  122060.9      0.00
11:59:56  122078.8      0.00
11:59:57  122059.1      0.00
11:59:58  122075.4      0.00
11:59:59  121656.1      0.00
12:00:00  122490.9      0.00
12:00:01  122065.6      0.00
12:00:02  122057.3      0.00
12:00:03  121973.8      0.00
12:00:04  122059.1      0.00
12:00:05  122196.2      0.00
12:00:06  121620.6      0.00
12:00:07  122320.2      0.00
12:00:08  122098.3      0.00
12:00:09  122241.9      0.00
12:00:10  121865.5      0.00
12:00:11  121066.0      0.00
12:00:12  122805.5      0.00
12:00:13  122541.9      0.00
12:00:14  121780.8      0.00
12:00:15  121851.7      0.00
12:00:16  122538.5      0.00
12:00:17  122113.6      0.00
12:00:18  122066.7      0.00
12:00:19  119541.0      0.00
12:00:20  122357.5      0.00
12:00:21  120634.2      0.00
12:00:22  123553.5      0.00
12:00:23  121472.8      0.00
12:00:24  122658.2      0.00
12:00:25  122081.3      0.00
12:00:26  122074.2      0.00
12:00:27  122075.9      0.00
12:00:28  122060.6      0.00
12:00:29  122079.0      0.00
12:00:30  122069.3      0.00
12:00:31  122071.5      0.00
12:00:32  122063.9      0.00
12:00:33  122075.9      0.00
12:00:34  122064.9      0.00
12:00:35  122073.1      0.00
12:00:36  122069.7      0.00
12:00:37  122062.9      0.00
12:00:38  122082.5      0.00
12:00:39  122067.7      0.00
12:00:40  122071.5      0.00
12:00:41  122066.8      0.00
12:00:42  122073.3      0.00
12:00:43  122071.5      0.00
12:00:44  122065.8      0.00
12:00:45  122068.3      0.00
12:00:46  122069.0      0.00
12:00:47  122065.4      0.00
12:00:48  122084.4      0.00
12:00:49  122067.2      0.00
12:00:50  122027.4      0.00
12:00:51  122052.5      0.00
