Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Bwd Act Data Pkts,Fwd Seg Size Min,Bwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Fwd TCP Retrans. Count,Bwd TCP Retrans. Count,Total TCP Retrans. Count,Total Connection Flow Time,category,subcategory,scenario,label
192.168.19.139:46754-192.168.249.84:22-6,192.168.19.139,46754,192.168.249.84,22,6,2025-03-11 15:18:36.603893 UTC,12021714,22,32,1912,2745,640,0,86.9090909090909,134.5223567397253,976,0,85.78125,216.7720194084962,622.2906317684816,4.491871957692555,226830.18867924527,615718.8385499073,2240000,0,12022000,572476.1904761905,899738.2486588939,2286000,0,12022000,387806.4516129032,765421.7230729248,2240000,0,16,15,0,0,0,0,712,1032,1.8300219086895597,2.6618500490029957,0,976,86.24074074074075,187.66685762622868,35218.849451303184,2,2,0,31,53,0,0,0,1.4545454545454546,86.24074074074075,86.9090909090909,85.78125,0,0,0,0,0,0,3.6666666666666665,318.6666666666667,5.333333333333333,457.5,64800,64260,16,15,32,32,12021.714,0,12021.714,12021.714,0,0,0,0,-1,-1,0,0,0,12021714,bruteforce-ssh,patator,patator_ssh_cic_T10_P,1
192.168.19.139:58190-192.168.249.84:22-6,192.168.19.139,58190,192.168.249.84,22,6,2025-03-11 15:20:20.978423 UTC,13161740,20,32,1912,2745,640,0,95.6,138.1124179789783,976,0,85.78125,216.7720194084962,560.4882029275765,3.950845404938861,258078.431372549,685736.382296712,2380000,0,13162000,692736.8421052631,1010588.0956992197,2427000,0,13162000,424580.6451612903,838444.4419316261,2380000,0,16,15,0,0,0,0,648,1032,1.519555924976485,2.4312894799623757,0,976,89.5576923076923,190.46354521590985,36276.362056212936,2,2,0,31,51,0,0,0,1.6,89.5576923076923,95.6,85.78125,0,0,0,0,0,0,3.3333333333333335,318.6666666666667,5.333333333333333,457.5,64800,64260,16,15,32,32,13161.74,0,13161.74,13161.74,0,0,0,0,-1,-1,0,0,0,13161740,bruteforce-ssh,patator,patator_ssh_cic_T10_P,1
192.168.19.139:60634-192.168.249.84:22-6,192.168.19.139,60634,192.168.249.84,22,6,2025-03-11 15:18:45.945460 UTC,4006741,14,15,1272,2153,640,0,90.85714285714286,168.07092769034708,976,0,143.53333333333333,303.89973492730934,1235.168432399299,7.237802493348085,143107.1428571429,476839.321491431,1928000,0,4007000,308230.76923076925,690240.7778166592,2011000,0,4006000,286142.85714285716,643702.3332857749,1928000,0,8,7,0,0,0,0,456,488,3.4941115485128686,3.7436909448352167,0,976,118.10344827586206,249.1979333544108,62099.60998810936,2,2,0,15,28,0,0,0,1.0714285714285714,118.10344827586206,90.85714285714286,143.53333333333333,0,0,0,0,0,0,7,636,7.5,1076.5,64800,64260,8,7,32,32,4006.741,0,4006.741,4006.741,0,0,0,0,-1,-1,0,0,0,4006741,bruteforce-ssh,patator,patator_ssh_cic_T10_P,1
192.168.19.139:60644-192.168.249.84:22-6,192.168.19.139,60644,192.168.249.84,22,6,2025-03-11 15:18:48.038015 UTC,4366734,14,15,1272,2153,640,0,90.85714285714286,168.07092769034708,976,0,143.53333333333333,303.89973492730934,1133.3413026760961,6.641118969005211,155928.57142857142,521796.41135021154,2068000,0,4366000,335846.1538461539,753306.1331075932,2114000,0,4366000,311857.14285714284,704596.7293568769,2068000,0,8,7,0,0,0,0,456,488,3.20605743331286,3.43506153569235,0,976,118.10344827586206,249.1979333544108,62099.60998810936,2,2,0,15,28,0,0,0,1.0714285714285714,118.10344827586206,90.85714285714286,143.53333333333333,0,0,0,0,0,0,7,636,7.5,1076.5,64800,64260,8,7,32,32,4366.734,0,4366.734,4366.734,0,0,0,0,-1,-1,0,0,0,4366734,bruteforce-ssh,patator,patator_ssh_cic_T10_P,1
192.168.19.139:60694-192.168.249.84:22-6,192.168.19.139,60694,192.168.249.84,22,6,2025-03-11 15:18:48.685307 UTC,4430969,15,17,1272,2153,640,0,84.8,163.946007372346,976,0,126.6470588235294,289.18566012297566,1152.1181935599188,7.221896609974026,142935.48387096776,497536.702195142,2068000,0,4431000,316500,729181.9046026855,2114000,0,4430000,276875,665717.8339018717,2068000,0,8,7,0,0,0,0,488,552,3.3852640359253248,3.8366325740487013,0,976,107.03124999999999,239.71408547149977,57462.8427734375,2,2,0,15,31,0,0,0,1.1333333333333333,107.03124999999999,84.8,126.6470588235294,0,0,0,0,0,0,7.5,636,8.5,1076.5,64800,64260,8,7,32,32,4430.969,0,4430.969,4430.969,0,0,0,0,-1,-1,0,0,0,4430969,bruteforce-ssh,patator,patator_ssh_cic_T10_P,1
192.168.19.139:54956-192.168.249.84:22-6,192.168.19.139,54956,192.168.249.84,22,6,2025-03-11 15:20:31.288517 UTC,13348407,20,32,1928,2745,640,0,96.4,138.15874927054026,976,0,85.78125,216.7720194084962,553.8488600175286,3.8955959314096433,261725.49019607846,696637.810034639,2384000,0,13348000,702526.3157894736,1026322.221302383,2425000,0,13348000,430580.6451612903,851938.8049427763,2384000,0,16,15,0,0,0,0,648,1032,1.4983061274652474,2.3972898039443957,0,976,89.8653846153846,190.48662671069917,36285.15495562125,2,2,0,31,51,0,0,0,1.6,89.8653846153846,96.4,85.78125,0,0,0,0,0,0,3.3333333333333335,321.3333333333333,5.333333333333333,457.5,64800,64260,16,15,32,32,13348.407,0,13348.407,13348.407,0,0,0,0,-1,-1,0,0,0,13348407,bruteforce-ssh,patator,patator_ssh_cic_T10_P,1
192.168.19.139:54958-192.168.249.84:22-6,192.168.19.139,54958,192.168.249.84,22,6,2025-03-11 15:20:31.944446 UTC,12876910,20,32,1912,2745,640,0,95.6,138.1124179789783,976,0,85.78125,216.7720194084962,572.8858864432539,4.038235881123654,252490.1960784314,673295.9717614219,2380000,0,12877000,677736.8421052631,994647.1917273381,2425000,0,12877000,415387.0967741935,823529.9190530009,2380000,0,16,15,0,0,0,0,648,1032,1.553167646586021,2.4850682345376334,0,976,89.5576923076923,190.46354521590985,36276.362056212936,2,2,0,31,51,0,0,0,1.6,89.5576923076923,95.6,85.78125,0,0,0,0,0,0,3.3333333333333335,318.6666666666667,5.333333333333333,457.5,64800,64260,16,15,32,32,12876.91,0,12876.91,12876.91,0,0,0,0,-1,-1,0,0,0,12876910,bruteforce-ssh,patator,patator_ssh_cic_T10_P,1
192.168.19.139:52688-192.168.249.84:22-6,192.168.19.139,52688,192.168.249.84,22,6,2025-03-11 15:20:35.044089 UTC,13009166,20,32,1912,2745,640,0,95.6,138.1124179789783,976,0,85.78125,216.7720194084962,567.0617163313927,3.9971816794404806,255078.43137254904,677971.7688360745,2362000,0,13009000,684684.2105263158,999824.8295330001,2405000,0,13009000,419645.16129032255,828977.8217348157,2362000,0,16,15,0,0,0,0,648,1032,1.5373775690155693,2.459804110424911,0,976,89.5576923076923,190.46354521590985,36276.362056212936,2,2,0,31,51,0,0,0,1.6,89.5576923076923,95.6,85.78125,0,0,0,0,0,0,3.3333333333333335,318.6666666666667,5.333333333333333,457.5,64800,64260,16,15,32,32,13009.166,0,13009.166,13009.166,0,0,0,0,-1,-1,0,0,0,13009166,bruteforce-ssh,patator,patator_ssh_cic_T10_P,1
192.168.19.139:60742-192.168.249.84:22-6,192.168.19.139,60742,192.168.249.84,22,6,2025-03-11 15:18:49.950297 UTC,11975273,20,32,1912,2745,640,0,95.6,138.1124179789783,976,0,85.78125,216.7720194084962,616.0193592246289,4.342280965118707,234803.92156862747,623233.976131139,2087000,0,11975000,630263.1578947369,920627.5801181702,2130000,0,11975000,386290.3225806452,761948.2750012071,2087000,0,16,15,0,0,0,0,648,1032,1.6701080635071952,2.6721729016115123,0,976,89.5576923076923,190.46354521590985,36276.362056212936,2,2,0,31,51,0,0,0,1.6,89.5576923076923,95.6,85.78125,0,0,0,0,0,0,3.3333333333333335,318.6666666666667,5.333333333333333,457.5,64800,64260,16,15,32,32,11975.273,0,11975.273,11975.273,0,0,0,0,-1,-1,0,0,0,11975273,bruteforce-ssh,patator,patator_ssh_cic_T10_P,1
192.168.19.139:34086-192.168.249.84:22-6,192.168.19.139,34086,192.168.249.84,22,6,2025-03-11 15:21:00.056958 UTC,3813501,14,15,1272,2153,640,0,90.85714285714286,168.07092769034708,976,0,143.53333333333333,303.89973492730934,1297.75762481772,7.604560743526749,136214.28571428568,453909.15997609496,1990000,0,3814000,293384.6153846154,659659.8818810444,2077000,0,3814000,272428.57142857136,612796.1341594906,1990000,0,8,7,0,0,0,0,456,488,3.671167255495672,3.933393488031077,0,976,118.10344827586206,249.1979333544108,62099.60998810936,2,2,0,15,28,0,0,0,1.0714285714285714,118.10344827586206,90.85714285714286,143.53333333333333,0,0,0,0,0,0,7,636,7.5,1076.5,64800,64260,8,7,32,32,3813.501,0,3813.501,3813.501,0,0,0,0,-1,-1,0,0,0,3813501,bruteforce-ssh,patator,patator_ssh_cic_T10_P,1
192.168.19.139:60378-192.168.249.84:22-6,192.168.19.139,60378,192.168.249.84,22,6,2025-03-11 15:18:53.114035 UTC,13367285,21,34,1912,2745,640,0,91.04761904761905,136.31283214949642,976,0,80.73529411764706,211.26611443216922,563.5400157922869,4.114522881796864,247537.03703703705,681033.0582328846,2518000,0,13367000,668350,1014719.4821722899,2561000,0,13367000,405060.6060606061,833797.9167783251,2518000,0,16,15,0,0,0,0,680,1096,1.5709996457769846,2.5435232360198796,0,976,84.67272727272727,186.30962055337832,34711.27471074381,2,2,0,31,54,0,0,0,1.619047619047619,84.67272727272727,91.04761904761905,80.73529411764706,0,0,0,0,0,0,3.5,318.6666666666667,5.666666666666667,457.5,64800,64260,16,15,32,32,13367.285,0,13367.285,13367.285,0,0,0,0,-1,-1,0,0,0,13367285,bruteforce-ssh,patator,patator_ssh_cic_T10_P,1
192.168.19.139:34092-192.168.249.84:22-6,192.168.19.139,34092,192.168.249.84,22,6,2025-03-11 15:21:00.146065 UTC,3843928,14,15,1272,2153,640,0,90.85714285714286,168.07092769034708,976,0,143.53333333333333,303.89973492730934,1287.4850933732369,7.544366075535233,137250.00000000003,452784.687477708,1985000,0,3843000,295615.3846153846,659720.5164032066,2081000,0,3843000,274500.00000000006,610769.859626825,1985000,0,8,7,0,0,0,0,456,488,3.642107760603216,3.9022583149320176,0,976,118.10344827586206,249.1979333544108,62099.60998810936,2,2,0,15,28,0,0,0,1.0714285714285714,118.10344827586206,90.85714285714286,143.53333333333333,0,0,0,0,0,0,7,636,7.5,1076.5,64800,64260,8,7,32,32,3843.928,0,3843.928,3843.928,0,0,0,0,-1,-1,0,0,0,3843928,bruteforce-ssh,patator,patator_ssh_cic_T10_P,1
192.168.19.139:34114-192.168.249.84:22-6,192.168.19.139,34114,192.168.249.84,22,6,2025-03-11 15:21:00.933961 UTC,3892662,14,15,1272,2153,640,0,90.85714285714286,168.07092769034708,976,0,143.53333333333333,303.89973492730934,1271.3664839125513,7.449914737010303,139035.7142857143,462166.2874939261,1989000,0,3893000,299461.53846153844,670096.3897810769,2039000,1000,3893000,278071.4285714286,623774.1652101931,1989000,0,8,7,0,0,0,0,456,488,3.596510562694629,3.8534041743156737,0,976,118.10344827586206,249.1979333544108,62099.60998810936,2,2,0,15,28,0,0,0,1.0714285714285714,118.10344827586206,90.85714285714286,143.53333333333333,0,0,0,0,0,0,7,636,7.5,1076.5,64800,64260,8,7,32,32,3892.662,0,3892.662,3892.662,0,0,0,0,-1,-1,0,0,0,3892662,bruteforce-ssh,patator,patator_ssh_cic_T10_P,1
192.168.19.139:60406-192.168.249.84:22-6,192.168.19.139,60406,192.168.249.84,22,6,2025-03-11 15:19:02.077447 UTC,12754176,20,32,1912,2745,640,0,95.6,138.1124179789783,976,0,85.78125,216.7720194084962,578.3987926777866,4.077096003693222,250078.43137254904,669133.9689167809,2362000,0,12754000,671263.1578947369,988213.4780078357,2405000,0,12754000,411419.3548387097,818716.4531100692,2362000,0,16,15,0,0,0,0,648,1032,1.5681138475743162,2.508982156118906,0,976,89.5576923076923,190.46354521590985,36276.362056212936,2,2,0,31,51,0,0,0,1.6,89.5576923076923,95.6,85.78125,0,0,0,0,0,0,3.3333333333333335,318.6666666666667,5.333333333333333,457.5,64800,64260,16,15,32,32,12754.176,0,12754.176,12754.176,0,0,0,0,-1,-1,0,0,0,12754176,bruteforce-ssh,patator,patator_ssh_cic_T10_P,1
192.168.19.139:42116-192.168.249.84:22-6,192.168.19.139,42116,192.168.249.84,22,6,2025-03-11 15:18:23.223681 UTC,12312605,22,32,1912,2745,640,0,86.9090909090909,134.5223567397253,976,0,85.78125,216.7720194084962,607.5887271621237,4.3857494007157705,232320.75471698112,632115.7875061535,2512000,0,12313000,586333.3333333334,923968.5798272236,2562000,0,12313000,397193.5483870968,785990.9061016582,2512000,0,16,15,0,0,0,0,712,1032,1.786786792884203,2.598962607831568,0,976,86.24074074074075,187.66685762622868,35218.849451303184,2,2,0,31,53,0,0,0,1.4545454545454546,86.24074074074075,86.9090909090909,85.78125,0,0,0,0,0,0,3.6666666666666665,318.6666666666667,5.333333333333333,457.5,64800,64260,16,15,32,32,12312.605,0,12312.605,12312.605,0,0,0,0,-1,-1,0,0,0,12312605,bruteforce-ssh,patator,patator_ssh_cic_T10_P,1
192.168.19.139:56318-192.168.249.84:22-6,192.168.19.139,56318,192.168.249.84,22,6,2025-03-11 15:19:06.296707 UTC,12983659,20,32,1912,2745,640,0,95.6,138.1124179789783,976,0,85.78125,216.7720194084962,568.1757353608871,4.005034328150486,254588.23529411765,677135.5810734726,2360000,0,12984000,683368.4210526316,998544.5308324518,2405000,0,12984000,418838.70967741933,828015.5482712751,2360000,0,16,15,0,0,0,0,648,1032,1.5403978185194174,2.464636509631068,0,976,89.5576923076923,190.46354521590985,36276.362056212936,2,2,0,31,51,0,0,0,1.6,89.5576923076923,95.6,85.78125,0,0,0,0,0,0,3.3333333333333335,318.6666666666667,5.333333333333333,457.5,64800,64260,16,15,32,32,12983.659,0,12983.659,12983.659,0,0,0,0,-1,-1,0,0,0,12983659,bruteforce-ssh,patator,patator_ssh_cic_T10_P,1
192.168.19.139:56310-192.168.249.84:22-6,192.168.19.139,56310,192.168.249.84,22,6,2025-03-11 15:19:06.161073 UTC,13179269,20,32,1912,2745,640,0,95.6,138.1124179789783,976,0,85.78125,216.7720194084962,559.7427292818744,3.9455906090087396,258411.76470588238,688389.0878944695,2360000,0,13179000,693631.5789473684,1014457.4495253643,2404000,0,13179000,425129.0322580645,841899.8385730846,2360000,0,16,15,0,0,0,0,648,1032,1.517534849618746,2.4280557593899936,0,976,89.5576923076923,190.46354521590985,36276.362056212936,2,2,0,31,51,0,0,0,1.6,89.5576923076923,95.6,85.78125,0,0,0,0,0,0,3.3333333333333335,318.6666666666667,5.333333333333333,457.5,64800,64260,16,15,32,32,13179.269,0,13179.269,13179.269,0,0,0,0,-1,-1,0,0,0,13179269,bruteforce-ssh,patator,patator_ssh_cic_T10_P,1
192.168.19.139:56358-192.168.249.84:22-6,192.168.19.139,56358,192.168.249.84,22,6,2025-03-11 15:19:06.499421 UTC,12990251,20,32,1944,2745,640,0,97.2,138.2004341527189,976,0,85.78125,216.7720194084962,570.350796147049,4.003001943534424,254705.88235294115,676741.4223398003,2360000,0,12990000,683684.2105263158,998871.3131715258,2409000,0,12990000,419032.2580645162,827452.1127892642,2360000,0,16,15,0,0,0,0,648,1032,1.5396161321286246,2.4633858114057996,0,976,90.17307692307692,190.5092084543872,36293.758505917154,2,2,0,31,51,0,0,0,1.6,90.17307692307692,97.2,85.78125,0,0,0,0,0,0,3.3333333333333335,324,5.333333333333333,457.5,64800,64260,16,15,32,32,12990.251,0,12990.251,12990.251,0,0,0,0,-1,-1,0,0,0,12990251,bruteforce-ssh,patator,patator_ssh_cic_T10_P,1
192.168.19.139:42180-192.168.249.84:22-6,192.168.19.139,42180,192.168.249.84,22,6,2025-03-11 15:18:23.397003 UTC,13071812,20,34,1912,2745,640,0,95.6,138.1124179789783,976,0,80.73529411764706,211.26611443216922,572.3001524195728,4.131026364210257,246622.64150943392,670751.598326216,2519000,0,13071000,687947.3684210526,1006185.3169107366,2562000,0,13071000,396090.90909090906,814534.6826939258,2519000,0,16,15,0,0,0,0,648,1096,1.5300097645223172,2.6010165996879393,0,976,86.24074074074075,187.66685762622862,35218.84945130316,2,2,0,31,53,0,0,0,1.7,86.24074074074075,95.6,80.73529411764706,0,0,0,0,0,0,3.3333333333333335,318.6666666666667,5.666666666666667,457.5,64800,64260,16,15,32,32,13071.812,0,13071.812,13071.812,0,0,0,0,-1,-1,0,0,0,13071812,bruteforce-ssh,patator,patator_ssh_cic_T10_P,1
192.168.19.139:46676-192.168.249.84:22-6,192.168.19.139,46676,192.168.249.84,22,6,2025-03-11 15:18:35.549966 UTC,12307673,20,32,1928,2745,640,0,96.4,138.15874927054026,976,0,85.78125,216.7720194084962,600.6821923201892,4.225006627979148,241333.33333333334,646160.4446741056,2558000,0,12308000,647789.4736842106,956064.7731275912,2602000,0,12307000,397000,790678.4754961419,2558000,0,16,15,0,0,0,0,648,1032,1.6250025492227491,2.6000040787563985,0,976,89.86538461538461,190.4866267106991,36285.15495562123,2,2,0,31,51,0,0,0,1.6,89.86538461538461,96.4,85.78125,0,0,0,0,0,0,3.3333333333333335,321.3333333333333,5.333333333333333,457.5,64800,64260,16,15,32,32,12307.673,0,12307.673,12307.673,0,0,0,0,-1,-1,0,0,0,12307673,bruteforce-ssh,patator,patator_ssh_cic_T10_P,1
192.168.19.139:39798-192.168.249.84:22-6,192.168.19.139,39798,192.168.249.84,22,6,2025-03-11 15:19:32.511593 UTC,4114308,14,15,1272,2153,640,0,90.85714285714286,168.07092769034708,976,0,143.53333333333333,303.89973492730934,1202.8754288692046,7.048572931341066,146928.57142857142,492642.93999460776,2108000,0,4114000,316461.53846153844,711479.3488958942,2154000,0,4114000,293857.14285714284,665414.0340680334,2108000,0,8,7,0,0,0,0,456,488,3.4027593461646526,3.6458135851764135,0,976,118.10344827586206,249.1979333544108,62099.60998810936,2,2,0,15,28,0,0,0,1.0714285714285714,118.10344827586206,90.85714285714286,143.53333333333333,0,0,0,0,0,0,7,636,7.5,1076.5,64800,64260,8,7,32,32,4114.308,0,4114.308,4114.308,0,0,0,0,-1,-1,0,0,0,4114308,bruteforce-ssh,patator,patator_ssh_cic_T10_P,1
192.168.19.139:60666-192.168.249.84:22-6,192.168.19.139,60666,192.168.249.84,22,6,2025-03-11 15:18:48.647290 UTC,4379992,14,15,1272,2153,640,0,90.85714285714286,168.07092769034708,976,0,143.53333333333333,303.89973492730934,1129.9107395629946,6.6210166593911595,156428.57142857142,521654.8823949897,2066000,0,4380000,336923.0769230769,753694.8435273811,2116000,0,4379000,312785.71428571426,704216.4012545566,2066000,0,8,7,0,0,0,0,456,488,3.1963528700509043,3.4246637893402547,0,976,118.10344827586206,249.1979333544108,62099.60998810936,2,2,0,15,28,0,0,0,1.0714285714285714,118.10344827586206,90.85714285714286,143.53333333333333,0,0,0,0,0,0,7,636,7.5,1076.5,64800,64260,8,7,32,32,4379.992,0,4379.992,4379.992,0,0,0,0,-1,-1,0,0,0,4379992,bruteforce-ssh,patator,patator_ssh_cic_T10_P,1
192.168.19.139:60672-192.168.249.84:22-6,192.168.19.139,60672,192.168.249.84,22,6,2025-03-11 15:18:48.648107 UTC,4396123,16,15,1272,2153,640,0,79.5,160.06170685082677,976,0,143.53333333333333,303.89973492730934,1149.4218883320598,7.051668026577054,146533.33333333334,504986.1208213767,2069000,0,4396000,293066.6666666667,709986.8981576741,2115000,0,4395000,313928.5714285714,703250.7644895256,2069000,0,8,7,0,0,0,0,520,488,3.6395705943623504,3.4120974322147037,0,976,110.48387096774194,242.765368068435,58935.02393340272,2,2,0,15,30,0,0,0,0.9375,110.48387096774194,79.5,143.53333333333333,0,0,0,0,0,0,8,636,7.5,1076.5,64800,64260,8,7,32,32,4396.123,0,4396.123,4396.123,0,0,0,0,-1,-1,0,0,0,4396123,bruteforce-ssh,patator,patator_ssh_cic_T10_P,1
192.168.19.139:39834-192.168.249.84:22-6,192.168.19.139,39834,192.168.249.84,22,6,2025-03-11 15:19:33.695283 UTC,5201894,14,15,1272,2153,640,0,90.85714285714286,168.07092769034708,976,0,143.53333333333333,303.89973492730934,951.384245815082,5.574892529528667,185785.7142857143,629705.2233921414,2580000,0,5202000,400153.8461538461,903611.2886339711,2626000,0,5201000,371500,851260.3051610342,2580000,0,8,7,0,0,0,0,456,488,2.6913274280483224,2.8835651014803454,0,976,118.10344827586206,249.1979333544108,62099.60998810936,2,2,0,15,28,0,0,0,1.0714285714285714,118.10344827586206,90.85714285714286,143.53333333333333,0,0,0,0,0,0,7,636,7.5,1076.5,64800,64260,8,7,32,32,5201.894,0,5201.894,5201.894,0,0,0,0,-1,-1,0,0,0,5201894,bruteforce-ssh,patator,patator_ssh_cic_T10_P,1
192.168.19.139:60718-192.168.249.84:22-6,192.168.19.139,60718,192.168.249.84,22,6,2025-03-11 15:18:48.811993 UTC,4870077,15,17,1272,2153,640,0,84.8,163.946007372346,976,0,126.6470588235294,289.18566012297566,1048.2380463388977,6.570737998598379,157129.03225806452,557801.8345044077,2474000,0,4871000,347928.5714285714,817052.757894907,2562000,0,4869000,304312.5,747364.847209012,2474000,0,8,7,0,0,0,0,488,552,3.08003343684299,3.490704561755389,0,976,107.03124999999999,239.71408547149977,57462.8427734375,2,2,0,15,31,0,0,0,1.1333333333333333,107.03124999999999,84.8,126.6470588235294,0,0,0,0,0,0,7.5,636,8.5,1076.5,64800,64260,8,7,32,32,4870.077,0,4870.077,4870.077,0,0,0,0,-1,-1,0,0,0,4870077,bruteforce-ssh,patator,patator_ssh_cic_T10_P,1
192.168.19.139:39850-192.168.249.84:22-6,192.168.19.139,39850,192.168.249.84,22,6,2025-03-11 15:19:33.728121 UTC,5195100,14,15,1272,2153,640,0,90.85714285714286,168.07092769034708,976,0,143.53333333333333,303.89973492730934,952.6284383361244,5.58218321110277,185535.71428571426,629635.5228079438,2580000,0,5195000,399615.3846153846,903828.3991709537,2626000,0,5194000,371000,851249.9213341688,2580000,0,8,7,0,0,0,0,456,488,2.6948470674289235,2.8873361436738465,0,976,118.10344827586206,249.1979333544108,62099.60998810936,2,2,0,15,28,0,0,0,1.0714285714285714,118.10344827586206,90.85714285714286,143.53333333333333,0,0,0,0,0,0,7,636,7.5,1076.5,64800,64260,8,7,32,32,5195.1,0,5195.1,5195.1,0,0,0,0,-1,-1,0,0,0,5195100,bruteforce-ssh,patator,patator_ssh_cic_T10_P,1
192.168.19.139:40178-192.168.249.84:22-6,192.168.19.139,40178,192.168.249.84,22,6,2025-03-11 15:18:06.313141 UTC,4522728,14,15,1272,2153,640,0,90.85714285714286,168.07092769034708,976,0,143.53333333333333,303.89973492730934,1094.2510803214343,6.41205927042263,161500,540719.3290951813,2243000,0,4522000,347846.1538461539,779635.79723571,2327000,0,4522000,323000,730212.2000780713,2243000,0,8,7,0,0,0,0,456,488,3.0954768891695457,3.3165823812530846,0,976,118.10344827586206,249.1979333544108,62099.60998810936,2,2,0,15,28,0,0,0,1.0714285714285714,118.10344827586206,90.85714285714286,143.53333333333333,0,0,0,0,0,0,7,636,7.5,1076.5,64800,64260,8,7,32,32,4522.728,0,4522.728,4522.728,0,0,0,0,-1,-1,0,0,0,4522728,bruteforce-ssh,patator,patator_ssh_cic_T10_P,1
192.168.19.139:39882-192.168.249.84:22-6,192.168.19.139,39882,192.168.249.84,22,6,2025-03-11 15:19:36.622383 UTC,14247685,20,32,1912,2745,640,0,95.6,138.1124179789783,976,0,85.78125,216.7720194084962,517.7683251700188,3.6497157257477264,279372.5490196078,746318.7817228814,2616000,0,14248000,749894.7368421053,1099124.7663834905,2660000,0,14248000,459612.9032258065,913012.3017020709,2616000,0,16,15,0,0,0,0,648,1032,1.4037368175952794,2.245978908152447,0,976,89.5576923076923,190.46354521590985,36276.362056212936,2,2,0,31,51,0,0,0,1.6,89.5576923076923,95.6,85.78125,0,0,0,0,0,0,3.3333333333333335,318.6666666666667,5.333333333333333,457.5,64800,64260,16,15,32,32,14247.685,0,14247.685,14247.685,0,0,0,0,-1,-1,0,0,0,14247685,bruteforce-ssh,patator,patator_ssh_cic_T10_P,1
192.168.19.139:60342-192.168.249.84:22-6,192.168.19.139,60342,192.168.249.84,22,6,2025-03-11 15:18:52.402111 UTC,12176883,20,32,1912,2745,640,0,95.6,138.1124179789783,976,0,85.78125,216.7720194084962,605.820060848084,4.270386764823149,238745.0980392157,637207.9982738808,2322000,0,12176000,640842.1052631579,942224.3705948897,2363000,0,12176000,392774.1935483871,779462.6647798084,2322000,0,16,15,0,0,0,0,648,1032,1.6424564480089034,2.6279303168142456,0,976,89.5576923076923,190.46354521590985,36276.362056212936,2,2,0,31,51,0,0,0,1.6,89.5576923076923,95.6,85.78125,0,0,0,0,0,0,3.3333333333333335,318.6666666666667,5.333333333333333,457.5,64800,64260,16,15,32,32,12176.883,0,12176.883,12176.883,0,0,0,0,-1,-1,0,0,0,12176883,bruteforce-ssh,patator,patator_ssh_cic_T10_P,1
192.168.19.139:60404-192.168.249.84:22-6,192.168.19.139,60404,192.168.249.84,22,6,2025-03-11 15:18:53.679866 UTC,12313658,21,34,1928,2745,640,0,91.80952380952381,136.3830805899391,976,0,80.73529411764706,211.26611443216922,613.0590925945808,4.466584990422829,228037.03703703705,628289.1514959631,2516000,0,12314000,615700,939117.3036420955,2563000,0,12314000,373151.51515151514,769349.0409041456,2516000,0,16,15,0,0,0,0,680,1096,1.7054233599796258,2.761161630443204,0,976,84.96363636363637,186.33956917767716,34722.43504132234,2,2,0,31,54,0,0,0,1.619047619047619,84.96363636363637,91.80952380952381,80.73529411764706,0,0,0,0,0,0,3.5,321.3333333333333,5.666666666666667,457.5,64800,64260,16,15,32,32,12313.658,0,12313.658,12313.658,0,0,0,0,-1,-1,0,0,0,12313658,bruteforce-ssh,patator,patator_ssh_cic_T10_P,1
