flow_id,source_ip,source_port,destination_ip,destination_port,protocol,timestamp_first,timestamp_last,flow_duration_us,flow_expire_cause,first_timestamp_fwd,first_timestamp_bwd,last_timestamp_fwd,last_timestamp_bwd,fwd_duration_ms,bwd_duration_ms,iat_total,iat_mean,iat_std,iat_max,iat_min,fwd_iat_total,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_total,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,packet_count,packet_len_total,packet_len_mean,packet_len_max,packet_len_min,packet_len_std,fwd_packet_count,bwd_packet_count,fwd_packet_len_total,fwd_packet_len_mean,fwd_packet_len_std,fwd_packet_len_max,fwd_packet_len_min,bwd_packet_len_total,bwd_packet_len_mean,bwd_packet_len_std,bwd_packet_len_max,bwd_packet_len_min,header_len_total,header_len_mean,header_len_std,header_len_max,header_len_min,fwd_header_len_total,fwd_header_len_mean,fwd_header_len_std,fwd_header_len_max,fwd_header_len_min,bwd_header_len_total,bwd_header_len_mean,bwd_header_len_std,bwd_header_len_max,bwd_header_len_min,payload_len_total,payload_len_mean,payload_len_std,payload_len_max,payload_len_min,payload_len_variance,fwd_payload_len_total,fwd_payload_len_mean,fwd_payload_len_std,fwd_payload_len_max,fwd_payload_len_min,bwd_payload_len_total,bwd_payload_len_mean,bwd_payload_len_std,bwd_payload_len_max,bwd_payload_len_min,fwd_non_zero_payload_packets,bwd_non_zero_payload_packets,fwd_bulk_rate_s,bwd_bulk_rate_s,fwd_bulk_count,bwd_bulk_count,fwd_bulk_packets_total,fwd_bulk_packets_mean,fwd_bulk_packets_std,fwd_bulk_packets_max,fwd_bulk_packets_min,bwd_bulk_packets_total,bwd_bulk_packets_mean,bwd_bulk_packets_std,bwd_bulk_packets_max,bwd_bulk_packets_min,fwd_bulk_bytes_total,fwd_bulk_bytes_mean,fwd_bulk_bytes_std,fwd_bulk_bytes_max,fwd_bulk_bytes_min,bwd_bulk_bytes_total,bwd_bulk_bytes_mean,bwd_bulk_bytes_std,bwd_bulk_bytes_max,bwd_bulk_bytes_min,fwd_bulk_duration_total,fwd_bulk_duration_mean,fwd_bulk_duration_std,fwd_bulk_duration_max,fwd_bulk_duration_min,bwd_bulk_duration_total,bwd_bulk_duration_mean,bwd_bulk_duration_std,bwd_bulk_duration_max,bwd_bulk_duration_min,subflow_count,active_total,active_mean,active_std,active_max,active_min,idle_total,idle_mean,idle_std,idle_max,idle_min,icmp_type,icmp_code,flow_retransmission_count,fwd_retransmission_count,bwd_retransmission_count,fwd_init_window_size,bwd_init_window_size,window_size_total,window_size_mean,window_size_std,window_size_max,window_size_min,fwd_window_size_total,fwd_window_size_mean,fwd_window_size_std,fwd_window_size_max,fwd_window_size_min,bwd_window_size_total,bwd_window_size_mean,bwd_window_size_std,bwd_window_size_max,bwd_window_size_min,fwd_fin_flag_count,fwd_syn_flag_count,fwd_rst_flag_count,fwd_psh_flag_count,fwd_ack_flag_count,fwd_urg_flag_count,fwd_cwr_flag_count,fwd_ece_flag_count,bwd_fin_flag_count,bwd_syn_flag_count,bwd_rst_flag_count,bwd_psh_flag_count,bwd_ack_flag_count,bwd_urg_flag_count,bwd_cwr_flag_count,bwd_ece_flag_count,total_fin_flag_count,total_syn_flag_count,total_rst_flag_count,total_psh_flag_count,total_ack_flag_count,total_urg_flag_count,total_cwr_flag_count,total_ece_flag_count,flags,flow_bytes_s,flow_packets_s,fwd_bytes_s,fwd_packets_s,bwd_bytes_s,bwd_packets_s,fwd_subflow_packets_mean,fwd_subflow_bytes_mean,bwd_subflow_packets_mean,bwd_subflow_bytes_mean,up_down_ratio,subcategory,scenario,label,category
192.168.19.139:38964-192.168.249.84:22-6,192.168.19.139,38964,192.168.249.84,22,6,2025-03-11 15:21:04.824359 UTC,2025-03-11 15:21:16.581481 UTC,11757122,TCP Normal Termination,1741706464824,1741706464824,1741706476581,1741706476581,11757,11757,11757,217.72222222222223,604.7649808799823,2620,0,11757,587.8499999999999,905.8102602090573,2664,0,11757,356.27272727272725,741.1144054621197,2620,0,55,7533,136.96363636363637,1028,52,186.1833860019214,21,34,3012,143.42857142857142,136.06881012353782,692,52,4521,132.97058823529412,211.18050340242343,1028,52,1776,32.29090909090909,1.4975462023253812,40,32,680,32.38095238095238,1.7036708399998393,40,32,1096,32.23529411764706,1.3516617991854176,40,32,4657,84.67272727272727,186.30962055337832,976,0,34711.27471074381,1912,91.04761904761905,136.31283214949642,640,0,2745,80.73529411764706,211.26611443216922,976,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11757.122,11757.122,0,11757.122,11757.122,0,0,0,0,0,-1,-1,0,0,0,64800,64260,155640,2829.818181818182,11985.813547828355,64800,501,74844,3564,13692.786067331743,64800,501,80796,2376.3529411764707,10772.560225712781,64260,501,1,1,0,16,20,0,0,0,1,1,0,15,34,0,0,0,2,2,0,31,54,0,0,0,.AP.SF,640.7180260611398,4.6780155891892585,256.18514462978266,1.7861514067813533,384.53288143135705,2.891864182407905,3.5,502,5.666666666666667,753.5,1.619047619047619,patator,patator_ssh_cic_T10_P,1,bruteforce-ssh
192.168.19.139:42100-192.168.249.84:22-6,192.168.19.139,42100,192.168.249.84,22,6,2025-03-11 15:18:23.109354 UTC,2025-03-11 15:18:35.390869 UTC,12281515,TCP Normal Termination,1741706303109,1741706303109,1741706315390,1741706315390,12281,12281,12281,240.80392156862746,643.1319816856991,2513,0,12281,646.3684210526316,951.0473014151745,2560,0,12281,396.16129032258067,786.7615573850695,2513,0,52,7393,142.17307692307693,1028,52,190.3476294687662,20,32,2976,148.8,137.8903912533429,692,52,4417,138.03125,216.6775375377834,1028,52,1680,32.3076923076923,1.538461538461538,40,32,648,32.4,1.7435595774162689,40,32,1032,32.25,1.3919410907075047,40,32,4673,89.8653846153846,190.48662671069917,976,0,36285.15495562125,1928,96.4,138.15874927054026,640,0,2745,85.78125,216.7720194084962,976,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12281.515,12281.515,0,12281.515,12281.515,0,0,0,0,0,-1,-1,0,0,0,64800,64260,154136,2964.153846153846,12313.28318928012,64800,501,74343,3717.15,14013.367062469319,64800,501,79793,2493.53125,11093.585277606315,64260,501,1,1,0,16,19,0,0,0,1,1,0,15,32,0,0,0,2,2,0,31,51,0,0,0,.AP.SF,601.9615658165951,4.234005332404023,242.31538210066103,1.6284635893861628,359.64618371593406,2.6055417430178602,3.3333333333333335,496,5.333333333333333,736.1666666666666,1.6,patator,patator_ssh_cic_T10_P,1,bruteforce-ssh
192.168.19.139:42120-192.168.249.84:22-6,192.168.19.139,42120,192.168.249.84,22,6,2025-03-11 15:18:23.226606 UTC,2025-03-11 15:18:35.592020 UTC,12365414,TCP Normal Termination,1741706303226,1741706303226,1741706315591,1741706315592,12365,12366,12366,220.82142857142858,616.5102277897648,2512,0,12365,562.0454545454545,909.5803466570687,2563,0,12366,374.72727272727275,766.5170844614947,2512,0,57,7637,133.98245614035088,1028,52,183.55480956179161,23,34,3116,135.47826086956522,132.54592955067952,692,52,4521,132.97058823529412,211.18050340242343,1028,52,1840,32.280701754385966,1.4720124184844225,40,32,744,32.34782608695652,1.6314489599385837,40,32,1096,32.23529411764706,1.3516617991854176,40,32,4657,81.70175438596492,183.6738112641282,976,0,33736.068944290586,1912,83.1304347826087,132.7538763366994,640,0,2745,80.73529411764706,211.26611443216922,976,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12365.414,12365.414,0,12365.414,12365.414,0,0,0,0,0,-1,-1,0,0,0,64800,64260,156636,2748,11781.473770735403,64800,501,75840,3297.391304347826,13112.400386289271,64800,501,80796,2376.3529411764707,10772.560225712781,64260,501,1,1,0,16,22,0,0,0,1,1,0,15,34,0,0,0,2,2,0,31,56,0,0,0,.AP.SF,617.609729848107,4.609631347563454,251.99318033346884,1.8600266841045516,365.61654951463817,2.7496046634589026,3.8333333333333335,519.3333333333334,5.666666666666667,753.5,1.4782608695652173,patator,patator_ssh_cic_T10_P,1,bruteforce-ssh
192.168.19.139:42142-192.168.249.84:22-6,192.168.19.139,42142,192.168.249.84,22,6,2025-03-11 15:18:23.243970 UTC,2025-03-11 15:18:35.617672 UTC,12373702,TCP Normal Termination,1741706303243,1741706303244,1741706315617,1741706315617,12374,12373,12374,220.96428571428572,617.5716836439118,2519,0,12374,562.4545454545455,909.2210315965646,2563,0,12373,374.93939393939394,767.9589216994711,2519,0,57,7637,133.98245614035088,1028,52,183.55480956179161,23,34,3116,135.47826086956522,132.54592955067952,692,52,4521,132.97058823529412,211.18050340242343,1028,52,1840,32.280701754385966,1.4720124184844225,40,32,744,32.34782608695652,1.6314489599385837,40,32,1096,32.23529411764706,1.3516617991854176,40,32,4657,81.70175438596492,183.6738112641282,976,0,33736.068944290586,1912,83.1304347826087,132.7538763366994,640,0,2745,80.73529411764706,211.26611443216922,976,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12373.702,12373.702,0,12373.702,12373.702,0,0,0,0,0,-1,-1,0,0,0,64800,64260,156636,2748,11781.473770735403,64800,501,75840,3297.391304347826,13112.400386289271,64800,501,80796,2376.3529411764707,10772.560225712781,64260,501,1,1,0,16,22,0,0,0,1,1,0,15,34,0,0,0,2,2,0,31,56,0,0,0,.AP.SF,617.1960501392389,4.606543781319447,251.82439337879643,1.8587808240411803,365.3716567604424,2.7477629572782667,3.8333333333333335,519.3333333333334,5.666666666666667,753.5,1.4782608695652173,patator,patator_ssh_cic_T10_P,1,bruteforce-ssh
192.168.19.139:46664-192.168.249.84:22-6,192.168.19.139,46664,192.168.249.84,22,6,2025-03-11 15:18:33.493403 UTC,2025-03-11 15:18:45.828141 UTC,12334738,TCP Normal Termination,1741706313493,1741706313493,1741706325828,1741706325828,12335,12335,12335,241.86274509803923,647.2247850148838,2556,0,12335,649.2105263157895,957.8171223616733,2600,0,12335,397.9032258064516,791.9215240869354,2556,0,52,7377,141.8653846153846,1028,52,190.3250285540051,20,32,2960,148,137.84629120872273,692,52,4417,138.03125,216.6775375377834,1028,52,1680,32.3076923076923,1.538461538461538,40,32,648,32.4,1.7435595774162689,40,32,1032,32.25,1.3919410907075047,40,32,4657,89.5576923076923,190.46354521590985,976,0,36276.362056212936,1912,95.6,138.1124179789783,640,0,2745,85.78125,216.7720194084962,976,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12334.738,12334.738,0,12334.738,12334.738,0,0,0,0,0,-1,-1,0,0,0,64800,64260,154136,2964.153846153846,12313.28318928012,64800,501,74343,3717.15,14013.367062469319,64800,501,79793,2493.53125,11093.585277606315,64260,501,1,1,0,16,19,0,0,0,1,1,0,15,32,0,0,0,2,2,0,31,51,0,0,0,.AP.SF,598.067020150732,4.215736078058569,239.97266905871857,1.6214369530994497,358.0943510920135,2.5942991249591194,3.3333333333333335,493.3333333333333,5.333333333333333,736.1666666666666,1.6,patator,patator_ssh_cic_T10_P,1,bruteforce-ssh
192.168.19.139:46688-192.168.249.84:22-6,192.168.19.139,46688,192.168.249.84,22,6,2025-03-11 15:18:35.691428 UTC,2025-03-11 15:18:48.412898 UTC,12721470,TCP Normal Termination,1741706315691,1741706315691,1741706328412,1741706328412,12721,12721,12721,249.43137254901958,668.5314680115256,2555,0,12721,669.5263157894736,989.0989183899204,2602,0,12721,410.35483870967744,818.1201721171371,2555,0,52,7377,141.8653846153846,1028,52,190.3250285540051,20,32,2960,148,137.84629120872273,692,52,4417,138.03125,216.6775375377834,1028,52,1680,32.3076923076923,1.538461538461538,40,32,648,32.4,1.7435595774162689,40,32,1032,32.25,1.3919410907075047,40,32,4657,89.5576923076923,190.46354521590985,976,0,36276.362056212936,1912,95.6,138.1124179789783,640,0,2745,85.78125,216.7720194084962,976,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12721.47,12721.47,0,12721.47,12721.47,0,0,0,0,0,-1,-1,0,0,0,64800,64260,154136,2964.153846153846,12313.28318928012,64800,501,74343,3717.15,14013.367062469319,64800,501,79793,2493.53125,11093.585277606315,64260,501,1,1,0,16,19,0,0,0,1,1,0,15,32,0,0,0,2,2,0,31,51,0,0,0,.AP.SF,579.8858150826909,4.087577929280186,232.67751289748747,1.5721453574154558,347.2083021852034,2.5154325718647295,3.3333333333333335,493.3333333333333,5.333333333333333,736.1666666666666,1.6,patator,patator_ssh_cic_T10_P,1,bruteforce-ssh
192.168.19.139:46722-192.168.249.84:22-6,192.168.19.139,46722,192.168.249.84,22,6,2025-03-11 15:18:35.748171 UTC,2025-03-11 15:18:48.475764 UTC,12727593,TCP Normal Termination,1741706315748,1741706315748,1741706328475,1741706328475,12727,12727,12727,249.54901960784315,668.1017098136346,2556,0,12727,669.8421052631579,988.2024756920965,2600,0,12727,410.5483870967742,817.5093898527398,2556,0,52,7377,141.8653846153846,1028,52,190.3250285540051,20,32,2960,148,137.84629120872273,692,52,4417,138.03125,216.6775375377834,1028,52,1680,32.3076923076923,1.538461538461538,40,32,648,32.4,1.7435595774162689,40,32,1032,32.25,1.3919410907075047,40,32,4657,89.5576923076923,190.46354521590985,976,0,36276.362056212936,1912,95.6,138.1124179789783,640,0,2745,85.78125,216.7720194084962,976,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12727.593,12727.593,0,12727.593,12727.593,0,0,0,0,0,-1,-1,0,0,0,64800,64260,154136,2964.153846153846,12313.28318928012,64800,501,74343,3717.15,14013.367062469319,64800,501,79793,2493.53125,11093.585277606315,64260,501,1,1,0,16,19,0,0,0,1,1,0,15,32,0,0,0,2,2,0,31,51,0,0,0,.AP.SF,579.6068431792248,4.085611474219831,232.56557622482114,1.5713890285460888,347.0412669544037,2.514222445673742,3.3333333333333335,493.3333333333333,5.333333333333333,736.1666666666666,1.6,patator,patator_ssh_cic_T10_P,1,bruteforce-ssh
192.168.19.139:46738-192.168.249.84:22-6,192.168.19.139,46738,192.168.249.84,22,6,2025-03-11 15:18:35.773277 UTC,2025-03-11 15:18:48.512519 UTC,12739242,TCP Normal Termination,1741706315773,1741706315773,1741706328512,1741706328512,12739,12739,12739,249.7843137254902,669.2113682837546,2559,0,12739,670.4736842105264,988.3855719207779,2602,0,12739,410.93548387096774,818.9268719758321,2559,0,52,7377,141.8653846153846,1028,52,190.3250285540051,20,32,2960,148,137.84629120872273,692,52,4417,138.03125,216.6775375377834,1028,52,1680,32.3076923076923,1.538461538461538,40,32,648,32.4,1.7435595774162689,40,32,1032,32.25,1.3919410907075047,40,32,4657,89.5576923076923,190.46354521590985,976,0,36276.362056212936,1912,95.6,138.1124179789783,640,0,2745,85.78125,216.7720194084962,976,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12739.242,12739.242,0,12739.242,12739.242,0,0,0,0,0,-1,-1,0,0,0,64800,64260,154136,2964.153846153846,12313.28318928012,64800,501,74343,3717.15,14013.367062469319,64800,501,79793,2493.53125,11093.585277606315,64260,501,1,1,0,16,19,0,0,0,1,1,0,15,32,0,0,0,2,2,0,31,51,0,0,0,.AP.SF,579.0768398936137,4.081875515042418,232.35291393318377,1.5699521211701606,346.72392596042994,2.511923393872257,3.3333333333333335,493.3333333333333,5.333333333333333,736.1666666666666,1.6,patator,patator_ssh_cic_T10_P,1,bruteforce-ssh
192.168.19.139:46754-192.168.249.84:22-6,192.168.19.139,46754,192.168.249.84,22,6,2025-03-11 15:18:36.603893 UTC,2025-03-11 15:18:48.625607 UTC,12021714,TCP Normal Termination,1741706316603,1741706316603,1741706328625,1741706328625,12022,12022,12022,226.83018867924528,615.7188385499073,2240,0,12022,572.4761904761905,899.7382486588939,2286,0,12022,387.80645161290323,765.4217230729248,2240,0,54,7481,138.53703703703704,1028,52,187.53673348449817,22,32,3064,139.27272727272725,134.29756033057274,692,52,4417,138.03125,216.6775375377834,1028,52,1744,32.29629629629629,1.5108205966200838,40,32,712,32.36363636363637,1.6663911618021232,40,32,1032,32.25,1.3919410907075047,40,32,4657,86.24074074074075,187.66685762622868,976,0,35218.849451303184,1912,86.9090909090909,134.5223567397253,640,0,2745,85.78125,216.7720194084962,976,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12021.714,12021.714,0,12021.714,12021.714,0,0,0,0,0,-1,-1,0,0,0,64800,64260,155138,2872.925925925926,12092.058817213785,64800,501,75345,3424.7727272727275,13393.172806022609,64800,501,79793,2493.53125,11093.585277606315,64260,501,1,1,0,16,21,0,0,0,1,1,0,15,32,0,0,0,2,2,0,31,53,0,0,0,.AP.SF,622.2906317684816,4.491871957692555,254.87214219203685,1.8300219086895597,367.41848957644476,2.6618500490029957,3.6666666666666665,510.6666666666667,5.333333333333333,736.1666666666666,1.4545454545454546,patator,patator_ssh_cic_T10_P,1,bruteforce-ssh
192.168.19.139:60634-192.168.249.84:22-6,192.168.19.139,60634,192.168.249.84,22,6,2025-03-11 15:18:45.945460 UTC,2025-03-11 15:18:49.952201 UTC,4006741,TCP Normal Termination,1741706325945,1741706325945,1741706329952,1741706329951,4007,4006,4007,143.1071428571429,476.839321491431,1928,0,4007,308.2307692307692,690.2407778166591,2011,0,4006,286.14285714285717,643.7023332857749,1928,0,29,4949,170.6551724137931,1028,52,248.94456880059687,14,15,2008,143.42857142857142,167.77438689489875,692,52,2941,196.06666666666666,303.65429173467794,1028,52,944,32.55172413793104,2.0271639250619398,40,32,456,32.57142857142857,2.0603150145508504,40,32,488,32.53333333333333,1.9955506062794348,40,32,3425,118.10344827586206,249.1979333544108,976,0,62099.60998810936,1272,90.85714285714286,168.07092769034708,640,0,2153,143.53333333333333,303.89973492730934,976,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4006.741,4006.741,0,4006.741,4006.741,0,0,0,0,0,-1,-1,0,0,0,64800,64260,142613,4917.689655172414,16224.570925952785,64800,501,71337,5095.5,16559.049147779333,64800,501,71276,4751.733333333334,15904.253256981989,64260,501,1,1,0,8,13,0,0,0,1,1,0,7,15,0,0,0,2,2,0,15,28,0,0,0,.AP.SF,1235.168432399299,7.237802493348085,501.1554278152743,3.4941115485128686,734.0130045840248,3.7436909448352167,7,1004,7.5,1470.5,1.0714285714285714,patator,patator_ssh_cic_T10_P,1,bruteforce-ssh
192.168.19.139:60644-192.168.249.84:22-6,192.168.19.139,60644,192.168.249.84,22,6,2025-03-11 15:18:48.038015 UTC,2025-03-11 15:18:52.404749 UTC,4366734,TCP Normal Termination,1741706328038,1741706328038,1741706332404,1741706332404,4366,4366,4366,155.92857142857142,521.7964113502115,2068,0,4366,335.84615384615387,753.3061331075932,2114,0,4366,311.85714285714283,704.596729356877,2068,0,29,4949,170.6551724137931,1028,52,248.94456880059687,14,15,2008,143.42857142857142,167.77438689489875,692,52,2941,196.06666666666666,303.65429173467794,1028,52,944,32.55172413793104,2.0271639250619398,40,32,456,32.57142857142857,2.0603150145508504,40,32,488,32.53333333333333,1.9955506062794348,40,32,3425,118.10344827586206,249.1979333544108,976,0,62099.60998810936,1272,90.85714285714286,168.07092769034708,640,0,2153,143.53333333333333,303.89973492730934,976,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4366.734,4366.734,0,4366.734,4366.734,0,0,0,0,0,-1,-1,0,0,0,64800,64260,142613,4917.689655172414,16224.570925952785,64800,501,71337,5095.5,16559.049147779333,64800,501,71276,4751.733333333334,15904.253256981989,64260,501,1,1,0,8,13,0,0,0,1,1,0,7,15,0,0,0,2,2,0,15,28,0,0,0,.AP.SF,1133.3413026760961,6.641118969005211,459.84023757801594,3.20605743331286,673.5010650980802,3.43506153569235,7,1004,7.5,1470.5,1.0714285714285714,patator,patator_ssh_cic_T10_P,1,bruteforce-ssh
192.168.19.139:60694-192.168.249.84:22-6,192.168.19.139,60694,192.168.249.84,22,6,2025-03-11 15:18:48.685307 UTC,2025-03-11 15:18:53.116276 UTC,4430969,TCP Normal Termination,1741706328685,1741706328685,1741706333116,1741706333115,4431,4430,4431,142.93548387096774,497.53670219514197,2068,0,4431,316.5,729.1819046026854,2114,0,4430,276.875,665.7178339018717,2068,0,32,5105,159.53125,1028,52,239.4985626750972,15,17,2060,137.33333333333334,163.68207666761265,692,52,3045,179.11764705882354,288.9856260119566,1028,52,1040,32.50000000000001,1.9364916731037078,40,32,488,32.53333333333333,1.9955506062794348,40,32,552,32.470588235294116,1.8823529411764701,40,32,3425,107.03124999999999,239.71408547149977,976,0,57462.8427734375,1272,84.8,163.946007372346,640,0,2153,126.6470588235294,289.18566012297566,976,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4430.969,4430.969,0,4430.969,4430.969,0,0,0,0,0,-1,-1,0,0,0,64800,64260,144111,4503.46875,15498.930807850056,64800,501,71832,4788.8,16038.668017014379,64800,501,72279,4251.705882352941,15002.073534190518,64260,501,1,1,0,8,14,0,0,0,1,1,0,7,17,0,0,0,2,2,0,15,31,0,0,0,.AP.SF,1152.1181935599188,7.221896609974026,464.9095942670779,3.3852640359253248,687.2085992928409,3.8366325740487013,7.5,1030,8.5,1522.5,1.1333333333333333,patator,patator_ssh_cic_T10_P,1,bruteforce-ssh
192.168.19.139:60742-192.168.249.84:22-6,192.168.19.139,60742,192.168.249.84,22,6,2025-03-11 15:18:49.950297 UTC,2025-03-11 15:19:01.925570 UTC,11975273,TCP Normal Termination,1741706329950,1741706329950,1741706341925,1741706341925,11975,11975,11975,234.80392156862746,623.233976131139,2087,0,11975,630.2631578947369,920.6275801181703,2130,0,11975,386.2903225806452,761.9482750012071,2087,0,52,7377,141.8653846153846,1028,52,190.3250285540051,20,32,2960,148,137.84629120872273,692,52,4417,138.03125,216.6775375377834,1028,52,1680,32.3076923076923,1.538461538461538,40,32,648,32.4,1.7435595774162689,40,32,1032,32.25,1.3919410907075047,40,32,4657,89.5576923076923,190.46354521590985,976,0,36276.362056212936,1912,95.6,138.1124179789783,640,0,2745,85.78125,216.7720194084962,976,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11975.273,11975.273,0,11975.273,11975.273,0,0,0,0,0,-1,-1,0,0,0,64800,64260,154136,2964.153846153846,12313.28318928012,64800,501,74343,3717.15,14013.367062469319,64800,501,79793,2493.53125,11093.585277606315,64260,501,1,1,0,16,19,0,0,0,1,1,0,15,32,0,0,0,2,2,0,31,51,0,0,0,.AP.SF,616.0193592246289,4.342280965118707,247.1759933990649,1.6701080635071952,368.8433658255641,2.6721729016115123,3.3333333333333335,493.3333333333333,5.333333333333333,736.1666666666666,1.6,patator,patator_ssh_cic_T10_P,1,bruteforce-ssh
192.168.19.139:60378-192.168.249.84:22-6,192.168.19.139,60378,192.168.249.84,22,6,2025-03-11 15:18:53.114035 UTC,2025-03-11 15:19:06.481320 UTC,13367285,TCP Normal Termination,1741706333114,1741706333114,1741706346481,1741706346481,13367,13367,13367,247.53703703703704,681.0330582328846,2518,0,13367,668.35,1014.7194821722899,2561,0,13367,405.06060606060606,833.7979167783251,2518,0,55,7533,136.96363636363637,1028,52,186.1833860019214,21,34,3012,143.42857142857142,136.06881012353782,692,52,4521,132.97058823529412,211.18050340242343,1028,52,1776,32.29090909090909,1.4975462023253812,40,32,680,32.38095238095238,1.7036708399998393,40,32,1096,32.23529411764706,1.3516617991854176,40,32,4657,84.67272727272727,186.30962055337832,976,0,34711.27471074381,1912,91.04761904761905,136.31283214949642,640,0,2745,80.73529411764706,211.26611443216922,976,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13367.285,13367.285,0,13367.285,13367.285,0,0,0,0,0,-1,-1,0,0,0,64800,64260,155634,2829.7090909090907,11985.834716140742,64800,501,74838,3563.714285714286,13692.849914298706,64800,501,80796,2376.3529411764707,10772.560225712781,64260,501,1,1,0,16,20,0,0,0,1,1,0,15,34,0,0,0,2,2,0,31,54,0,0,0,.AP.SF,563.5400157922869,4.114522881796864,225.32623490858464,1.5709996457769846,338.21378088370227,2.5435232360198796,3.5,502,5.666666666666667,753.5,1.619047619047619,patator,patator_ssh_cic_T10_P,1,bruteforce-ssh
192.168.19.139:60406-192.168.249.84:22-6,192.168.19.139,60406,192.168.249.84,22,6,2025-03-11 15:19:02.077447 UTC,2025-03-11 15:19:14.831623 UTC,12754176,TCP Normal Termination,1741706342077,1741706342077,1741706354831,1741706354831,12754,12754,12754,250.07843137254903,669.1339689167809,2362,0,12754,671.2631578947369,988.2134780078356,2405,0,12754,411.4193548387097,818.7164531100691,2362,0,52,7377,141.8653846153846,1028,52,190.3250285540051,20,32,2960,148,137.84629120872273,692,52,4417,138.03125,216.6775375377834,1028,52,1680,32.3076923076923,1.538461538461538,40,32,648,32.4,1.7435595774162689,40,32,1032,32.25,1.3919410907075047,40,32,4657,89.5576923076923,190.46354521590985,976,0,36276.362056212936,1912,95.6,138.1124179789783,640,0,2745,85.78125,216.7720194084962,976,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12754.176,12754.176,0,12754.176,12754.176,0,0,0,0,0,-1,-1,0,0,0,64800,64260,154136,2964.153846153846,12313.28318928012,64800,501,74343,3717.15,14013.367062469319,64800,501,79793,2493.53125,11093.585277606315,64260,501,1,1,0,16,19,0,0,0,1,1,0,15,32,0,0,0,2,2,0,31,51,0,0,0,.AP.SF,578.3987926777866,4.077096003693222,232.08084944099878,1.5681138475743162,346.3179432367877,2.508982156118906,3.3333333333333335,493.3333333333333,5.333333333333333,736.1666666666666,1.6,patator,patator_ssh_cic_T10_P,1,bruteforce-ssh
