id,expiration_id,src_ip,src_port,dst_ip,dst_port,protocol,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,label,category,subcategory,scenario
192.168.19.139:42120-192.168.249.84:22-6,0,192.168.19.139,42120,192.168.249.84,22,6,1741706303226,1741706315592,12365,57,7637,1741706303226,1741706315591,12365,23,3116,1741706303226,1741706315592,12366,34,4521,52,133.98245614035088,183.55480956179161,1028,52,135.47826086956522,132.54592955067952,692,52,132.97058823529412,211.18050340242343,1028,0,220.82142857142858,616.5102277897648,2512,0,562.0454545454545,909.5803466570687,2563,0,374.72727272727275,766.5170844614947,2512,2,0,0,0,56,31,0,2,1,0,0,0,22,16,0,1,1,0,0,0,34,15,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:42142-192.168.249.84:22-6,0,192.168.19.139,42142,192.168.249.84,22,6,1741706303243,1741706315617,12373,57,7637,1741706303243,1741706315617,12374,23,3116,1741706303244,1741706315617,12373,34,4521,52,133.98245614035088,183.55480956179161,1028,52,135.47826086956522,132.54592955067952,692,52,132.97058823529412,211.18050340242343,1028,0,220.96428571428572,617.5716836439118,2519,0,562.4545454545455,909.2210315965646,2563,0,374.93939393939394,767.9589216994711,2519,2,0,0,0,56,31,0,2,1,0,0,0,22,16,0,1,1,0,0,0,34,15,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:42812-192.168.249.84:22-6,0,192.168.19.139,42812,192.168.249.84,22,6,1741706391941,1741706404940,12998,52,7377,1741706391941,1741706404940,12999,20,2960,1741706391941,1741706404940,12999,32,4417,52,141.8653846153846,190.3250285540051,1028,52,148,137.84629120872273,692,52,138.03125,216.6775375377834,1028,0,254.88235294117646,688.2198305619925,2598,0,684.1578947368421,1018.7237249131048,2641,0,419.3225806451613,842.8189407633582,2598,2,0,0,0,51,31,0,2,1,0,0,0,19,16,0,1,1,0,0,0,32,15,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:53412-192.168.249.84:22-6,0,192.168.19.139,53412,192.168.249.84,22,6,1741706405955,1741706418441,12485,52,7377,1741706405955,1741706418441,12486,20,2960,1741706405955,1741706418441,12486,32,4417,52,141.8653846153846,190.3250285540051,1028,52,148,137.84629120872273,692,52,138.03125,216.6775375377834,1028,0,244.8235294117647,658.633901281247,2536,0,657.1578947368421,975.8126579883584,2580,0,402.7741935483871,806.3194240048886,2536,2,0,0,0,51,31,0,2,1,0,0,0,19,16,0,1,1,0,0,0,32,15,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:58092-192.168.249.84:22-6,0,192.168.19.139,58092,192.168.249.84,22,6,1741706417106,1741706421920,4813,29,4949,1741706417106,1741706421920,4814,14,2008,1741706417107,1741706421919,4812,15,2941,52,170.6551724137931,248.94456880059687,1028,52,143.42857142857142,167.77438689489875,692,52,196.06666666666666,303.65429173467794,1028,0,171.92857142857142,583.4971494955118,2560,0,370.3076923076923,841.326917582292,2643,0,343.7142857142857,788.9885413409672,2560,2,0,0,0,28,15,0,2,1,0,0,0,13,8,0,1,1,0,0,0,15,7,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:58112-192.168.249.84:22-6,0,192.168.19.139,58112,192.168.249.84,22,6,1741706417806,1741706422613,4806,29,4949,1741706417806,1741706422613,4807,14,2008,1741706417806,1741706422612,4806,15,2941,52,170.6551724137931,248.94456880059687,1028,52,143.42857142857142,167.77438689489875,692,52,196.06666666666666,303.65429173467794,1028,0,171.67857142857142,583.0638934340991,2553,0,369.7692307692308,841.2481709977744,2641,0,343.2857142857143,788.3936134925997,2553,2,0,0,0,28,15,0,2,1,0,0,0,13,8,0,1,1,0,0,0,15,7,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:58130-192.168.249.84:22-6,0,192.168.19.139,58130,192.168.249.84,22,6,1741706418559,1741706423455,4896,29,4949,1741706418559,1741706423455,4896,14,2008,1741706418559,1741706423455,4896,15,2941,52,170.6551724137931,248.94456880059687,1028,52,143.42857142857142,167.77438689489875,692,52,196.06666666666666,303.65429173467794,1028,0,174.85714285714286,589.7097781527618,2426,0,376.61538461538464,848.6559997532332,2472,0,349.7142857142857,796.8515212627606,2426,2,0,0,0,28,15,0,2,1,0,0,0,13,8,0,1,1,0,0,0,15,7,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:58190-192.168.249.84:22-6,0,192.168.19.139,58190,192.168.249.84,22,6,1741706420978,1741706434140,13161,52,7377,1741706420978,1741706434140,13162,20,2960,1741706420978,1741706434140,13162,32,4417,52,141.8653846153846,190.3250285540051,1028,52,148,137.84629120872273,692,52,138.03125,216.6775375377834,1028,0,258.078431372549,685.736382296712,2380,0,692.7368421052631,1010.5880956992197,2427,0,424.5806451612903,838.4444419316261,2380,2,0,0,0,51,31,0,2,1,0,0,0,19,16,0,1,1,0,0,0,32,15,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:54956-192.168.249.84:22-6,0,192.168.19.139,54956,192.168.249.84,22,6,1741706431288,1741706444636,13348,52,7393,1741706431288,1741706444636,13348,20,2976,1741706431288,1741706444636,13348,32,4417,52,142.17307692307693,190.3476294687662,1028,52,148.8,137.8903912533429,692,52,138.03125,216.6775375377834,1028,0,261.72549019607845,696.637810034639,2384,0,702.5263157894736,1026.322221302383,2425,0,430.5806451612903,851.9388049427763,2384,2,0,0,0,51,31,0,2,1,0,0,0,19,16,0,1,1,0,0,0,32,15,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:54958-192.168.249.84:22-6,0,192.168.19.139,54958,192.168.249.84,22,6,1741706431944,1741706444821,12876,52,7377,1741706431944,1741706444821,12877,20,2960,1741706431944,1741706444821,12877,32,4417,52,141.8653846153846,190.3250285540051,1028,52,148,137.84629120872273,692,52,138.03125,216.6775375377834,1028,0,252.4901960784314,673.2959717614219,2380,0,677.7368421052631,994.6471917273382,2425,0,415.38709677419354,823.5299190530009,2380,2,0,0,0,51,31,0,2,1,0,0,0,19,16,0,1,1,0,0,0,32,15,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:35162-192.168.249.84:22-6,0,192.168.19.139,35162,192.168.249.84,22,6,1741706399850,1741706413399,13549,52,7377,1741706399850,1741706413399,13549,20,2960,1741706399850,1741706413399,13549,32,4417,52,141.8653846153846,190.3250285540051,1028,52,148,137.84629120872273,692,52,138.03125,216.6775375377834,1028,0,265.66666666666674,708.054713369089,2559,0,713.1052631578947,1043.003955926133,2603,0,437.06451612903226,866.0285302416473,2559,2,0,0,0,51,31,0,2,1,0,0,0,19,16,0,1,1,0,0,0,32,15,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:52688-192.168.249.84:22-6,0,192.168.19.139,52688,192.168.249.84,22,6,1741706435044,1741706448053,13009,52,7377,1741706435044,1741706448053,13009,20,2960,1741706435044,1741706448053,13009,32,4417,52,141.8653846153846,190.3250285540051,1028,52,148,137.84629120872273,692,52,138.03125,216.6775375377834,1028,0,255.07843137254903,677.9717688360745,2362,0,684.6842105263158,999.8248295330002,2405,0,419.64516129032256,828.9778217348157,2362,2,0,0,0,51,31,0,2,1,0,0,0,19,16,0,1,1,0,0,0,32,15,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:53382-192.168.249.84:22-6,0,192.168.19.139,53382,192.168.249.84,22,6,1741706404171,1741706416979,12808,52,7377,1741706404171,1741706416979,12808,20,2960,1741706404171,1741706416979,12808,32,4417,52,141.8653846153846,190.3250285540051,1028,52,148,137.84629120872273,692,52,138.03125,216.6775375377834,1028,0,251.13725490196074,674.2176008663336,2538,0,674.1052631578947,996.1078410618657,2581,0,413.16129032258067,825.2066445706168,2538,2,0,0,0,51,31,0,2,1,0,0,0,19,16,0,1,1,0,0,0,32,15,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:34086-192.168.249.84:22-6,0,192.168.19.139,34086,192.168.249.84,22,6,1741706460056,1741706463870,3813,29,4949,1741706460056,1741706463870,3814,14,2008,1741706460056,1741706463870,3814,15,2941,52,170.6551724137931,248.94456880059687,1028,52,143.42857142857142,167.77438689489875,692,52,196.06666666666666,303.65429173467794,1028,0,136.2142857142857,453.90915997609494,1990,0,293.38461538461536,659.6598818810444,2077,0,272.4285714285714,612.7961341594906,1990,2,0,0,0,28,15,0,2,1,0,0,0,13,8,0,1,1,0,0,0,15,7,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:34092-192.168.249.84:22-6,0,192.168.19.139,34092,192.168.249.84,22,6,1741706460146,1741706463989,3843,29,4949,1741706460146,1741706463989,3843,14,2008,1741706460146,1741706463989,3843,15,2941,52,170.6551724137931,248.94456880059687,1028,52,143.42857142857142,167.77438689489875,692,52,196.06666666666666,303.65429173467794,1028,0,137.25000000000003,452.78468747770796,1985,0,295.61538461538464,659.7205164032066,2081,0,274.50000000000006,610.769859626825,1985,2,0,0,0,28,15,0,2,1,0,0,0,13,8,0,1,1,0,0,0,15,7,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:34114-192.168.249.84:22-6,0,192.168.19.139,34114,192.168.249.84,22,6,1741706460933,1741706464826,3892,29,4949,1741706460933,1741706464826,3893,14,2008,1741706460933,1741706464826,3893,15,2941,52,170.6551724137931,248.94456880059687,1028,52,143.42857142857142,167.77438689489875,692,52,196.06666666666666,303.65429173467794,1028,0,139.03571428571428,462.1662874939261,1989,1,299.46153846153845,670.0963897810769,2039,0,278.07142857142856,623.7741652101931,1989,2,0,0,0,28,15,0,2,1,0,0,0,13,8,0,1,1,0,0,0,15,7,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:34136-192.168.249.84:22-6,0,192.168.19.139,34136,192.168.249.84,22,6,1741706461759,1741706465686,3926,29,4949,1741706461759,1741706465686,3927,14,2008,1741706461759,1741706465686,3927,15,2941,52,170.6551724137931,248.94456880059687,1028,52,143.42857142857142,167.77438689489875,692,52,196.06666666666666,303.65429173467794,1028,0,140.25000000000003,462.3477065864113,1992,1,302.0769230769231,669.0326497193784,2038,0,280.5,623.6458186686231,1992,2,0,0,0,28,15,0,2,1,0,0,0,13,8,0,1,1,0,0,0,15,7,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:34138-192.168.249.84:22-6,0,192.168.19.139,34138,192.168.249.84,22,6,1741706461800,1741706465724,3924,32,5105,1741706461800,1741706465724,3924,16,2112,1741706461800,1741706465724,3924,16,2993,52,159.53125,239.49856267509728,1028,52,132,159.82490419205635,692,52,187.0625,296.0729362737331,1028,0,126.58064516129033,441.1525063047228,1992,0,261.6,630.5670252505544,2037,0,261.59999999999997,606.1860880400782,1992,2,0,0,0,31,15,0,2,1,0,0,0,15,8,0,1,1,0,0,0,16,7,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:38930-192.168.249.84:22-6,0,192.168.19.139,38930,192.168.249.84,22,6,1741706463868,1741706475421,11552,52,7409,1741706463868,1741706475421,11553,20,2992,1741706463868,1741706475421,11553,32,4417,52,142.48076923076923,190.36973038159755,1028,52,149.6,137.92983723618326,692,52,138.03125,216.6775375377834,1028,0,226.52941176470588,606.2645301413376,2204,0,608.0526315789474,898.609596964239,2250,0,372.6774193548387,741.8302295607227,2204,2,0,0,0,51,31,0,2,1,0,0,0,19,16,0,1,1,0,0,0,32,15,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:38952-192.168.249.84:22-6,0,192.168.19.139,38952,192.168.249.84,22,6,1741706463987,1741706476453,12465,55,7549,1741706463987,1741706476453,12466,21,3028,1741706463987,1741706476453,12466,34,4521,52,137.25454545454545,186.21290045944892,1028,52,144.1904761904762,136.13705245874178,692,52,132.97058823529412,211.18050340242343,1028,0,230.85185185185185,637.234894984149,2616,0,623.3,952.7123962665754,2663,0,377.75757575757575,780.426885139581,2616,2,0,0,0,54,31,0,2,1,0,0,0,20,16,0,1,1,0,0,0,34,15,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:38964-192.168.249.84:22-6,0,192.168.19.139,38964,192.168.249.84,22,6,1741706464824,1741706476581,11757,55,7533,1741706464824,1741706476581,11757,21,3012,1741706464824,1741706476581,11757,34,4521,52,136.96363636363637,186.1833860019214,1028,52,143.42857142857142,136.06881012353782,692,52,132.97058823529412,211.18050340242343,1028,0,217.72222222222223,604.7649808799823,2620,0,587.8499999999999,905.8102602090573,2664,0,356.27272727272725,741.1144054621197,2620,2,0,0,0,54,31,0,2,1,0,0,0,20,16,0,1,1,0,0,0,34,15,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:51228-192.168.249.84:22-6,0,192.168.19.139,51228,192.168.249.84,22,6,1741706476641,1741706488224,11582,52,7377,1741706476641,1741706488224,11583,20,2960,1741706476641,1741706488224,11583,32,4417,52,141.8653846153846,190.3250285540051,1028,52,148,137.84629120872273,692,52,138.03125,216.6775375377834,1028,0,227.11764705882354,613.9778895890857,2600,0,609.6315789473684,911.4298893569909,2643,0,373.6451612903225,751.9959483584698,2600,2,0,0,0,51,31,0,2,1,0,0,0,19,16,0,1,1,0,0,0,32,15,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:51236-192.168.249.84:22-6,0,192.168.19.139,51236,192.168.249.84,22,6,1741706476768,1741706488361,11593,52,7377,1741706476768,1741706488361,11593,20,2960,1741706476768,1741706488361,11593,32,4417,52,141.8653846153846,190.3250285540051,1028,52,148,137.84629120872273,692,52,138.03125,216.6775375377834,1028,0,227.31372549019608,614.0318536220997,2598,0,610.1578947368421,911.5193368135651,2641,0,373.96774193548384,752.0067554548564,2598,2,0,0,0,51,31,0,2,1,0,0,0,19,16,0,1,1,0,0,0,32,15,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:51242-192.168.249.84:22-6,0,192.168.19.139,51242,192.168.249.84,22,6,1741706478245,1741706490183,11937,55,7533,1741706478245,1741706490183,11938,21,3012,1741706478245,1741706490183,11938,34,4521,52,136.96363636363637,186.1833860019214,1028,52,143.42857142857142,136.06881012353782,692,52,132.97058823529412,211.18050340242343,1028,0,221.07407407407408,614.490449910778,2594,0,596.9,920.5760098981506,2643,0,361.75757575757575,753.0512490227535,2594,2,0,0,0,54,31,0,2,1,0,0,0,20,16,0,1,1,0,0,0,34,15,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:51256-192.168.249.84:22-6,0,192.168.19.139,51256,192.168.249.84,22,6,1741706478299,1741706490237,11937,55,7533,1741706478299,1741706490237,11938,21,3012,1741706478299,1741706490237,11938,34,4521,52,136.96363636363637,186.1833860019214,1028,52,143.42857142857142,136.06881012353782,692,52,132.97058823529412,211.18050340242343,1028,0,221.07407407407408,614.851498236283,2598,0,596.9,920.7806416296991,2643,0,361.75757575757575,753.526136374966,2598,2,0,0,0,54,31,0,2,1,0,0,0,20,16,0,1,1,0,0,0,34,15,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:53496-192.168.249.84:22-6,0,192.168.19.139,53496,192.168.249.84,22,6,1741706486041,1741706498733,12691,52,7409,1741706486041,1741706498732,12691,20,2992,1741706486041,1741706498733,12692,32,4417,52,142.48076923076923,190.36973038159755,1028,52,149.6,137.9298372361832,692,52,138.03125,216.6775375377834,1028,0,248.86274509803923,683.4193447429878,2895,0,667.9473684210526,1015.2830807572942,2938,0,409.4193548387097,838.2904945028172,2895,2,0,0,0,51,31,0,2,1,0,0,0,19,16,0,1,1,0,0,0,32,15,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:53536-192.168.249.84:22-6,0,192.168.19.139,53536,192.168.249.84,22,6,1741706488468,1741706500279,11811,52,7377,1741706488468,1741706500279,11811,20,2960,1741706488468,1741706500279,11811,32,4417,52,141.8653846153846,190.3250285540051,1028,52,148,137.84629120872273,692,52,138.03125,216.6775375377834,1028,0,231.58823529411765,625.0829333673107,2580,0,621.6315789473684,927.2648069244648,2622,0,380.99999999999994,765.477839379198,2580,2,0,0,0,51,31,0,2,1,0,0,0,19,16,0,1,1,0,0,0,32,15,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:53550-192.168.249.84:22-6,0,192.168.19.139,53550,192.168.249.84,22,6,1741706490314,1741706502129,11815,55,7533,1741706490314,1741706502129,11815,21,3012,1741706490314,1741706502129,11815,34,4521,52,136.96363636363637,186.18338600192135,1028,52,143.42857142857142,136.06881012353773,692,52,132.97058823529412,211.18050340242343,1028,0,218.7962962962963,608.1255163944251,2576,0,590.75,911.7479298029693,2623,0,358.030303030303,745.2425061824642,2576,2,0,0,0,54,31,0,2,1,0,0,0,20,16,0,1,1,0,0,0,34,15,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:48858-192.168.249.84:22-6,0,192.168.19.139,48858,192.168.249.84,22,6,1741706500406,1741706504656,4250,29,4949,1741706500406,1741706504656,4250,14,2008,1741706500406,1741706504656,4250,15,2941,52,170.6551724137931,248.94456880059687,1028,52,143.42857142857142,167.77438689489875,692,52,196.06666666666666,303.65429173467794,1028,0,151.78571428571428,507.96184876023744,2012,0,326.9230769230769,733.2428983147358,2058,0,303.57142857142856,685.9357231742129,2012,2,0,0,0,28,15,0,2,1,0,0,0,13,8,0,1,1,0,0,0,15,7,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:42870-192.168.249.84:22-6,0,192.168.19.139,42870,192.168.249.84,22,6,1741706502309,1741706506488,4178,32,5105,1741706502309,1741706506488,4179,15,2060,1741706502310,1741706506488,4178,17,3045,52,159.53125,239.4985626750972,1028,52,137.33333333333334,163.68207666761265,692,52,179.11764705882354,288.9856260119566,1028,0,134.80645161290323,470.2421078108348,1952,1,298.5,690.7903082701725,1997,0,261.125,629.303471605711,1952,2,0,0,0,31,15,0,2,1,0,0,0,14,8,0,1,1,0,0,0,17,7,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:42890-192.168.249.84:22-6,0,192.168.19.139,42890,192.168.249.84,22,6,1741706504467,1741706515773,11305,52,7377,1741706504467,1741706515773,11306,20,2960,1741706504468,1741706515773,11305,32,4417,52,141.8653846153846,190.3250285540051,1028,52,148,137.84629120872273,692,52,138.03125,216.6775375377834,1028,0,221.68627450980392,610.917647612632,2855,0,595.0526315789474,911.4090579504505,2898,0,364.6774193548387,749.6297747338574,2855,2,0,0,0,51,31,0,2,1,0,0,0,19,16,0,1,1,0,0,0,32,15,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:42906-192.168.249.84:22-6,0,192.168.19.139,42906,192.168.249.84,22,6,1741706504562,1741706516040,11478,52,7377,1741706504562,1741706516040,11478,20,2960,1741706504562,1741706516040,11478,32,4417,52,141.8653846153846,190.3250285540051,1028,52,148,137.84629120872273,692,52,138.03125,216.6775375377834,1028,0,225.05882352941177,617.742931868205,2855,0,604.1052631578947,920.4561737894076,2899,0,370.25806451612897,757.734780723991,2855,2,0,0,0,51,31,0,2,1,0,0,0,19,16,0,1,1,0,0,0,32,15,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:42908-192.168.249.84:22-6,0,192.168.19.139,42908,192.168.249.84,22,6,1741706504654,1741706516109,11454,52,7377,1741706504654,1741706516109,11455,20,2960,1741706504654,1741706516109,11455,32,4417,52,141.8653846153846,190.3250285540051,1028,52,148,137.84629120872273,692,52,138.03125,216.6775375377834,1028,0,224.60784313725486,616.9562249202913,2852,0,602.8947368421053,920.5186692830381,2897,0,369.51612903225805,756.8132624736323,2852,2,0,0,0,51,31,0,2,1,0,0,0,19,16,0,1,1,0,0,0,32,15,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:42886-192.168.249.84:22-6,0,192.168.19.139,42886,192.168.249.84,22,6,1741706503903,1741706516336,12432,52,7377,1741706503903,1741706516336,12433,20,2960,1741706503903,1741706516336,12433,32,4417,52,141.8653846153846,190.3250285540051,1028,52,148,137.84629120872273,692,52,138.03125,216.6775375377834,1028,0,243.7843137254902,660.0028019466815,2853,0,654.3684210526316,978.8095460424477,2900,0,401.06451612903226,808.4709157688487,2853,2,0,0,0,51,31,0,2,1,0,0,0,19,16,0,1,1,0,0,0,32,15,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:59666-192.168.249.84:22-6,0,192.168.19.139,59666,192.168.249.84,22,6,1741706516173,1741706527226,11053,52,7393,1741706516173,1741706527226,11053,20,2976,1741706516173,1741706527226,11053,32,4417,52,142.17307692307693,190.3476294687662,1028,52,148.8,137.89039125334295,692,52,138.03125,216.6775375377834,1028,0,216.7254901960784,592.3090435539035,2692,0,581.7368421052631,883.9781398883989,2740,0,356.5483870967742,726.2282960483359,2692,2,0,0,0,51,31,0,2,1,0,0,0,19,16,0,1,1,0,0,0,32,15,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:59676-192.168.249.84:22-6,0,192.168.19.139,59676,192.168.249.84,22,6,1741706516241,1741706527291,11050,52,7377,1741706516241,1741706527291,11050,20,2960,1741706516241,1741706527291,11050,32,4417,52,141.8653846153846,190.3250285540051,1028,52,148,137.84629120872273,692,52,138.03125,216.6775375377834,1028,0,216.66666666666663,592.8631646730497,2698,0,581.578947368421,884.2692085790375,2743,0,356.4516129032258,726.9807131802797,2698,2,0,0,0,51,31,0,2,1,0,0,0,19,16,0,1,1,0,0,0,32,15,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:59702-192.168.249.84:22-6,0,192.168.19.139,59702,192.168.249.84,22,6,1741706518115,1741706529345,11230,52,7377,1741706518115,1741706529345,11230,20,2960,1741706518115,1741706529345,11230,32,4417,52,141.8653846153846,190.3250285540051,1028,52,148,137.84629120872273,692,52,138.03125,216.6775375377834,1028,0,220.1960784313726,602.8611526681632,2696,0,591.0526315789474,899.8268531506321,2748,0,362.258064516129,739.2836536130633,2696,2,0,0,0,51,31,0,2,1,0,0,0,19,16,0,1,1,0,0,0,32,15,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:59730-192.168.249.84:22-6,0,192.168.19.139,59730,192.168.249.84,22,6,1741706518430,1741706529465,11034,52,7377,1741706518430,1741706529465,11035,20,2960,1741706518430,1741706529465,11035,32,4417,52,141.8653846153846,190.3250285540051,1028,52,148,137.84629120872273,692,52,138.03125,216.6775375377834,1028,0,216.37254901960785,587.7842394855618,2503,0,580.7894736842105,875.22457743246,2546,0,355.96774193548384,720.259383558853,2503,2,0,0,0,51,31,0,2,1,0,0,0,19,16,0,1,1,0,0,0,32,15,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:53920-192.168.249.84:22-6,0,192.168.19.139,53920,192.168.249.84,22,6,1741706527477,1741706539449,11971,55,7533,1741706527477,1741706539449,11972,21,3012,1741706527478,1741706539449,11971,34,4521,52,136.96363636363637,186.1833860019214,1028,52,143.42857142857142,136.06881012353782,692,52,132.97058823529412,211.18050340242343,1028,0,221.7037037037037,616.5252879866512,2481,0,598.6,924.171055595229,2526,0,362.7575757575757,755.6056382958153,2481,2,0,0,0,54,31,0,2,1,0,0,0,20,16,0,1,1,0,0,0,34,15,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:53956-192.168.249.84:22-6,0,192.168.19.139,53956,192.168.249.84,22,6,1741706527719,1741706539657,11937,53,7445,1741706527719,1741706539657,11938,21,3028,1741706527719,1741706539657,11938,32,4417,52,140.47169811320754,188.9420999235785,1028,52,144.1904761904762,136.13705245874166,692,52,138.03125,216.6775375377834,1028,0,229.57692307692307,627.1623623099722,2480,0,596.9,925.4908913652258,2526,0,385.0967741935484,774.5774854443785,2480,2,0,0,0,52,31,0,2,1,0,0,0,20,16,0,1,1,0,0,0,32,15,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:44464-192.168.249.84:22-6,0,192.168.19.139,44464,192.168.249.84,22,6,1741706539623,1741706543928,4304,29,4949,1741706539623,1741706543928,4305,14,2008,1741706539623,1741706543927,4304,15,2941,52,170.6551724137931,248.94456880059687,1028,52,143.42857142857142,167.77438689489875,692,52,196.06666666666666,303.65429173467794,1028,0,153.75,520.1921777436818,2308,0,331.15384615384613,752.2674285276936,2391,0,307.42857142857144,703.2079264023564,2308,2,0,0,0,28,15,0,2,1,0,0,0,13,8,0,1,1,0,0,0,15,7,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:44448-192.168.249.84:22-6,0,192.168.19.139,44448,192.168.249.84,22,6,1741706539591,1741706543932,4341,32,5105,1741706539591,1741706543932,4341,15,2060,1741706539591,1741706543932,4341,17,3045,52,159.53125,239.4985626750972,1028,52,137.33333333333334,163.68207666761265,692,52,179.11764705882354,288.9856260119566,1028,0,140.03225806451613,495.0207870429064,2305,0,310.07142857142856,728.196643799473,2390,0,271.3125,663.1291087290242,2305,2,0,0,0,31,15,0,2,1,0,0,0,14,8,0,1,1,0,0,0,17,7,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
192.168.19.139:44486-192.168.249.84:22-6,0,192.168.19.139,44486,192.168.249.84,22,6,1741706539763,1741706544063,4299,29,4949,1741706539763,1741706544063,4300,14,2008,1741706539763,1741706544059,4296,15,2941,52,170.6551724137931,248.94456880059687,1028,52,143.42857142857142,167.77438689489875,692,52,196.06666666666666,303.65429173467794,1028,0,153.57142857142858,519.8934251069038,2308,0,330.7692307692308,751.715899059883,2391,0,306.85714285714283,702.9406454462625,2308,2,0,0,0,28,15,0,2,1,0,0,0,13,8,0,1,1,0,0,0,15,7,0,1,1,bruteforce-ssh,patator,patator_ssh_cic_T10_P
