Interval,CPU_Usage (%),Memory_Usage (MB),CPU_Num,Num_Threads,Open_Files,Context_Switches
1,0.0,3.9609375,5,1,0,0
2,110.9,67.5,5,23,2,4
3,85.9,81.45703125,5,23,2,4
4,81.9,82.9609375,5,23,2,4
5,84.9,90.20703125,5,23,2,4
6,78.9,90.91796875,5,23,2,4
7,76.9,92.07421875,5,23,2,4
8,72.9,92.32421875,5,23,2,4
9,74.9,93.046875,5,23,2,4
10,73.9,93.8046875,5,23,2,4
11,75.9,95.265625,5,24,2,4
12,71.9,95.6015625,5,24,2,4
13,73.9,96.10546875,5,24,2,4
14,71.9,96.53125,5,24,2,4
15,157.9,81.50390625,5,27,2,4
16,58.0,89.0234375,5,27,2,4
17,58.0,96.4296875,5,27,2,4
18,180.8,91.30859375,5,28,2,4
19,176.9,93.41015625,5,28,2,4
20,207.8,96.73046875,5,29,2,4
21,127.9,98.42578125,5,32,2,4
22,103.9,102.7578125,5,36,2,4
23,119.9,103.37890625,5,36,2,4
24,289.8,99.8671875,5,37,2,4
25,221.8,103.49609375,5,37,2,4
26,219.8,107.5859375,5,37,2,4
27,176.8,110.85546875,5,37,2,4
28,149.9,110.00390625,5,37,2,4
29,155.9,110.62109375,5,37,2,4
