Interval,CPU_Usage (%),Memory_Usage (MB),CPU_Num,Num_Threads,Open_Files,Context_Switches
1,0.0,3.98828125,22,1,0,0
2,104.9,60.78515625,22,24,2,3
3,72.9,76.8984375,22,24,2,3
