  Time           eno3       
HH:MM:SS   KB/s in  KB/s out
17:07:01    122.10      0.00
17:07:02    120.89      0.00
17:07:03    123.18      0.00
17:07:04    122.14      0.00
17:07:05    122.07      0.00
17:07:06    121.97      0.00
17:07:07    122.09      0.00
17:07:08    122.17      0.00
17:07:09    122.07      0.00
17:07:10    121.97      0.00
17:07:11    121.38      0.00
17:07:12    122.81      0.00
17:07:13    122.10      0.00
17:07:14    120.91      0.00
17:07:15    123.09      0.00
17:07:16    121.13      0.00
17:07:17    122.96      0.00
17:07:18    120.98      0.00
17:07:19    122.75      0.00
17:07:20    121.74      0.00
17:07:21    122.78      0.00
17:07:22    121.79      0.00
17:07:23    122.73      0.00
17:07:24    122.15      0.00
17:07:25    121.92      0.00
17:07:26    122.25      0.00
17:07:27    122.09      0.00
17:07:28    121.21      0.00
17:07:29    122.17      0.00
17:07:30    121.43      0.00
17:07:31    122.11      0.00
17:07:32    122.83      0.00
17:07:33    122.30      0.00
17:07:34    121.72      0.00
17:07:35    121.95      0.00
17:07:36    122.33      0.00
17:07:37    122.46      0.00
17:07:38    122.13      0.00
17:07:39    121.22      0.00
17:07:40    122.28      0.00
17:07:41    121.75      0.00
17:07:42    122.79      0.00
17:07:43    121.96      0.00
17:07:44    122.44      0.00
17:07:45    121.51      0.00
17:07:46    122.47      0.00
17:07:47    121.47      0.00
17:07:48    122.18      0.00
17:07:49    122.21      0.00
17:07:50    121.26      0.00
17:07:51    122.69      0.00
17:07:52    122.43      0.00
17:07:53    122.33      0.00
17:07:54    121.15      0.00
17:07:55    123.04      0.00
17:07:56    121.49      0.00
17:07:57    121.64      0.00
17:07:58    123.47      0.00
17:07:59    122.07      0.00
17:08:00    121.31      0.00
17:08:01    121.79      0.00
17:08:02    123.05      0.00
17:08:03    121.16      0.00
17:08:04    122.41      0.00
17:08:05    122.13      0.00
17:08:06    121.51      0.00
17:08:07    122.18      0.00
17:08:08    123.09      0.00
17:08:09    121.85      0.00
17:08:10    122.21      0.00
17:08:11    120.75      0.00
17:08:12    123.41      0.00
17:08:13    121.54      0.00
17:08:14    122.31      0.00
17:08:15    121.60      0.00
17:08:16    122.72      0.00
17:08:17    121.84      0.00
17:08:18    122.40      0.00
17:08:19    122.10      0.00
17:08:20    122.08      0.00
17:08:21    121.36      0.00
17:08:22    122.56      0.00
17:08:23    121.47      0.00
17:08:24    121.95      0.00
17:08:25    123.05      0.00
17:08:26    121.28      0.00
