  Time           eno3       
HH:MM:SS   KB/s in  KB/s out
17:27:04  193562.1      0.00
17:27:05  187862.0      0.00
17:27:06  177408.9      0.00
17:27:07  184457.8      0.00
17:27:08  198505.4      0.00
17:27:09  200402.4      0.00
17:27:10  201137.0      0.00
17:27:11  185378.7      0.00
17:27:12  185850.4      0.00
17:27:13  185652.3      0.00
17:27:14  178139.9      0.00
17:27:15  178106.9      0.00
17:27:16  177071.9      0.00
17:27:17  187942.2      0.00
17:27:18  196906.6      0.00
17:27:19  144541.9      0.00
17:27:20  157412.3      0.00
17:27:21  148164.2      0.00
17:27:22  139872.0      0.00
17:27:23  158554.8      0.00
17:27:24  147360.4      0.00
17:27:25  131114.5      0.00
17:27:26  132868.9      0.00
17:27:27  150854.8      0.00
17:27:28  142830.7      0.00
17:27:29  144731.0      0.00
17:27:30  162936.5      0.00
17:27:31  161910.5      0.00
17:27:32  177879.4      0.00
17:27:33  136902.7      0.00
17:27:34  154241.3      0.00
17:27:35  159373.8      0.00
17:27:36  201691.0      0.00
17:27:37  233451.0      0.00
17:27:38  208343.7      0.00
17:27:39  207572.9      0.00
17:27:40  278818.2      0.00
17:27:41  281321.5      0.00
17:27:42  270612.3      0.00
17:27:43  275765.7      0.00
17:27:44  274665.1      0.00
17:27:45  285056.8      0.00
17:27:46  225580.1      0.00
17:27:47  206882.1      0.00
17:27:48  192085.7      0.00
17:27:49  236656.0      0.00
17:27:50  214490.6      0.00
17:27:51  191802.8      0.00
17:27:52  178514.9      0.00
17:27:53  171879.2      0.00
17:27:54  191589.9      0.00
17:27:55  148996.7      0.00
17:27:56  174013.7      0.00
17:27:57  189292.9      0.00
17:27:58  150151.6      0.00
17:27:59  157050.0      0.00
17:28:00  169534.0      0.00
17:28:01  163408.1      0.00
17:28:02  201169.4      0.00
17:28:03  154891.7      0.00
17:28:04  148679.9      0.00
17:28:05  137611.7      0.00
17:28:06  160192.2      0.00
17:28:07  136198.0      0.00
17:28:08  137302.9      0.00
17:28:09  162086.7      0.00
17:28:10  193777.9      0.00
17:28:11  216709.7      0.00
17:28:12  207043.3      0.00
17:28:13  232437.7      0.00
17:28:14  216096.9      0.00
17:28:15  240272.3      0.00
17:28:16  217396.5      0.00
17:28:17  212957.1      0.00
17:28:18  197854.4      0.00
17:28:19  196763.4      0.00
17:28:20  192851.2      0.00
17:28:21  196050.1      0.00
17:28:22  194907.8      0.00
17:28:23  192368.2      0.00
17:28:24  189182.9      0.00
17:28:25  194327.9      0.00
17:28:26  190323.5      0.00
17:28:27  176950.0      0.00
17:28:28  153663.2      0.00
17:28:29  148506.2      0.00
17:28:30  130795.3      0.00
17:28:31  147722.9      0.00
17:28:32  157899.1      0.00
17:28:33  155704.4      0.00
17:28:34  155936.9      0.00
17:28:35  160900.6      0.00
17:28:36  165252.7      0.00
17:28:37  177503.8      0.00
17:28:38  201606.4      0.00
17:28:39  254288.6      0.00
17:28:40  167451.8      0.00
17:28:41  143521.0      0.00
17:28:42  145409.6      0.00
17:28:43  137641.8      0.00
17:28:44  140217.9      0.00
17:28:45  148267.2      0.00
17:28:46  134253.1      0.00
17:28:47  133340.4      0.00
17:28:48  144612.7      0.00
17:28:49  152088.4      0.00
17:28:50  162360.0      0.00
17:28:51  161613.8      0.00
17:28:52  202968.4      0.00
17:28:53  217122.7      0.00
17:28:54  204209.2      0.00
17:28:55  203864.3      0.00
17:28:56  195780.6      0.00
17:28:57  204578.7      0.00
17:28:58  220190.3      0.00
17:28:59  193786.2      0.00
17:29:00  150741.5      0.00
17:29:01  197555.9      0.00
17:29:02  168422.9      0.00
17:29:03  152273.4      0.00
17:29:04  149528.4      0.00
17:29:05  167682.6      0.00
17:29:06  231321.3      0.00
17:29:07  233685.8      0.00
17:29:08  147718.7      0.00
17:29:09  148198.6      0.00
17:29:10  165999.9      0.00
17:29:11  151920.6      0.00
17:29:12  175634.3      0.00
17:29:13  182874.4      0.00
17:29:14  178576.2      0.00
17:29:15  108981.1      0.00
17:29:16  127997.1      0.00
17:29:17  121296.4      0.00
17:29:18  146511.8      0.00
17:29:19  136701.4      0.00
17:29:20  183511.9      0.00
17:29:21  219732.4      0.00
17:29:22  206558.3      0.00
17:29:23  214943.9      0.00
17:29:24  204972.4      0.00
17:29:25  203842.0      0.00
17:29:26  206208.0      0.00
17:29:27  206392.6      0.00
17:29:28  193501.5      0.00
17:29:29  186510.5      0.00
17:29:30  207898.5      0.00
17:29:31  149576.6      0.00
17:29:32  161968.1      0.00
17:29:33  195120.5      0.00
17:29:34  147301.3      0.00
17:29:35  141195.1      0.00
17:29:36  138488.8      0.00
17:29:37  146373.7      0.00
17:29:38  140683.9      0.00
17:29:39  148972.8      0.00
17:29:40  134420.6      0.00
17:29:41  142877.7      0.00
17:29:42  42613.13      0.00
17:29:43  34332.00      0.00
17:29:44  109946.9      0.00
17:29:45  145497.7      0.00
17:29:46  130717.9      0.00
17:29:47  107049.0      0.00
17:29:48  108058.4      0.00
17:29:49  104100.4      0.00
17:29:50  108764.1      0.00
17:29:51  122569.3      0.00
17:29:52  91335.94      0.42
17:29:53      0.26      0.00
17:29:54      0.00      0.00
17:29:55      0.00      0.00
17:29:56      0.00      0.00
17:29:57      0.00      0.00
17:29:58      0.12      0.08
17:29:59      0.00      0.00
17:30:00      0.00      0.00
17:30:01      0.00      0.00
17:30:02      0.00      0.00
17:30:03      0.00      0.00
17:30:04      0.00      0.00
17:30:05      0.00      0.00
17:30:06      0.00      0.00
