id,expiration_id,src_ip,src_port,dst_ip,dst_port,protocol,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,label,category,subcategory,scenario
192.168.249.73:44653-192.168.19.166:80-6,-1,192.168.249.73,44653,192.168.19.166,80,6,1741706177941,1741706177941,0,2,80,1741706177941,1741706177941,0,1,40,1741706177941,1741706177941,0,1,40,40,40,0,40,40,40,0,40,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:23-6,-1,192.168.249.73,44909,192.168.19.166,23,6,1741706178027,1741706178027,0,2,84,1741706178027,1741706178027,0,1,44,1741706178027,1741706178027,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:139-6,-1,192.168.249.73,44909,192.168.19.166,139,6,1741706178027,1741706178027,0,2,84,1741706178027,1741706178027,0,1,44,1741706178027,1741706178027,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:110-6,-1,192.168.249.73,44909,192.168.19.166,110,6,1741706178027,1741706178027,0,2,84,1741706178027,1741706178027,0,1,44,1741706178027,1741706178027,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:113-6,-1,192.168.249.73,44909,192.168.19.166,113,6,1741706178027,1741706178027,0,2,84,1741706178027,1741706178027,0,1,44,1741706178027,1741706178027,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:1009-6,-1,192.168.249.73,44909,192.168.19.166,1009,6,1741706178027,1741706178027,0,2,84,1741706178027,1741706178027,0,1,44,1741706178027,1741706178027,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:27000-6,-1,192.168.249.73,44909,192.168.19.166,27000,6,1741706178028,1741706178028,0,2,84,1741706178028,1741706178028,0,1,44,1741706178028,1741706178028,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:1152-6,-1,192.168.249.73,44909,192.168.19.166,1152,6,1741706178028,1741706178028,0,2,84,1741706178028,1741706178028,0,1,44,1741706178028,1741706178028,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:1213-6,-1,192.168.249.73,44909,192.168.19.166,1213,6,1741706178028,1741706178028,0,2,84,1741706178028,1741706178028,0,1,44,1741706178028,1741706178028,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:49154-6,-1,192.168.249.73,44909,192.168.19.166,49154,6,1741706178029,1741706178029,0,2,84,1741706178029,1741706178029,0,1,44,1741706178029,1741706178029,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:4848-6,-1,192.168.249.73,44909,192.168.19.166,4848,6,1741706178029,1741706178029,0,2,84,1741706178029,1741706178029,0,1,44,1741706178029,1741706178029,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:9011-6,-1,192.168.249.73,44909,192.168.19.166,9011,6,1741706178029,1741706178029,0,2,84,1741706178029,1741706178029,0,1,44,1741706178029,1741706178029,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:3998-6,-1,192.168.249.73,44909,192.168.19.166,3998,6,1741706178029,1741706178029,0,2,84,1741706178029,1741706178029,0,1,44,1741706178029,1741706178029,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:720-6,-1,192.168.249.73,44909,192.168.19.166,720,6,1741706178030,1741706178030,0,2,84,1741706178030,1741706178030,0,1,44,1741706178030,1741706178030,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:10024-6,-1,192.168.249.73,44909,192.168.19.166,10024,6,1741706178030,1741706178030,0,2,84,1741706178030,1741706178030,0,1,44,1741706178030,1741706178030,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:16080-6,-1,192.168.249.73,44909,192.168.19.166,16080,6,1741706178030,1741706178030,0,2,84,1741706178030,1741706178030,0,1,44,1741706178030,1741706178030,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:4279-6,-1,192.168.249.73,44909,192.168.19.166,4279,6,1741706178030,1741706178030,0,2,84,1741706178030,1741706178030,0,1,44,1741706178030,1741706178030,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:9575-6,-1,192.168.249.73,44909,192.168.19.166,9575,6,1741706178031,1741706178031,0,2,84,1741706178031,1741706178031,0,1,44,1741706178031,1741706178031,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:1138-6,-1,192.168.249.73,44909,192.168.19.166,1138,6,1741706178031,1741706178031,0,2,84,1741706178031,1741706178031,0,1,44,1741706178031,1741706178031,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:9071-6,-1,192.168.249.73,44909,192.168.19.166,9071,6,1741706178032,1741706178032,0,2,84,1741706178032,1741706178032,0,1,44,1741706178032,1741706178032,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:32770-6,-1,192.168.249.73,44909,192.168.19.166,32770,6,1741706178032,1741706178032,0,2,84,1741706178032,1741706178032,0,1,44,1741706178032,1741706178032,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:1271-6,-1,192.168.249.73,44909,192.168.19.166,1271,6,1741706178032,1741706178032,0,2,84,1741706178032,1741706178032,0,1,44,1741706178032,1741706178032,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:9200-6,-1,192.168.249.73,44909,192.168.19.166,9200,6,1741706178033,1741706178033,0,2,84,1741706178033,1741706178033,0,1,44,1741706178033,1741706178033,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:5963-6,-1,192.168.249.73,44909,192.168.19.166,5963,6,1741706178033,1741706178034,0,2,84,1741706178033,1741706178033,0,1,44,1741706178034,1741706178034,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:5906-6,-1,192.168.249.73,44909,192.168.19.166,5906,6,1741706178033,1741706178034,0,2,84,1741706178033,1741706178033,0,1,44,1741706178034,1741706178034,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:22939-6,-1,192.168.249.73,44909,192.168.19.166,22939,6,1741706178035,1741706178035,0,2,84,1741706178035,1741706178035,0,1,44,1741706178035,1741706178035,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:9500-6,-1,192.168.249.73,44909,192.168.19.166,9500,6,1741706178036,1741706178036,0,2,84,1741706178036,1741706178036,0,1,44,1741706178036,1741706178036,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:543-6,-1,192.168.249.73,44909,192.168.19.166,543,6,1741706178036,1741706178036,0,2,84,1741706178036,1741706178036,0,1,44,1741706178036,1741706178036,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:44501-6,-1,192.168.249.73,44909,192.168.19.166,44501,6,1741706178037,1741706178037,0,2,84,1741706178037,1741706178037,0,1,44,1741706178037,1741706178037,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:10629-6,-1,192.168.249.73,44909,192.168.19.166,10629,6,1741706178037,1741706178037,0,2,84,1741706178037,1741706178037,0,1,44,1741706178037,1741706178037,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:6003-6,-1,192.168.249.73,44909,192.168.19.166,6003,6,1741706178037,1741706178037,0,2,84,1741706178037,1741706178037,0,1,44,1741706178037,1741706178037,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:8194-6,-1,192.168.249.73,44909,192.168.19.166,8194,6,1741706178038,1741706178038,0,2,84,1741706178038,1741706178038,0,1,44,1741706178038,1741706178038,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:1094-6,-1,192.168.249.73,44909,192.168.19.166,1094,6,1741706178038,1741706178038,0,2,84,1741706178038,1741706178038,0,1,44,1741706178038,1741706178038,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:2000-6,-1,192.168.249.73,44909,192.168.19.166,2000,6,1741706178038,1741706178038,0,2,84,1741706178038,1741706178038,0,1,44,1741706178038,1741706178038,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:2394-6,-1,192.168.249.73,44909,192.168.19.166,2394,6,1741706178038,1741706178038,0,2,84,1741706178038,1741706178038,0,1,44,1741706178038,1741706178038,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:9999-6,-1,192.168.249.73,44909,192.168.19.166,9999,6,1741706178039,1741706178039,0,2,84,1741706178039,1741706178039,0,1,44,1741706178039,1741706178039,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:6580-6,-1,192.168.249.73,44909,192.168.19.166,6580,6,1741706178039,1741706178039,0,2,84,1741706178039,1741706178039,0,1,44,1741706178039,1741706178039,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:8290-6,-1,192.168.249.73,44909,192.168.19.166,8290,6,1741706178039,1741706178039,0,2,84,1741706178039,1741706178039,0,1,44,1741706178039,1741706178039,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:161-6,-1,192.168.249.73,44909,192.168.19.166,161,6,1741706178040,1741706178040,0,2,84,1741706178040,1741706178040,0,1,44,1741706178040,1741706178040,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:8291-6,-1,192.168.249.73,44909,192.168.19.166,8291,6,1741706178040,1741706178040,0,2,84,1741706178040,1741706178040,0,1,44,1741706178040,1741706178040,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:1287-6,-1,192.168.249.73,44909,192.168.19.166,1287,6,1741706178040,1741706178040,0,2,84,1741706178040,1741706178040,0,1,44,1741706178040,1741706178040,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:3871-6,-1,192.168.249.73,44909,192.168.19.166,3871,6,1741706178040,1741706178040,0,2,84,1741706178040,1741706178040,0,1,44,1741706178040,1741706178040,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44653-192.168.19.166:443-6,-1,192.168.249.73,44653,192.168.19.166,443,6,1741706177941,1741706177941,0,2,84,1741706177941,1741706177941,0,1,44,1741706177941,1741706177941,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:3306-6,-1,192.168.249.73,44909,192.168.19.166,3306,6,1741706178025,1741706178025,0,2,84,1741706178025,1741706178025,0,1,44,1741706178025,1741706178025,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:1025-6,-1,192.168.249.73,44909,192.168.19.166,1025,6,1741706178025,1741706178025,0,2,84,1741706178025,1741706178025,0,1,44,1741706178025,1741706178025,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:8080-6,-1,192.168.249.73,44909,192.168.19.166,8080,6,1741706178025,1741706178025,0,2,84,1741706178025,1741706178025,0,1,44,1741706178025,1741706178025,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:80-6,-1,192.168.249.73,44909,192.168.19.166,80,6,1741706178025,1741706178026,0,3,128,1741706178025,1741706178026,1,2,84,1741706178025,1741706178025,0,1,44,40,42.666666666666664,1.8856180831641267,44,40,42,2,44,44,44,0,44,0,0.5,0.5,1,1,1,0,1,0,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:445-6,-1,192.168.249.73,44909,192.168.19.166,445,6,1741706178026,1741706178026,0,2,84,1741706178026,1741706178026,0,1,44,1741706178026,1741706178026,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:53-6,-1,192.168.249.73,44909,192.168.19.166,53,6,1741706178027,1741706178027,0,2,84,1741706178027,1741706178027,0,1,44,1741706178027,1741706178027,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:1720-6,-1,192.168.249.73,44909,192.168.19.166,1720,6,1741706178027,1741706178027,0,2,84,1741706178027,1741706178027,0,1,44,1741706178027,1741706178027,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:993-6,-1,192.168.249.73,44909,192.168.19.166,993,6,1741706178027,1741706178027,0,2,84,1741706178027,1741706178027,0,1,44,1741706178027,1741706178027,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:2602-6,-1,192.168.249.73,44909,192.168.19.166,2602,6,1741706178029,1741706178029,0,2,84,1741706178029,1741706178029,0,1,44,1741706178029,1741706178029,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:24-6,-1,192.168.249.73,44909,192.168.19.166,24,6,1741706178029,1741706178029,0,2,84,1741706178029,1741706178029,0,1,44,1741706178029,1741706178029,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:4899-6,-1,192.168.249.73,44909,192.168.19.166,4899,6,1741706178029,1741706178029,0,2,84,1741706178029,1741706178029,0,1,44,1741706178029,1741706178029,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:5102-6,-1,192.168.249.73,44909,192.168.19.166,5102,6,1741706178030,1741706178030,0,2,84,1741706178030,1741706178030,0,1,44,1741706178030,1741706178030,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:15004-6,-1,192.168.249.73,44909,192.168.19.166,15004,6,1741706178031,1741706178031,0,2,84,1741706178031,1741706178031,0,1,44,1741706178031,1741706178031,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:3052-6,-1,192.168.249.73,44909,192.168.19.166,3052,6,1741706178031,1741706178031,0,2,84,1741706178031,1741706178031,0,1,44,1741706178031,1741706178031,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:5718-6,-1,192.168.249.73,44909,192.168.19.166,5718,6,1741706178032,1741706178032,0,2,84,1741706178032,1741706178032,0,1,44,1741706178032,1741706178032,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:3920-6,-1,192.168.249.73,44909,192.168.19.166,3920,6,1741706178032,1741706178032,0,2,84,1741706178032,1741706178032,0,1,44,1741706178032,1741706178032,0,1,40,40,42,2,44,44,44,0,44,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,port-scan,nmap,nmap_A_T4
