Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Bwd Act Data Pkts,Fwd Seg Size Min,Bwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Fwd TCP Retrans. Count,Bwd TCP Retrans. Count,Total TCP Retrans. Count,Total Connection Flow Time,subcategory,scenario,label,category
192.168.249.73:44909-192.168.19.166:5298-6,192.168.249.73,44909,192.168.19.166,5298,6,2025-03-11 15:16:18.051766 UTC,45,1,1,0,0,0,0,0,0,0,0,0,0,1866666.6666666665,44444.444444444445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,22222.222222222223,22222.222222222223,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.045,0,0.045,0.045,0,0,0,0,-1,-1,0,0,0,45,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:7512-6,192.168.249.73,44909,192.168.19.166,7512,6,2025-03-11 15:16:18.052445 UTC,54,1,1,0,0,0,0,0,0,0,0,0,0,1555555.5555555555,37037.03703703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,18518.51851851852,18518.51851851852,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.054,0,0.054,0.054,0,0,0,0,-1,-1,0,0,0,54,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:5555-6,192.168.249.73,44909,192.168.19.166,5555,6,2025-03-11 15:16:18.052618 UTC,57,1,1,0,0,0,0,0,0,0,0,0,0,1473684.2105263157,35087.71929824561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,17543.859649122805,17543.859649122805,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.057,0,0.057,0.057,0,0,0,0,-1,-1,0,0,0,57,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:1051-6,192.168.249.73,44909,192.168.19.166,1051,6,2025-03-11 15:16:18.052833 UTC,46,1,1,0,0,0,0,0,0,0,0,0,0,1826086.956521739,43478.260869565216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,21739.130434782608,21739.130434782608,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.046,0,0.046,0.046,0,0,0,0,-1,-1,0,0,0,46,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:2809-6,192.168.249.73,44909,192.168.19.166,2809,6,2025-03-11 15:16:18.053217 UTC,65,1,1,0,0,0,0,0,0,0,0,0,0,1292307.6923076925,30769.230769230773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,15384.615384615387,15384.615384615387,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.065,0,0.065,0.065,0,0,0,0,-1,-1,0,0,0,65,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:10778-6,192.168.249.73,44909,192.168.19.166,10778,6,2025-03-11 15:16:18.053434 UTC,116,1,1,0,0,0,0,0,0,0,0,0,0,724137.9310344828,17241.379310344826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,8620.689655172413,8620.689655172413,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.116,0,0.116,0.116,0,0,0,0,-1,-1,0,0,0,116,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:1247-6,192.168.249.73,44909,192.168.19.166,1247,6,2025-03-11 15:16:18.053490 UTC,89,1,1,0,0,0,0,0,0,0,0,0,0,943820.2247191012,22471.91011235955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,11235.955056179775,11235.955056179775,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.089,0,0.089,0.089,0,0,0,0,-1,-1,0,0,0,89,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:8007-6,192.168.249.73,44909,192.168.19.166,8007,6,2025-03-11 15:16:18.054474 UTC,22,1,1,0,0,0,0,0,0,0,0,0,0,3818181.8181818184,90909.09090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,45454.545454545456,45454.545454545456,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.022,0,0.022,0.022,0,0,0,0,-1,-1,0,0,0,22,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:2875-6,192.168.249.73,44909,192.168.19.166,2875,6,2025-03-11 15:16:18.054653 UTC,33,1,1,0,0,0,0,0,0,0,0,0,0,2545454.5454545454,60606.0606060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,30303.0303030303,30303.0303030303,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.033,0,0.033,0.033,0,0,0,0,-1,-1,0,0,0,33,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:3211-6,192.168.249.73,44909,192.168.19.166,3211,6,2025-03-11 15:16:18.054874 UTC,73,1,1,0,0,0,0,0,0,0,0,0,0,1150684.9315068494,27397.260273972603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,13698.630136986301,13698.630136986301,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.073,0,0.073,0.073,0,0,0,0,-1,-1,0,0,0,73,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:903-6,192.168.249.73,44909,192.168.19.166,903,6,2025-03-11 15:16:18.038465 UTC,109,1,1,0,0,0,0,0,0,0,0,0,0,770642.2018348624,18348.623853211007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,9174.311926605504,9174.311926605504,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.109,0,0.109,0.109,0,0,0,0,-1,-1,0,0,0,109,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:1185-6,192.168.249.73,44909,192.168.19.166,1185,6,2025-03-11 15:16:18.038496 UTC,99,1,1,0,0,0,0,0,0,0,0,0,0,848484.8484848485,20202.020202020205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,10101.010101010103,10101.010101010103,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.099,0,0.099,0.099,0,0,0,0,-1,-1,0,0,0,99,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:5002-6,192.168.249.73,44909,192.168.19.166,5002,6,2025-03-11 15:16:18.038507 UTC,95,1,1,0,0,0,0,0,0,0,0,0,0,884210.5263157894,21052.631578947367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,10526.315789473683,10526.315789473683,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.095,0,0.095,0.095,0,0,0,0,-1,-1,0,0,0,95,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:2121-6,192.168.249.73,44909,192.168.19.166,2121,6,2025-03-11 15:16:18.039485 UTC,25,1,1,0,0,0,0,0,0,0,0,0,0,3360000,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,40000,40000,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.025,0,0.025,0.025,0,0,0,0,-1,-1,0,0,0,25,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:1533-6,192.168.249.73,44909,192.168.19.166,1533,6,2025-03-11 15:16:18.039566 UTC,29,1,1,0,0,0,0,0,0,0,0,0,0,2896551.724137931,68965.5172413793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,34482.75862068965,34482.75862068965,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.029,0,0.029,0.029,0,0,0,0,-1,-1,0,0,0,29,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:1050-6,192.168.249.73,44909,192.168.19.166,1050,6,2025-03-11 15:16:18.040112 UTC,32,1,1,0,0,0,0,0,0,0,0,0,0,2625000,62500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,31250,31250,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.032,0,0.032,0.032,0,0,0,0,-1,-1,0,0,0,32,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:4006-6,192.168.249.73,44909,192.168.19.166,4006,6,2025-03-11 15:16:18.040304 UTC,47,1,1,0,0,0,0,0,0,0,0,0,0,1787234.0425531915,42553.19148936171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,21276.595744680853,21276.595744680853,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.047,0,0.047,0.047,0,0,0,0,-1,-1,0,0,0,47,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:3017-6,192.168.249.73,44909,192.168.19.166,3017,6,2025-03-11 15:16:18.040890 UTC,84,1,1,0,0,0,0,0,0,0,0,0,0,1000000,23809.52380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,11904.761904761905,11904.761904761905,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.084,0,0.084,0.084,0,0,0,0,-1,-1,0,0,0,84,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:49158-6,192.168.249.73,44909,192.168.19.166,49158,6,2025-03-11 15:16:18.041938 UTC,120,1,1,0,0,0,0,0,0,0,0,0,0,700000,16666.666666666668,1000,0,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,8333.333333333334,8333.333333333334,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.12,0,0.12,0.12,0,0,0,0,-1,-1,0,0,0,120,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:8443-6,192.168.249.73,44909,192.168.19.166,8443,6,2025-03-11 15:16:18.041948 UTC,118,1,1,0,0,0,0,0,0,0,0,0,0,711864.4067796611,16949.15254237288,1000,0,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,8474.57627118644,8474.57627118644,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.118,0,0.118,0.118,0,0,0,0,-1,-1,0,0,0,118,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:544-6,192.168.249.73,44909,192.168.19.166,544,6,2025-03-11 15:16:18.041979 UTC,110,1,1,0,0,0,0,0,0,0,0,0,0,763636.3636363636,18181.81818181818,1000,0,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,9090.90909090909,9090.90909090909,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.11,0,0.11,0.11,0,0,0,0,-1,-1,0,0,0,110,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:11110-6,192.168.249.73,44909,192.168.19.166,11110,6,2025-03-11 15:16:18.042324 UTC,100,1,1,0,0,0,0,0,0,0,0,0,0,840000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,10000,10000,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.1,0,0.1,0.1,0,0,0,0,-1,-1,0,0,0,100,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:1039-6,192.168.249.73,44909,192.168.19.166,1039,6,2025-03-11 15:16:18.042355 UTC,90,1,1,0,0,0,0,0,0,0,0,0,0,933333.3333333333,22222.222222222223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,11111.111111111111,11111.111111111111,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.09,0,0.09,0.09,0,0,0,0,-1,-1,0,0,0,90,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:5825-6,192.168.249.73,44909,192.168.19.166,5825,6,2025-03-11 15:16:18.042709 UTC,42,1,1,0,0,0,0,0,0,0,0,0,0,2000000,47619.04761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,23809.52380952381,23809.52380952381,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.042,0,0.042,0.042,0,0,0,0,-1,-1,0,0,0,42,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:1864-6,192.168.249.73,44909,192.168.19.166,1864,6,2025-03-11 15:16:18.042719 UTC,39,1,1,0,0,0,0,0,0,0,0,0,0,2153846.153846154,51282.05128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,25641.02564102564,25641.02564102564,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.039,0,0.039,0.039,0,0,0,0,-1,-1,0,0,0,39,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:1063-6,192.168.249.73,44909,192.168.19.166,1063,6,2025-03-11 15:16:18.043309 UTC,25,1,1,0,0,0,0,0,0,0,0,0,0,3360000,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,40000,40000,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.025,0,0.025,0.025,0,0,0,0,-1,-1,0,0,0,25,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:3301-6,192.168.249.73,44909,192.168.19.166,3301,6,2025-03-11 15:16:18.043559 UTC,37,1,1,0,0,0,0,0,0,0,0,0,0,2270270.2702702703,54054.05405405405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,27027.027027027027,27027.027027027027,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.037,0,0.037,0.037,0,0,0,0,-1,-1,0,0,0,37,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:3517-6,192.168.249.73,44909,192.168.19.166,3517,6,2025-03-11 15:16:18.043799 UTC,46,1,1,0,0,0,0,0,0,0,0,0,0,1826086.956521739,43478.260869565216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,21739.130434782608,21739.130434782608,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.046,0,0.046,0.046,0,0,0,0,-1,-1,0,0,0,46,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:9618-6,192.168.249.73,44909,192.168.19.166,9618,6,2025-03-11 15:16:18.043987 UTC,65,1,1,0,0,0,0,0,0,0,0,0,0,1292307.6923076925,30769.230769230773,1000,0,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,15384.615384615387,15384.615384615387,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.065,0,0.065,0.065,0,0,0,0,-1,-1,0,0,0,65,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:30-6,192.168.249.73,44909,192.168.19.166,30,6,2025-03-11 15:16:18.044337 UTC,74,1,1,0,0,0,0,0,0,0,0,0,0,1135135.1351351351,27027.027027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,13513.513513513513,13513.513513513513,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.074,0,0.074,0.074,0,0,0,0,-1,-1,0,0,0,74,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:211-6,192.168.249.73,44909,192.168.19.166,211,6,2025-03-11 15:16:18.044605 UTC,61,1,1,0,0,0,0,0,0,0,0,0,0,1377049.1803278688,32786.88524590164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,16393.44262295082,16393.44262295082,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.061,0,0.061,0.061,0,0,0,0,-1,-1,0,0,0,61,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:1147-6,192.168.249.73,44909,192.168.19.166,1147,6,2025-03-11 15:16:18.044810 UTC,89,1,1,0,0,0,0,0,0,0,0,0,0,943820.2247191012,22471.91011235955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,11235.955056179775,11235.955056179775,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.089,0,0.089,0.089,0,0,0,0,-1,-1,0,0,0,89,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:2301-6,192.168.249.73,44909,192.168.19.166,2301,6,2025-03-11 15:16:18.044823 UTC,86,1,1,0,0,0,0,0,0,0,0,0,0,976744.1860465116,23255.81395348837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,11627.906976744185,11627.906976744185,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.086,0,0.086,0.086,0,0,0,0,-1,-1,0,0,0,86,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:179-6,192.168.249.73,44909,192.168.19.166,179,6,2025-03-11 15:16:18.045068 UTC,85,1,1,0,0,0,0,0,0,0,0,0,0,988235.294117647,23529.41176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,11764.70588235294,11764.70588235294,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.085,0,0.085,0.085,0,0,0,0,-1,-1,0,0,0,85,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:8333-6,192.168.249.73,44909,192.168.19.166,8333,6,2025-03-11 15:16:18.045099 UTC,83,1,1,0,0,0,0,0,0,0,0,0,0,1012048.1927710844,24096.385542168675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,12048.192771084337,12048.192771084337,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.083,0,0.083,0.083,0,0,0,0,-1,-1,0,0,0,83,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:1075-6,192.168.249.73,44909,192.168.19.166,1075,6,2025-03-11 15:16:18.045713 UTC,96,1,1,0,0,0,0,0,0,0,0,0,0,875000,20833.333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,10416.666666666666,10416.666666666666,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.096,0,0.096,0.096,0,0,0,0,-1,-1,0,0,0,96,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:1044-6,192.168.249.73,44909,192.168.19.166,1044,6,2025-03-11 15:16:18.046047 UTC,124,1,1,0,0,0,0,0,0,0,0,0,0,677419.3548387097,16129.032258064515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,8064.516129032258,8064.516129032258,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.124,0,0.124,0.124,0,0,0,0,-1,-1,0,0,0,124,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:15002-6,192.168.249.73,44909,192.168.19.166,15002,6,2025-03-11 15:16:18.046417 UTC,60,1,1,0,0,0,0,0,0,0,0,0,0,1400000,33333.333333333336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,16666.666666666668,16666.666666666668,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.06,0,0.06,0.06,0,0,0,0,-1,-1,0,0,0,60,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:2381-6,192.168.249.73,44909,192.168.19.166,2381,6,2025-03-11 15:16:18.037352 UTC,92,1,1,0,0,0,0,0,0,0,0,0,0,913043.4782608695,21739.130434782608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,10869.565217391304,10869.565217391304,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.092,0,0.092,0.092,0,0,0,0,-1,-1,0,0,0,92,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:2608-6,192.168.249.73,44909,192.168.19.166,2608,6,2025-03-11 15:16:18.037695 UTC,102,1,1,0,0,0,0,0,0,0,0,0,0,823529.4117647059,19607.843137254902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,9803.921568627451,9803.921568627451,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.102,0,0.102,0.102,0,0,0,0,-1,-1,0,0,0,102,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:9091-6,192.168.249.73,44909,192.168.19.166,9091,6,2025-03-11 15:16:18.037715 UTC,96,1,1,0,0,0,0,0,0,0,0,0,0,875000,20833.333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,10416.666666666666,10416.666666666666,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.096,0,0.096,0.096,0,0,0,0,-1,-1,0,0,0,96,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:3-6,192.168.249.73,44909,192.168.19.166,3,6,2025-03-11 15:16:18.038434 UTC,118,1,1,0,0,0,0,0,0,0,0,0,0,711864.4067796611,16949.15254237288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,8474.57627118644,8474.57627118644,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.118,0,0.118,0.118,0,0,0,0,-1,-1,0,0,0,118,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:2001-6,192.168.249.73,44909,192.168.19.166,2001,6,2025-03-11 15:16:18.038858 UTC,50,1,1,0,0,0,0,0,0,0,0,0,0,1680000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,20000,20000,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.05,0,0.05,0.05,0,0,0,0,-1,-1,0,0,0,50,nmap,nmap_A_T4,1,port-scan
192.168.249.73:44909-192.168.19.166:1106-6,192.168.249.73,44909,192.168.19.166,1106,6,2025-03-11 15:16:18.039402 UTC,23,1,1,0,0,0,0,0,0,0,0,0,0,3652173.913043478,86956.52173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,43478.260869565216,43478.260869565216,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,24,20,0.023,0,0.023,0.023,0,0,0,0,-1,-1,0,0,0,23,nmap,nmap_A_T4,1,port-scan
