Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Bwd Act Data Pkts,Fwd Seg Size Min,Bwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Fwd TCP Retrans. Count,Bwd TCP Retrans. Count,Total TCP Retrans. Count,Total Connection Flow Time,Label,label,category,subcategory,scenario
192.168.249.73-192.168.19.166-44909-41511-6,192.168.249.73,44909,192.168.19.166,41511,6,2025-03-11 15:16:18.033942,140,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14285.714285714286,140.0,0.0,140.0,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,7142.857142857143,7142.857142857143,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,0,0,24,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,140,NeedManualLabel,1,port-scan,nmap,nmap_A_T4
192.168.249.73-192.168.19.166-44909-7800-6,192.168.249.73,44909,192.168.19.166,7800,6,2025-03-11 15:16:18.036300,42,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47619.04761904762,42.0,0.0,42.0,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,23809.52380952381,23809.52380952381,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,0,0,24,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,42,NeedManualLabel,1,port-scan,nmap,nmap_A_T4
192.168.249.73-192.168.19.166-44909-6005-6,192.168.249.73,44909,192.168.19.166,6005,6,2025-03-11 15:16:18.059585,78,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25641.02564102564,78.0,0.0,78.0,78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,12820.51282051282,12820.51282051282,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,0,0,24,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,78,NeedManualLabel,1,port-scan,nmap,nmap_A_T4
192.168.249.73-192.168.19.166-44909-49400-6,192.168.249.73,44909,192.168.19.166,49400,6,2025-03-11 15:16:18.060737,71,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28169.014084507042,71.0,0.0,71.0,71.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,14084.507042253521,14084.507042253521,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,0,0,24,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,71,NeedManualLabel,1,port-scan,nmap,nmap_A_T4
192.168.249.73-192.168.19.166-44909-16993-6,192.168.249.73,44909,192.168.19.166,16993,6,2025-03-11 15:16:18.080509,71,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28169.014084507042,71.0,0.0,71.0,71.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,14084.507042253521,14084.507042253521,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,0,0,24,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,71,NeedManualLabel,1,port-scan,nmap,nmap_A_T4
192.168.249.73-192.168.19.166-44909-9500-6,192.168.249.73,44909,192.168.19.166,9500,6,2025-03-11 15:16:18.036165,38,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52631.57894736842,38.0,0.0,38.0,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,26315.78947368421,26315.78947368421,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,0,0,24,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,38,NeedManualLabel,1,port-scan,nmap,nmap_A_T4
192.168.249.73-192.168.19.166-54426-80-6,192.168.249.73,54426,192.168.19.166,80,6,2025-03-11 15:16:36.102599,3263,7,6,152.0,11192.0,152.0,0.0,21.71428571428571,57.45059989740254,7140.0,0.0,1865.3333333333335,3050.294849136173,3476555.3171927677,3984.0637450199206,271.9166666666667,539.9765076259141,1961.0,17.0,3246.0,541.0,716.5620698864824,1961.0,51.0,3242.0,648.4,957.0053813850787,2322.0,63.0,1,2,0,0,0,0,232,200,2145.265093472265,1838.7986515476557,0.0,7140.0,872.6153846153845,2189.4150489138087,4793538.256410256,2,2,0,3,12,0,0,0,0.8571428571428571,872.6153846153846,21.714285714285715,1865.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64800,64260,1,2,32,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,3263,NeedManualLabel,1,port-scan,nmap,nmap_A_T4
192.168.249.73-192.168.19.166-44909-1052-6,192.168.249.73,44909,192.168.19.166,1052,6,2025-03-11 15:16:18.077947,101,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19801.980198019803,101.0,0.0,101.0,101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,9900.990099009901,9900.990099009901,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,0,0,24,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,101,NeedManualLabel,1,port-scan,nmap,nmap_A_T4
192.168.249.73-192.168.19.166-44909-1971-6,192.168.249.73,44909,192.168.19.166,1971,6,2025-03-11 15:16:18.041520,137,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14598.540145985402,137.0,0.0,137.0,137.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,7299.270072992701,7299.270072992701,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,0,0,24,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,137,NeedManualLabel,1,port-scan,nmap,nmap_A_T4
192.168.249.73-192.168.19.166-44909-1098-6,192.168.249.73,44909,192.168.19.166,1098,6,2025-03-11 15:16:18.097705,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31250.0,64.0,0.0,64.0,64.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,15625.0,15625.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,0,0,24,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,64,NeedManualLabel,1,port-scan,nmap,nmap_A_T4
192.168.249.73-192.168.19.166-44909-32777-6,192.168.249.73,44909,192.168.19.166,32777,6,2025-03-11 15:16:18.085666,83,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24096.385542168675,83.0,0.0,83.0,83.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,12048.192771084337,12048.192771084337,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,0,0,24,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,83,NeedManualLabel,1,port-scan,nmap,nmap_A_T4
192.168.249.73-192.168.19.166-44909-5730-6,192.168.249.73,44909,192.168.19.166,5730,6,2025-03-11 15:16:18.074518,123,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16260.162601626014,123.0,0.0,123.0,123.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,8130.081300813007,8130.081300813007,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,0,0,24,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,123,NeedManualLabel,1,port-scan,nmap,nmap_A_T4
192.168.249.73-192.168.19.166-44909-1185-6,192.168.249.73,44909,192.168.19.166,1185,6,2025-03-11 15:16:18.038496,99,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20202.020202020205,99.0,0.0,99.0,99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,10101.010101010103,10101.010101010103,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,0,0,24,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,99,NeedManualLabel,1,port-scan,nmap,nmap_A_T4
192.168.249.73-192.168.19.166-44909-5961-6,192.168.249.73,44909,192.168.19.166,5961,6,2025-03-11 15:16:18.069947,67,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29850.746268656716,67.0,0.0,67.0,67.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,14925.373134328358,14925.373134328358,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,0,0,24,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,67,NeedManualLabel,1,port-scan,nmap,nmap_A_T4
192.168.249.73-192.168.19.166-44909-17-6,192.168.249.73,44909,192.168.19.166,17,6,2025-03-11 15:16:18.063964,119,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16806.72268907563,119.0,0.0,119.0,119.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,8403.361344537814,8403.361344537814,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,0,0,24,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,119,NeedManualLabel,1,port-scan,nmap,nmap_A_T4
192.168.249.73-192.168.19.166-44909-3017-6,192.168.249.73,44909,192.168.19.166,3017,6,2025-03-11 15:16:18.040890,84,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23809.52380952381,84.0,0.0,84.0,84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,11904.761904761905,11904.761904761905,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,0,0,24,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,84,NeedManualLabel,1,port-scan,nmap,nmap_A_T4
192.168.249.73-192.168.19.166-44909-465-6,192.168.249.73,44909,192.168.19.166,465,6,2025-03-11 15:16:18.048514,68,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29411.764705882353,68.0,0.0,68.0,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,14705.882352941177,14705.882352941177,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,0,0,24,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,68,NeedManualLabel,1,port-scan,nmap,nmap_A_T4
192.168.249.73-192.168.19.166-44909-5009-6,192.168.249.73,44909,192.168.19.166,5009,6,2025-03-11 15:16:18.061898,37,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54054.05405405405,37.0,0.0,37.0,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,27027.027027027027,27027.027027027027,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,0,0,24,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,37,NeedManualLabel,1,port-scan,nmap,nmap_A_T4
192.168.249.73-192.168.19.166-44909-212-6,192.168.249.73,44909,192.168.19.166,212,6,2025-03-11 15:16:18.058511,52,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38461.53846153846,52.0,0.0,52.0,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,19230.76923076923,19230.76923076923,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,0,0,24,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,52,NeedManualLabel,1,port-scan,nmap,nmap_A_T4
192.168.249.73-192.168.19.166-44909-2006-6,192.168.249.73,44909,192.168.19.166,2006,6,2025-03-11 15:16:18.081758,107,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18691.58878504673,107.0,0.0,107.0,107.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,9345.794392523365,9345.794392523365,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,0,0,24,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,107,NeedManualLabel,1,port-scan,nmap,nmap_A_T4
192.168.249.73-192.168.19.166-44909-1067-6,192.168.249.73,44909,192.168.19.166,1067,6,2025-03-11 15:16:18.057087,99,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20202.020202020205,99.0,0.0,99.0,99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,10101.010101010103,10101.010101010103,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,0,0,24,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,99,NeedManualLabel,1,port-scan,nmap,nmap_A_T4
192.168.249.73-192.168.19.166-44909-1021-6,192.168.249.73,44909,192.168.19.166,1021,6,2025-03-11 15:16:18.066193,105,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19047.619047619046,105.0,0.0,105.0,105.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,9523.809523809523,9523.809523809523,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,0,0,24,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,105,NeedManualLabel,1,port-scan,nmap,nmap_A_T4
192.168.249.73-192.168.19.166-44909-50006-6,192.168.249.73,44909,192.168.19.166,50006,6,2025-03-11 15:16:18.090823,98,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20408.163265306124,98.0,0.0,98.0,98.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,10204.081632653062,10204.081632653062,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,0,0,24,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,98,NeedManualLabel,1,port-scan,nmap,nmap_A_T4
192.168.249.73-192.168.19.166-44909-3869-6,192.168.249.73,44909,192.168.19.166,3869,6,2025-03-11 15:16:18.063943,126,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15873.015873015873,126.0,0.0,126.0,126.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,7936.507936507936,7936.507936507936,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,0,0,24,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,126,NeedManualLabel,1,port-scan,nmap,nmap_A_T4
192.168.249.73-192.168.19.166-44909-10004-6,192.168.249.73,44909,192.168.19.166,10004,6,2025-03-11 15:16:18.064323,75,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26666.666666666668,75.0,0.0,75.0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,13333.333333333334,13333.333333333334,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,0,0,24,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,75,NeedManualLabel,1,port-scan,nmap,nmap_A_T4
192.168.249.73-192.168.19.166-44909-1417-6,192.168.249.73,44909,192.168.19.166,1417,6,2025-03-11 15:16:18.056715,116,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17241.379310344826,116.0,0.0,116.0,116.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,8620.689655172413,8620.689655172413,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,0,0,24,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,116,NeedManualLabel,1,port-scan,nmap,nmap_A_T4
192.168.249.73-192.168.19.166-42830-587-6,192.168.249.73,42830,192.168.19.166,587,6,2025-03-11 15:16:36.033507,73,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27397.260273972603,73.0,0.0,73.0,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,13698.630136986301,13698.630136986301,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49906,0,0,0,24,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,73,NeedManualLabel,1,port-scan,nmap,nmap_A_T4
192.168.249.73-192.168.19.166-44909-13456-6,192.168.249.73,44909,192.168.19.166,13456,6,2025-03-11 15:16:18.056428,91,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21978.021978021978,91.0,0.0,91.0,91.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,10989.010989010989,10989.010989010989,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,0,0,24,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,91,NeedManualLabel,1,port-scan,nmap,nmap_A_T4
192.168.249.73-192.168.19.166-44909-3168-6,192.168.249.73,44909,192.168.19.166,3168,6,2025-03-11 15:16:18.089112,66,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30303.0303030303,66.0,0.0,66.0,66.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,15151.51515151515,15151.51515151515,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,0,0,24,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,66,NeedManualLabel,1,port-scan,nmap,nmap_A_T4
192.168.249.73-192.168.19.166-44909-563-6,192.168.249.73,44909,192.168.19.166,563,6,2025-03-11 15:16:18.063953,123,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16260.162601626014,123.0,0.0,123.0,123.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,8130.081300813007,8130.081300813007,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,0,0,24,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,123,NeedManualLabel,1,port-scan,nmap,nmap_A_T4
192.168.249.73-192.168.19.166-44909-81-6,192.168.249.73,44909,192.168.19.166,81,6,2025-03-11 15:16:18.091836,94,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21276.595744680853,94.0,0.0,94.0,94.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,10638.297872340427,10638.297872340427,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,0,0,24,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,94,NeedManualLabel,1,port-scan,nmap,nmap_A_T4
192.168.249.73-192.168.19.166-44909-1130-6,192.168.249.73,44909,192.168.19.166,1130,6,2025-03-11 15:16:18.063115,69,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28985.507246376812,69.0,0.0,69.0,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,14492.753623188406,14492.753623188406,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,0,0,24,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,69,NeedManualLabel,1,port-scan,nmap,nmap_A_T4
192.168.249.73-192.168.19.166-54362-80-6,192.168.249.73,54362,192.168.19.166,80,6,2025-03-11 15:16:36.094120,4820,5,5,213.0,181.0,213.0,0.0,42.6,95.25649584149103,181.0,0.0,36.2,80.94566078549238,81742.73858921163,2074.688796680498,535.5555555555555,1123.8258440602697,3502.0,16.0,4792.0,1198.0,1540.4804445367035,3502.0,264.0,4804.0,1201.0,1738.5444103233792,3768.0,82.0,1,1,0,0,0,0,168,168,1037.344398340249,1037.344398340249,0.0,213.0,39.400000000000006,83.40423650310976,6956.266666666666,2,2,0,2,9,0,0,0,1.0,39.4,42.6,36.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64800,64260,1,1,32,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,4820,NeedManualLabel,1,port-scan,nmap,nmap_A_T4
192.168.249.73-192.168.19.166-44909-5950-6,192.168.249.73,44909,192.168.19.166,5950,6,2025-03-11 15:16:18.062132,38,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52631.57894736842,38.0,0.0,38.0,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,26315.78947368421,26315.78947368421,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,0,0,24,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,38,NeedManualLabel,1,port-scan,nmap,nmap_A_T4
192.168.249.73-192.168.19.166-44909-3006-6,192.168.249.73,44909,192.168.19.166,3006,6,2025-03-11 15:16:18.095191,132,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15151.51515151515,132.0,0.0,132.0,132.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,7575.757575757575,7575.757575757575,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,0,0,24,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,132,NeedManualLabel,1,port-scan,nmap,nmap_A_T4
192.168.249.73-192.168.19.166-44909-4111-6,192.168.249.73,44909,192.168.19.166,4111,6,2025-03-11 15:16:18.089902,26,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76923.07692307692,26.0,0.0,26.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,38461.53846153846,38461.53846153846,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,0,0,24,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,26,NeedManualLabel,1,port-scan,nmap,nmap_A_T4
