flow_id,source_ip,source_port,destination_ip,destination_port,protocol,timestamp_first,timestamp_last,flow_duration_us,flow_expire_cause,first_timestamp_fwd,first_timestamp_bwd,last_timestamp_fwd,last_timestamp_bwd,fwd_duration_ms,bwd_duration_ms,iat_total,iat_mean,iat_std,iat_max,iat_min,fwd_iat_total,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_total,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,packet_count,packet_len_total,packet_len_mean,packet_len_max,packet_len_min,packet_len_std,fwd_packet_count,bwd_packet_count,fwd_packet_len_total,fwd_packet_len_mean,fwd_packet_len_std,fwd_packet_len_max,fwd_packet_len_min,bwd_packet_len_total,bwd_packet_len_mean,bwd_packet_len_std,bwd_packet_len_max,bwd_packet_len_min,header_len_total,header_len_mean,header_len_std,header_len_max,header_len_min,fwd_header_len_total,fwd_header_len_mean,fwd_header_len_std,fwd_header_len_max,fwd_header_len_min,bwd_header_len_total,bwd_header_len_mean,bwd_header_len_std,bwd_header_len_max,bwd_header_len_min,payload_len_total,payload_len_mean,payload_len_std,payload_len_max,payload_len_min,payload_len_variance,fwd_payload_len_total,fwd_payload_len_mean,fwd_payload_len_std,fwd_payload_len_max,fwd_payload_len_min,bwd_payload_len_total,bwd_payload_len_mean,bwd_payload_len_std,bwd_payload_len_max,bwd_payload_len_min,fwd_non_zero_payload_packets,bwd_non_zero_payload_packets,fwd_bulk_rate_s,bwd_bulk_rate_s,fwd_bulk_count,bwd_bulk_count,fwd_bulk_packets_total,fwd_bulk_packets_mean,fwd_bulk_packets_std,fwd_bulk_packets_max,fwd_bulk_packets_min,bwd_bulk_packets_total,bwd_bulk_packets_mean,bwd_bulk_packets_std,bwd_bulk_packets_max,bwd_bulk_packets_min,fwd_bulk_bytes_total,fwd_bulk_bytes_mean,fwd_bulk_bytes_std,fwd_bulk_bytes_max,fwd_bulk_bytes_min,bwd_bulk_bytes_total,bwd_bulk_bytes_mean,bwd_bulk_bytes_std,bwd_bulk_bytes_max,bwd_bulk_bytes_min,fwd_bulk_duration_total,fwd_bulk_duration_mean,fwd_bulk_duration_std,fwd_bulk_duration_max,fwd_bulk_duration_min,bwd_bulk_duration_total,bwd_bulk_duration_mean,bwd_bulk_duration_std,bwd_bulk_duration_max,bwd_bulk_duration_min,subflow_count,active_total,active_mean,active_std,active_max,active_min,idle_total,idle_mean,idle_std,idle_max,idle_min,icmp_type,icmp_code,flow_retransmission_count,fwd_retransmission_count,bwd_retransmission_count,fwd_init_window_size,bwd_init_window_size,window_size_total,window_size_mean,window_size_std,window_size_max,window_size_min,fwd_window_size_total,fwd_window_size_mean,fwd_window_size_std,fwd_window_size_max,fwd_window_size_min,bwd_window_size_total,bwd_window_size_mean,bwd_window_size_std,bwd_window_size_max,bwd_window_size_min,fwd_fin_flag_count,fwd_syn_flag_count,fwd_rst_flag_count,fwd_psh_flag_count,fwd_ack_flag_count,fwd_urg_flag_count,fwd_cwr_flag_count,fwd_ece_flag_count,bwd_fin_flag_count,bwd_syn_flag_count,bwd_rst_flag_count,bwd_psh_flag_count,bwd_ack_flag_count,bwd_urg_flag_count,bwd_cwr_flag_count,bwd_ece_flag_count,total_fin_flag_count,total_syn_flag_count,total_rst_flag_count,total_psh_flag_count,total_ack_flag_count,total_urg_flag_count,total_cwr_flag_count,total_ece_flag_count,flags,flow_bytes_s,flow_packets_s,fwd_bytes_s,fwd_packets_s,bwd_bytes_s,bwd_packets_s,fwd_subflow_packets_mean,fwd_subflow_bytes_mean,bwd_subflow_packets_mean,bwd_subflow_bytes_mean,up_down_ratio,label,category,subcategory,scenario
192.168.249.73:54420-192.168.19.166:80-6,192.168.249.73,54420,192.168.19.166,80,6,2025-03-11 15:16:36.102414 UTC,2025-03-11 15:16:36.104845 UTC,2431,TCP Normal Termination,1741706196102,1741706196102,1741706196104,1741706196104,2,2,2,0.2222222222222222,0.41573970964154905,1,0,2,0.5,0.5,1,0,2,0.5,0.5,1,0,10,930,93,265,52,78.38877470658666,5,5,481,96.2,84.45685288950803,265,52,449,89.8,71.66700775112633,233,52,336,33.6,3.2000000000000006,40,32,168,33.6,3.1999999999999993,40,32,168,33.6,3.1999999999999993,40,32,394,39.4,79.12420615715521,213,0,6260.639999999999,213,42.6,85.19999999999999,213,0,181,36.2,72.39999999999999,181,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.431,2.431,0,2.431,2.431,0,0,0,0,0,-1,-1,0,0,0,64800,64260,133090,13309,25610.78476735924,64800,501,66826,13365.2,25717.400003888415,64800,506,66264,13252.8,25503.600000000002,64260,501,1,1,0,1,4,0,0,0,1,1,0,1,5,0,0,0,2,2,0,2,9,0,0,0,.AP.SF,382558.6178527355,4113.533525298231,197860.96256684492,2056.7667626491157,184697.6552858906,2056.7667626491157,0,0,0,0,1,1,port-scan,nmap,nmap_A_T4
192.168.249.73:54446-192.168.19.166:80-6,192.168.249.73,54446,192.168.19.166,80,6,2025-03-11 15:16:36.106985 UTC,2025-03-11 15:16:36.108014 UTC,1029,TCP Normal Termination,1741706196106,1741706196107,1741706196107,1741706196108,1,1,2,0.2222222222222222,0.41573970964154905,1,0,1,0.25,0.4330127018922193,1,0,1,0.25,0.4330127018922193,1,0,10,932,93.2,267,52,78.82867498569287,5,5,483,96.6,85.25631941387103,267,52,449,89.8,71.66700775112633,233,52,336,33.6,3.2000000000000006,40,32,168,33.6,3.1999999999999993,40,32,168,33.6,3.1999999999999993,40,32,396,39.6,79.56406223917932,215,0,6330.4400000000005,215,43,86,215,0,181,36.2,72.39999999999999,181,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.029,1.029,0,1.029,1.029,0,0,0,0,0,-1,-1,0,0,0,64800,64260,133090,13309,25610.78476735924,64800,501,66826,13365.2,25717.400003888415,64800,506,66264,13252.8,25503.600000000002,64260,501,1,1,0,1,4,0,0,0,1,1,0,1,5,0,0,0,2,2,0,2,9,0,0,0,.AP.SF,905733.7220602527,9718.172983479106,469387.7551020408,4859.086491739553,436345.96695821185,4859.086491739553,0,0,0,0,1,1,port-scan,nmap,nmap_A_T4
192.168.249.73:40754-192.168.19.166:44619-17,192.168.249.73,40754,192.168.19.166,44619,17,2025-03-11 15:16:24.943200 UTC,2025-03-11 15:16:35.279637 UTC,10336437,None,1741706184943,0,1741706195279,0,10336,0,10336,2584,647.2213686212779,3705,2204,10336,2584,647.2213686212779,3705,2204,0,0,0,0,0,5,1640,328,328,328,0,5,0,1640,328,0,328,328,0,0,0,0,0,40,8,0,8,8,40,8,0,8,8,0,0,0,0,0,1500,300,0,300,300,0,1500,300,0,300,300,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10336.437,10336.437,0,10336.437,10336.437,0,0,0,0,0,-1,-1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,......,158.66202251317355,0.4837256783938218,158.66202251317355,0.4837256783938218,0,0,1.25,410,0,0,0,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:20221-6,192.168.249.73,44909,192.168.19.166,20221,6,2025-03-11 15:16:18.044155 UTC,2025-03-11 15:16:18.044214 UTC,59,TCP Reset,1741706178044,1741706178044,1741706178044,1741706178044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,42,44,40,2,1,1,44,44,0,44,44,40,40,0,40,40,44,22,2,24,20,24,24,0,24,24,20,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0.059,0,0.059,0.059,0,0,0,0,0,-1,-1,0,0,0,1024,0,1024,512,512,1024,0,1024,1024,0,1024,1024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,.A.RS.,1423728.8135593222,33898.30508474576,745762.7118644068,16949.15254237288,677966.1016949153,16949.15254237288,0,0,0,0,1,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:3878-6,192.168.249.73,44909,192.168.19.166,3878,6,2025-03-11 15:16:18.044360 UTC,2025-03-11 15:16:18.044431 UTC,71,TCP Reset,1741706178044,1741706178044,1741706178044,1741706178044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,42,44,40,2,1,1,44,44,0,44,44,40,40,0,40,40,44,22,2,24,20,24,24,0,24,24,20,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071,0.071,0,0.071,0.071,0,0,0,0,0,-1,-1,0,0,0,1024,0,1024,512,512,1024,0,1024,1024,0,1024,1024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,.A.RS.,1183098.5915492957,28169.014084507042,619718.3098591549,14084.507042253521,563380.2816901408,14084.507042253521,0,0,0,0,1,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:1761-6,192.168.249.73,44909,192.168.19.166,1761,6,2025-03-11 15:16:18.045079 UTC,2025-03-11 15:16:18.045164 UTC,85,TCP Reset,1741706178045,1741706178045,1741706178045,1741706178045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,42,44,40,2,1,1,44,44,0,44,44,40,40,0,40,40,44,22,2,24,20,24,24,0,24,24,20,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0.085,0,0.085,0.085,0,0,0,0,0,-1,-1,0,0,0,1024,0,1024,512,512,1024,0,1024,1024,0,1024,1024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,.A.RS.,988235.294117647,23529.41176470588,517647.0588235294,11764.70588235294,470588.2352941176,11764.70588235294,0,0,0,0,1,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:1700-6,192.168.249.73,44909,192.168.19.166,1700,6,2025-03-11 15:16:18.045371 UTC,2025-03-11 15:16:18.045452 UTC,81,TCP Reset,1741706178045,1741706178045,1741706178045,1741706178045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,42,44,40,2,1,1,44,44,0,44,44,40,40,0,40,40,44,22,2,24,20,24,24,0,24,24,20,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0.081,0,0.081,0.081,0,0,0,0,0,-1,-1,0,0,0,1024,0,1024,512,512,1024,0,1024,1024,0,1024,1024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,.A.RS.,1037037.037037037,24691.358024691355,543209.8765432099,12345.679012345678,493827.16049382713,12345.679012345678,0,0,0,0,1,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:5280-6,192.168.249.73,44909,192.168.19.166,5280,6,2025-03-11 15:16:18.045723 UTC,2025-03-11 15:16:18.045816 UTC,93,TCP Reset,1741706178045,1741706178045,1741706178045,1741706178045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,42,44,40,2,1,1,44,44,0,44,44,40,40,0,40,40,44,22,2,24,20,24,24,0,24,24,20,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093,0.093,0,0.093,0.093,0,0,0,0,0,-1,-1,0,0,0,1024,0,1024,512,512,1024,0,1024,1024,0,1024,1024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,.A.RS.,903225.806451613,21505.376344086024,473118.2795698925,10752.688172043012,430107.52688172046,10752.688172043012,0,0,0,0,1,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:1117-6,192.168.249.73,44909,192.168.19.166,1117,6,2025-03-11 15:16:18.045733 UTC,2025-03-11 15:16:18.045824 UTC,91,TCP Reset,1741706178045,1741706178045,1741706178045,1741706178045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,42,44,40,2,1,1,44,44,0,44,44,40,40,0,40,40,44,22,2,24,20,24,24,0,24,24,20,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0.091,0,0.091,0.091,0,0,0,0,0,-1,-1,0,0,0,1024,0,1024,512,512,1024,0,1024,1024,0,1024,1024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,.A.RS.,923076.923076923,21978.021978021978,483516.4835164835,10989.010989010989,439560.43956043955,10989.010989010989,0,0,0,0,1,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:2009-6,192.168.249.73,44909,192.168.19.166,2009,6,2025-03-11 15:16:18.045995 UTC,2025-03-11 15:16:18.046124 UTC,129,TCP Reset,1741706178045,1741706178046,1741706178045,1741706178046,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,84,42,44,40,2,1,1,44,44,0,44,44,40,40,0,40,40,44,22,2,24,20,24,24,0,24,24,20,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129,0.129,0,0.129,0.129,0,0,0,0,0,-1,-1,0,0,0,1024,0,1024,512,512,1024,0,1024,1024,0,1024,1024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,.A.RS.,651162.7906976745,15503.87596899225,341085.2713178295,7751.937984496125,310077.519379845,7751.937984496125,0,0,0,0,1,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:1201-6,192.168.249.73,44909,192.168.19.166,1201,6,2025-03-11 15:16:18.046057 UTC,2025-03-11 15:16:18.046178 UTC,121,TCP Reset,1741706178046,1741706178046,1741706178046,1741706178046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,42,44,40,2,1,1,44,44,0,44,44,40,40,0,40,40,44,22,2,24,20,24,24,0,24,24,20,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,0.121,0,0.121,0.121,0,0,0,0,0,-1,-1,0,0,0,1024,0,1024,512,512,1024,0,1024,1024,0,1024,1024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,.A.RS.,694214.8760330578,16528.92561983471,363636.36363636365,8264.462809917355,330578.5123966942,8264.462809917355,0,0,0,0,1,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:1192-6,192.168.249.73,44909,192.168.19.166,1192,6,2025-03-11 15:16:18.046427 UTC,2025-03-11 15:16:18.046485 UTC,58,TCP Reset,1741706178046,1741706178046,1741706178046,1741706178046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,42,44,40,2,1,1,44,44,0,44,44,40,40,0,40,40,44,22,2,24,20,24,24,0,24,24,20,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0.058,0,0.058,0.058,0,0,0,0,0,-1,-1,0,0,0,1024,0,1024,512,512,1024,0,1024,1024,0,1024,1024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,.A.RS.,1448275.8620689656,34482.75862068965,758620.6896551724,17241.379310344826,689655.172413793,17241.379310344826,0,0,0,0,1,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:3260-6,192.168.249.73,44909,192.168.19.166,3260,6,2025-03-11 15:16:18.047098 UTC,2025-03-11 15:16:18.047123 UTC,25,TCP Reset,1741706178047,1741706178047,1741706178047,1741706178047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,42,44,40,2,1,1,44,44,0,44,44,40,40,0,40,40,44,22,2,24,20,24,24,0,24,24,20,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.025,0,0.025,0.025,0,0,0,0,0,-1,-1,0,0,0,1024,0,1024,512,512,1024,0,1024,1024,0,1024,1024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,.A.RS.,3360000,80000,1760000,40000,1600000,40000,0,0,0,0,1,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:52869-6,192.168.249.73,44909,192.168.19.166,52869,6,2025-03-11 15:16:18.047827 UTC,2025-03-11 15:16:18.047883 UTC,56,TCP Reset,1741706178047,1741706178047,1741706178047,1741706178047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,42,44,40,2,1,1,44,44,0,44,44,40,40,0,40,40,44,22,2,24,20,24,24,0,24,24,20,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0.056,0,0.056,0.056,0,0,0,0,0,-1,-1,0,0,0,1024,0,1024,512,512,1024,0,1024,1024,0,1024,1024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,.A.RS.,1500000,35714.28571428572,785714.2857142857,17857.14285714286,714285.7142857143,17857.14285714286,0,0,0,0,1,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:65389-6,192.168.249.73,44909,192.168.19.166,65389,6,2025-03-11 15:16:18.047837 UTC,2025-03-11 15:16:18.047891 UTC,54,TCP Reset,1741706178047,1741706178047,1741706178047,1741706178047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,42,44,40,2,1,1,44,44,0,44,44,40,40,0,40,40,44,22,2,24,20,24,24,0,24,24,20,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0.054,0,0.054,0.054,0,0,0,0,0,-1,-1,0,0,0,1024,0,1024,512,512,1024,0,1024,1024,0,1024,1024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,.A.RS.,1555555.5555555555,37037.03703703704,814814.8148148148,18518.51851851852,740740.7407407408,18518.51851851852,0,0,0,0,1,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:2967-6,192.168.249.73,44909,192.168.19.166,2967,6,2025-03-11 15:16:18.047847 UTC,2025-03-11 15:16:18.047898 UTC,51,TCP Reset,1741706178047,1741706178047,1741706178047,1741706178047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,42,44,40,2,1,1,44,44,0,44,44,40,40,0,40,40,44,22,2,24,20,24,24,0,24,24,20,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0.051,0,0.051,0.051,0,0,0,0,0,-1,-1,0,0,0,1024,0,1024,512,512,1024,0,1024,1024,0,1024,1024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,.A.RS.,1647058.8235294118,39215.686274509804,862745.0980392157,19607.843137254902,784313.7254901961,19607.843137254902,0,0,0,0,1,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:1048-6,192.168.249.73,44909,192.168.19.166,1048,6,2025-03-11 15:16:18.048525 UTC,2025-03-11 15:16:18.048590 UTC,65,TCP Reset,1741706178048,1741706178048,1741706178048,1741706178048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,42,44,40,2,1,1,44,44,0,44,44,40,40,0,40,40,44,22,2,24,20,24,24,0,24,24,20,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0.065,0,0.065,0.065,0,0,0,0,0,-1,-1,0,0,0,1024,0,1024,512,512,1024,0,1024,1024,0,1024,1024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,.A.RS.,1292307.6923076925,30769.230769230773,676923.076923077,15384.615384615387,615384.6153846155,15384.615384615387,0,0,0,0,1,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:5822-6,192.168.249.73,44909,192.168.19.166,5822,6,2025-03-11 15:16:18.049468 UTC,2025-03-11 15:16:18.049559 UTC,91,TCP Reset,1741706178049,1741706178049,1741706178049,1741706178049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,42,44,40,2,1,1,44,44,0,44,44,40,40,0,40,40,44,22,2,24,20,24,24,0,24,24,20,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0.091,0,0.091,0.091,0,0,0,0,0,-1,-1,0,0,0,1024,0,1024,512,512,1024,0,1024,1024,0,1024,1024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,.A.RS.,923076.923076923,21978.021978021978,483516.4835164835,10989.010989010989,439560.43956043955,10989.010989010989,0,0,0,0,1,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:14000-6,192.168.249.73,44909,192.168.19.166,14000,6,2025-03-11 15:16:18.049744 UTC,2025-03-11 15:16:18.049826 UTC,82,TCP Reset,1741706178049,1741706178049,1741706178049,1741706178049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,42,44,40,2,1,1,44,44,0,44,44,40,40,0,40,40,44,22,2,24,20,24,24,0,24,24,20,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0.082,0,0.082,0.082,0,0,0,0,0,-1,-1,0,0,0,1024,0,1024,512,512,1024,0,1024,1024,0,1024,1024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,.A.RS.,1024390.243902439,24390.243902439022,536585.3658536585,12195.121951219511,487804.8780487805,12195.121951219511,0,0,0,0,1,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:5901-6,192.168.249.73,44909,192.168.19.166,5901,6,2025-03-11 15:16:18.050027 UTC,2025-03-11 15:16:18.050092 UTC,65,TCP Reset,1741706178050,1741706178050,1741706178050,1741706178050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,42,44,40,2,1,1,44,44,0,44,44,40,40,0,40,40,44,22,2,24,20,24,24,0,24,24,20,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0.065,0,0.065,0.065,0,0,0,0,0,-1,-1,0,0,0,1024,0,1024,512,512,1024,0,1024,1024,0,1024,1024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,.A.RS.,1292307.6923076925,30769.230769230773,676923.076923077,15384.615384615387,615384.6153846155,15384.615384615387,0,0,0,0,1,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:3071-6,192.168.249.73,44909,192.168.19.166,3071,6,2025-03-11 15:16:18.050698 UTC,2025-03-11 15:16:18.050720 UTC,22,TCP Reset,1741706178050,1741706178050,1741706178050,1741706178050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,42,44,40,2,1,1,44,44,0,44,44,40,40,0,40,40,44,22,2,24,20,24,24,0,24,24,20,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0.022,0,0.022,0.022,0,0,0,0,0,-1,-1,0,0,0,1024,0,1024,512,512,1024,0,1024,1024,0,1024,1024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,.A.RS.,3818181.8181818184,90909.09090909091,2000000,45454.545454545456,1818181.8181818181,45454.545454545456,0,0,0,0,1,1,port-scan,nmap,nmap_A_T4
192.168.249.73:44909-192.168.19.166:79-6,192.168.249.73,44909,192.168.19.166,79,6,2025-03-11 15:16:18.051112 UTC,2025-03-11 15:16:18.051149 UTC,37,TCP Reset,1741706178051,1741706178051,1741706178051,1741706178051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,42,44,40,2,1,1,44,44,0,44,44,40,40,0,40,40,44,22,2,24,20,24,24,0,24,24,20,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0.037,0,0.037,0.037,0,0,0,0,0,-1,-1,0,0,0,1024,0,1024,512,512,1024,0,1024,1024,0,1024,1024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,.A.RS.,2270270.2702702703,54054.05405405405,1189189.1891891893,27027.027027027027,1081081.0810810812,27027.027027027027,0,0,0,0,1,1,port-scan,nmap,nmap_A_T4
