DateTime,Extractor,Folder,PCAP File,Runtime (s),Avg_CPU_Usage (%),Avg_Memory_Usage (MB),Max_Memory_Usage (MB),CPU Cores,CPU Logical Cores,Total Memory (MB),Available Memory (MB)
2024-10-08 07:16:53,cicflowmeter,/data/monday,sample_100k,2.9744553565979004,223.29999999999998,221.55338541666666,381.54296875,16,32,48236.55078125,44446.07421875
2024-10-08 07:16:56,cicflowmeter,/data/monday,sample_500k,11.219993591308594,613.7166666666666,591.0895182291666,811.82421875,16,32,48236.55078125,44445.96484375
2024-10-08 07:17:07,cicflowmeter,/data/monday,sample_1M,24.67751145362854,901.6800000000002,745.4634375,953.27734375,16,32,48236.55078125,44427.90625
2024-10-08 07:17:32,cicflowmeter,/data/monday,sample_2M,58.707443952560425,1173.8949152542375,959.9294226694915,1148.33203125,16,32,48236.55078125,44435.890625
2024-10-08 07:18:31,cicflowmeter,/data/monday,sample_4M,144.12181615829468,1387.2791666666665,1134.042236328125,1407.921875,16,32,48236.55078125,44448.65234375
2024-10-08 07:20:55,cicflowmeter,/data/monday,sample_8M,312.3112316131592,1436.566666666667,1676.4168419471155,3366.15234375,16,32,48236.55078125,44430.59765625
2024-10-08 07:26:07,cicflowmeter,/data/tuesday,sample_100k,3.2487854957580566,205.0,265.1494140625,427.5,16,32,48236.55078125,44447.0078125
2024-10-08 07:26:11,cicflowmeter,/data/tuesday,sample_500k,11.155999898910522,393.7916666666667,659.0774739583334,1091.66796875,16,32,48236.55078125,44442.1328125
2024-10-08 07:26:22,cicflowmeter,/data/tuesday,sample_1M,24.979873180389404,854.1919999999998,950.5240625,1275.42578125,16,32,48236.55078125,44428.75390625
2024-10-08 07:26:47,cicflowmeter,/data/tuesday,sample_2M,57.082645654678345,1156.89298245614,1183.658237390351,1390.8046875,16,32,48236.55078125,44419.62109375
2024-10-08 07:27:44,cicflowmeter,/data/tuesday,sample_4M,150.24859428405762,1421.1200000000003,1305.2890625,1610.7734375,16,32,48236.55078125,44431.7109375
2024-10-08 07:30:14,cicflowmeter,/data/tuesday,sample_8M,347.3061726093292,1491.8616714697393,1851.2564278638329,3106.34765625,16,32,48236.55078125,44440.0078125
2024-10-08 07:36:01,cicflowmeter,/data/wednesday,sample_100k,2.451936960220337,211.33333333333334,204.64322916666666,382.1640625,16,32,48236.55078125,44454.171875
2024-10-08 07:36:04,cicflowmeter,/data/wednesday,sample_500k,9.735680341720581,474.86,474.642578125,678.890625,16,32,48236.55078125,44440.89453125
2024-10-08 07:36:14,cicflowmeter,/data/wednesday,sample_1M,22.165860176086426,814.0826086956524,591.9110054347826,759.69921875,16,32,48236.55078125,44416.32421875
2024-10-08 07:36:36,cicflowmeter,/data/wednesday,sample_2M,53.47654366493225,1129.8851851851853,726.9438657407408,938.0625,16,32,48236.55078125,44429.36328125
2024-10-08 07:37:29,cicflowmeter,/data/wednesday,sample_4M,135.559960603714,1375.2029411764704,935.7060834099265,1168.15625,16,32,48236.55078125,44432.578125
2024-10-08 07:39:45,cicflowmeter,/data/wednesday,sample_8M,275.863569021225,1209.5300724637655,1381.9980751811595,2655.11328125,16,32,48236.55078125,44454.35546875
2024-10-08 07:44:21,cicflowmeter,/data/thursday,sample_100k,2.989435911178589,204.03333333333333,203.18229166666666,364.52734375,16,32,48236.55078125,44448.67578125
2024-10-08 07:44:24,cicflowmeter,/data/thursday,sample_500k,11.382647037506104,638.85,585.787109375,811.3359375,16,32,48236.55078125,44434.68359375
2024-10-08 07:44:35,cicflowmeter,/data/thursday,sample_1M,24.28205108642578,864.4119999999999,728.28109375,903.25390625,16,32,48236.55078125,44425.91015625
2024-10-08 07:44:59,cicflowmeter,/data/thursday,sample_2M,56.332170248031616,1165.4842105263156,827.9730674342105,1021.0,16,32,48236.55078125,44428.28515625
2024-10-08 07:45:56,cicflowmeter,/data/thursday,sample_4M,138.16293168067932,1328.479710144927,1095.2790421195652,1833.3046875,16,32,48236.55078125,44448.5546875
2024-10-08 07:48:14,cicflowmeter,/data/thursday,sample_8M,334.9483003616333,1489.8227544910167,2118.897069142964,3972.12890625,16,32,48236.55078125,44450.0
2024-10-08 07:53:49,cicflowmeter,/data/friday,sample_100k,3.014559745788574,204.95,150.701171875,352.23828125,16,32,48236.55078125,44437.06640625
2024-10-08 07:53:52,cicflowmeter,/data/friday,sample_500k,10.537196636199951,482.00909090909084,608.4978693181819,887.6640625,16,32,48236.55078125,44429.66015625
2024-10-08 07:54:02,cicflowmeter,/data/friday,sample_1M,23.180424451828003,813.1291666666666,829.3701171875,1054.5234375,16,32,48236.55078125,44417.4609375
2024-10-08 07:54:26,cicflowmeter,/data/friday,sample_2M,54.61291241645813,1121.9745454545455,991.9738636363636,1184.859375,16,32,48236.55078125,44408.2734375
2024-10-08 07:55:20,cicflowmeter,/data/friday,sample_4M,141.52315163612366,1355.6802816901406,1211.4607449383802,1932.31640625,16,32,48236.55078125,44428.6484375
2024-10-08 07:57:42,cicflowmeter,/data/friday,sample_8M,296.61398553848267,1358.5003378378374,2233.1604597761825,5258.09375,16,32,48236.55078125,44433.3984375
