  Time           eno3       
HH:MM:SS   KB/s in  KB/s out
11:08:28  187774.7      0.00
11:08:29  187716.3      0.00
11:08:30  183421.6      0.00
11:08:31  194834.5      0.00
11:08:32  191589.3      0.00
11:08:33  184254.8      0.00
11:08:34  180486.3      0.00
11:08:35  185256.3      0.00
11:08:36  188556.2      0.00
11:08:37  177969.7      0.00
11:08:38  178884.6      0.00
11:08:39  187014.6      0.00
11:08:40  182321.6      0.00
11:08:41  172023.8      0.00
11:08:42  167521.1      0.00
11:08:43  171373.7      0.00
11:08:44  154772.3      0.00
11:08:45  170699.9      0.00
11:08:46  163614.8      0.00
11:08:47  141953.3      0.00
11:08:48  150716.9      0.00
11:08:49  166328.5      0.00
11:08:50  152480.9      0.00
11:08:51  172683.8      0.00
11:08:52  173695.5      0.00
11:08:53  193285.8      0.00
11:08:54  152842.5      0.00
11:08:55  156533.7      0.00
11:08:56  181511.1      0.00
11:08:57  216843.3      0.00
11:08:58  210836.6      0.00
11:08:59  187788.4      0.00
11:09:00  235384.3      0.00
11:09:01  307895.9      0.00
11:09:02  307523.5      0.00
11:09:03  286367.6      0.00
11:09:04  306764.3      0.00
11:09:05  308376.8      0.00
11:09:06  229676.9      0.00
11:09:07  199724.0      0.00
11:09:08  203883.7      0.00
11:09:09  302135.3      0.00
11:09:10  202843.3      0.00
11:09:11  182504.0      0.00
11:09:12  150587.3      0.00
11:09:13  159458.0      0.00
11:09:14  163997.5      0.00
11:09:15  190223.0      0.00
11:09:16  210674.4      0.00
11:09:17  161903.1      0.00
11:09:18  178522.9      0.00
11:09:19  188945.2      0.00
11:09:20  199403.4      0.00
11:09:21  186427.6      0.00
11:09:22  173039.1      0.00
11:09:23  150389.1      0.00
11:09:24  167984.3      0.00
11:09:25  158267.1      0.00
11:09:26  153623.0      0.00
11:09:27  179265.1      0.00
11:09:28  188481.6      0.00
11:09:29  193257.6      0.00
11:09:30  179125.2      0.00
11:09:31  223147.8      0.00
11:09:32  216553.2      0.00
11:09:33  212662.0      0.00
11:09:34  212147.0      0.00
11:09:35  186009.6      0.00
11:09:36  182751.2      0.00
11:09:37  183741.4      0.00
11:09:38  182307.8      0.00
11:09:39  185918.7      0.00
11:09:40  184111.1      0.00
11:09:41  185213.8      0.00
11:09:42  183190.7      0.00
11:09:43  188192.1      0.00
11:09:44  168468.8      0.00
11:09:45  165055.4      0.00
11:09:46  143938.4      0.00
11:09:47  167238.8      0.00
11:09:48  173380.6      0.00
11:09:49  170388.7      0.00
11:09:50  171497.3      0.00
11:09:51  182840.2      0.00
11:09:52  194334.8      0.00
11:09:53  211081.4      0.00
11:09:54  264870.2      0.00
11:09:55  180806.7      0.00
11:09:56  161984.5      0.00
11:09:57  154227.7      0.00
11:09:58  153009.7      0.00
11:09:59  142870.0      0.00
11:10:00  156110.8      0.00
11:10:01  149047.3      0.00
11:10:02  152719.2      0.00
11:10:03  152616.7      0.00
11:10:04  176184.2      0.00
11:10:05  168302.6      0.00
11:10:06  190686.9      0.00
11:10:07  188458.2      0.00
11:10:08  182194.9      0.00
11:10:09  184381.3      0.00
11:10:10  176323.8      0.00
11:10:11  185428.3      0.00
11:10:12  204145.2      0.00
11:10:13  180022.8      0.00
11:10:14  140994.3      0.00
11:10:15  142478.0      0.00
11:10:16  164710.4      0.00
11:10:17  170571.7      0.00
11:10:18  176211.2      0.00
11:10:19  236545.9      0.00
11:10:20  247769.3      0.00
11:10:21  156220.3      0.00
11:10:22  164245.2      0.00
11:10:23  185478.1      0.00
11:10:24  159764.8      0.00
11:10:25  190776.1      0.00
11:10:26  204770.1      0.00
11:10:27  134077.9      0.00
11:10:28  109235.9      0.00
11:10:29  151268.3      0.00
11:10:30  159749.6      0.00
11:10:31  148943.6      0.00
11:10:32  204277.8      0.00
11:10:33  165767.1      0.00
11:10:34  134851.8      0.00
11:10:35  126525.6      0.00
11:10:36  126296.3      0.00
11:10:37  123481.1      0.00
11:10:38  125543.6      0.00
11:10:39  130524.4      0.00
11:10:40  134891.9      0.00
11:10:41  192737.4      0.00
11:10:42  169212.3      0.00
11:10:43  166070.5      0.00
11:10:44  199173.6      0.00
11:10:45  159139.0      0.00
11:10:46  153248.9      0.00
11:10:47  157930.9      0.00
11:10:48  146722.5      0.00
11:10:49  166873.4      0.00
11:10:50  151443.3      0.00
11:10:51  148876.0      0.00
11:10:52  84182.72      0.00
11:10:53  32681.42      0.00
11:10:54  98436.46      0.00
11:10:55  158999.3      0.00
11:10:56  142865.2      0.00
11:10:57  116002.9      0.00
11:10:58  118727.2      0.00
11:10:59  112709.2      0.00
11:11:00  119266.2      0.00
11:11:01  150437.2      0.00
11:11:02  27911.78      0.42
11:11:03      0.00      0.00
