DateTime,Extractor,Folder,PCAP File,Runtime (s),Avg_CPU_Usage (%),Avg_Memory_Usage (MB),Max_Memory_Usage (MB),CPU Cores,CPU Logical Cores,Total Memory (MB),Available Memory (MB)
2024-10-08 16:07:22,go-flows,/data/monday,sample_100k,0.1463308334350586,0.0,4.0703125,4.0703125,16,32,48236.55078125,45135.40234375
2024-10-08 16:07:22,go-flows,/data/monday,sample_500k,1.9805519580841064,57.95,32.91796875,61.86328125,16,32,48236.55078125,45144.87890625
2024-10-08 16:07:24,go-flows,/data/monday,sample_1M,4.713731050491333,72.72,63.33984375,85.69140625,16,32,48236.55078125,45139.26171875
2024-10-08 16:07:29,go-flows,/data/monday,sample_2M,9.328362703323364,74.41,80.1078125,98.15625,16,32,48236.55078125,45133.49609375
2024-10-08 16:07:38,go-flows,/data/monday,sample_4M,18.341121673583984,80.4842105263158,88.30900493421052,106.90625,16,32,48236.55078125,45133.3203125
2024-10-08 16:07:57,go-flows,/data/monday,sample_8M,33.71551513671875,98.1323529411765,95.78239889705883,109.83984375,16,32,48236.55078125,45143.1484375
2024-10-08 16:08:30,go-flows,/data/tuesday,sample_100k,0.22158145904541016,0.0,3.83984375,3.83984375,16,32,48236.55078125,45152.0546875
2024-10-08 16:08:31,go-flows,/data/tuesday,sample_500k,1.4255008697509766,77.4,36.552734375,71.33203125,16,32,48236.55078125,45152.37109375
2024-10-08 16:08:32,go-flows,/data/tuesday,sample_1M,3.686943292617798,84.9,61.744140625,92.33203125,16,32,48236.55078125,45152.515625
2024-10-08 16:08:36,go-flows,/data/tuesday,sample_2M,8.1992506980896,89.0111111111111,84.34288194444444,112.9609375,16,32,48236.55078125,45155.984375
2024-10-08 16:08:44,go-flows,/data/tuesday,sample_4M,18.66122031211853,82.27368421052634,103.68935032894737,127.3046875,16,32,48236.55078125,45155.359375
2024-10-08 16:09:03,go-flows,/data/tuesday,sample_8M,34.22952437400818,89.80857142857148,106.68203125,126.8046875,16,32,48236.55078125,45146.62109375
2024-10-08 16:09:37,go-flows,/data/wednesday,sample_100k,0.41412925720214844,0.0,4.0625,4.0625,16,32,48236.55078125,45153.8828125
2024-10-08 16:09:37,go-flows,/data/wednesday,sample_500k,2.10998797416687,55.93333333333334,40.83203125,62.734375,16,32,48236.55078125,45152.625
2024-10-08 16:09:39,go-flows,/data/wednesday,sample_1M,4.686774253845215,62.720000000000006,54.784375,76.57421875,16,32,48236.55078125,45147.6484375
2024-10-08 16:09:44,go-flows,/data/wednesday,sample_2M,8.818016290664673,73.24444444444444,66.61805555555556,83.65625,16,32,48236.55078125,45148.01953125
2024-10-08 16:09:53,go-flows,/data/wednesday,sample_4M,19.79358458518982,74.56000000000002,79.77421875,96.70703125,16,32,48236.55078125,45150.90234375
2024-10-08 16:10:13,go-flows,/data/wednesday,sample_8M,35.992368936538696,94.03333333333339,93.27105034722223,189.0859375,16,32,48236.55078125,45153.5625
2024-10-08 16:10:49,go-flows,/data/thursday,sample_100k,0.3190431594848633,0.0,3.90234375,3.90234375,16,32,48236.55078125,45157.49609375
2024-10-08 16:10:49,go-flows,/data/thursday,sample_500k,2.24143123626709,59.26666666666667,47.223958333333336,76.8984375,16,32,48236.55078125,45157.2734375
2024-10-08 16:10:51,go-flows,/data/thursday,sample_1M,4.304609060287476,73.52000000000001,61.0140625,84.3984375,16,32,48236.55078125,45154.25390625
2024-10-08 16:10:56,go-flows,/data/thursday,sample_2M,9.352611780166626,73.60999999999999,77.303125,92.21875,16,32,48236.55078125,45159.80078125
2024-10-08 16:11:05,go-flows,/data/thursday,sample_4M,17.32643413543701,93.0111111111111,85.10720486111111,101.875,16,32,48236.55078125,45155.55078125
2024-10-08 16:11:22,go-flows,/data/thursday,sample_8M,28.952481746673584,118.61379310344832,91.9709051724138,110.85546875,16,32,48236.55078125,45146.69140625
2024-10-08 16:11:51,go-flows,/data/friday,sample_100k,0.3227975368499756,0.0,4.0234375,4.0234375,16,32,48236.55078125,45149.61328125
2024-10-08 16:11:52,go-flows,/data/friday,sample_500k,1.8347604274749756,60.45,33.751953125,65.79296875,16,32,48236.55078125,45149.68359375
2024-10-08 16:11:53,go-flows,/data/friday,sample_1M,4.288784027099609,72.92,59.721875,82.53125,16,32,48236.55078125,45149.85546875
2024-10-08 16:11:58,go-flows,/data/friday,sample_2M,8.522722005844116,78.02222222222221,74.0546875,92.28515625,16,32,48236.55078125,45155.05078125
2024-10-08 16:12:06,go-flows,/data/friday,sample_4M,16.766358137130737,82.43529411764706,83.48943014705883,97.53515625,16,32,48236.55078125,45155.3046875
2024-10-08 16:12:23,go-flows,/data/friday,sample_8M,28.165555477142334,139.10344827586212,90.01522090517241,134.98828125,16,32,48236.55078125,45152.64453125
2024-10-08 16:15:25,go-flows,/data/cicids2017,cicids2017,140.32331800460815,194.80567375886525,138.79695811170214,217.34375,16,32,48236.55078125,45133.671875
2024-10-08 16:17:45,go-flows,/data/cicids2017,cicids2017,131.00136256217957,209.70000000000013,137.64444179389312,216.44140625,16,32,48236.55078125,45126.36328125
2024-10-08 16:19:57,go-flows,/data/cicids2017,cicids2017,148.1161961555481,186.13716216216216,131.0595967060811,213.03125,16,32,48236.55078125,45125.43359375
2024-10-08 16:22:25,go-flows,/data/cicids2017,cicids2017,95.65036201477051,276.83958333333334,134.64762369791666,214.89453125,16,32,48236.55078125,45127.46875
2024-10-08 16:24:01,go-flows,/data/cicids2017,cicids2017,152.04722428321838,181.3934210526315,136.0654296875,215.51953125,16,32,48236.55078125,45130.91015625
