Interval,CPU_Usage (%),Memory_Usage (MB),CPU_Num,Num_Threads,Open_Files,Context_Switches
1,0.0,0.5234375,3,1,1,2
2,360.7,228.37890625,3,47,39,20
3,267.3,382.0078125,3,47,39,20
4,407.0,484.765625,3,47,39,20
5,363.2,506.9296875,3,47,39,20
6,817.1,557.6015625,3,47,39,20
7,881.5,581.3046875,3,47,39,20
8,792.2,604.56640625,3,47,39,20
9,941.8,626.9296875,3,47,39,20
10,973.7,651.01953125,3,47,39,20
11,571.6,654.69921875,3,47,39,20
12,999.7,676.734375,3,47,39,20
13,943.5,677.14453125,3,47,39,20
14,905.2,677.69921875,3,47,39,20
15,933.0,678.18359375,3,47,39,20
16,943.9,678.8359375,3,47,39,20
17,1227.8,681.51953125,3,47,39,20
18,1368.8,696.1171875,3,47,39,20
19,1413.6,722.859375,3,47,39,20
20,645.4,727.734375,3,47,39,20
21,854.1,749.609375,3,47,39,20
22,1634.9,757.6875,3,47,39,20
23,1185.3,761.1953125,3,47,39,20
24,963.8,762.16796875,3,47,39,20
25,882.0,762.20703125,3,47,39,20
26,1320.5,762.51171875,3,47,39,20
27,1535.3,762.56640625,3,47,39,20
28,1228.1,763.4609375,3,47,39,20
29,892.0,757.24609375,3,47,39,20
30,1909.2,757.3671875,3,47,39,20
31,1284.8,764.99609375,3,47,39,20
32,938.0,765.46875,3,47,39,20
33,1638.3,780.9765625,3,47,39,20
34,1119.5,785.17578125,3,47,39,20
35,917.0,804.234375,3,47,39,20
36,1656.0,805.8125,3,47,39,20
37,1109.4,814.22265625,3,47,39,20
38,1270.8,814.2265625,3,47,39,20
39,1892.5,814.578125,3,47,39,20
40,947.1,814.58203125,3,47,39,20
41,1282.7,814.90234375,3,47,39,20
42,1861.4,817.0390625,3,47,39,20
43,866.2,818.2265625,3,47,39,20
44,1921.3,832.7265625,3,47,39,20
45,1343.9,847.0,3,47,39,20
46,826.3,847.859375,3,47,39,20
47,2216.6,867.72265625,3,47,39,20
48,917.7,869.734375,3,47,39,20
49,1528.1,885.234375,3,47,39,20
50,1609.1,904.19140625,3,47,39,20
51,1288.9,904.45703125,3,47,39,20
52,1618.3,914.6953125,3,47,39,20
53,825.4,937.26953125,3,47,39,20
54,1972.3,938.0625,3,47,40,20
