Interval,CPU_Usage (%),Memory_Usage (MB),CPU_Num,Num_Threads,Open_Files,Context_Switches
1,0.0,3.9765625,6,1,0,0
2,120.9,67.0234375,6,23,2,5
3,85.9,84.5078125,6,23,2,5
4,80.9,85.00390625,6,23,2,5
5,85.9,91.94140625,6,23,2,5
6,82.9,93.5234375,6,23,2,5
7,75.9,94.9375,6,23,2,5
8,68.9,94.9375,6,23,2,5
9,69.9,95.921875,6,23,2,5
10,70.9,96.921875,6,23,2,5
11,98.9,86.21484375,6,28,2,5
12,81.9,83.7265625,6,29,2,5
13,72.9,92.3203125,6,29,2,5
14,113.9,88.31640625,6,32,2,5
15,78.9,98.6328125,6,32,2,5
16,89.9,102.578125,6,32,2,5
17,82.9,104.54296875,6,32,2,5
18,83.9,105.9375,6,32,2,5
19,83.9,106.90625,6,32,2,5
