  Time           eno3       
HH:MM:SS   KB/s in  KB/s out
16:16:59  12206.59      0.00
16:17:00  12207.28      0.00
16:17:01  12206.74      0.00
16:17:02  12206.52      0.00
16:17:03  12207.57      0.00
16:17:04  12206.95      0.00
16:17:05  12207.41      0.00
16:17:06  12207.04      0.00
16:17:07  12206.51      0.00
16:17:08  12206.66      0.00
16:17:09  12207.74      0.00
16:17:10  12207.22      0.00
16:17:11  12206.82      0.00
16:17:12  12207.57      0.00
16:17:13  12206.20      0.00
16:17:14  12206.98      0.00
16:17:15  12207.58      0.00
16:17:16  12206.43      0.00
16:17:17  12207.53      0.00
16:17:18  12206.30      0.00
16:17:19  12207.06      0.00
16:17:20  12207.84      0.00
16:17:21  12207.43      0.00
16:17:22  12206.99      0.00
16:17:23  12207.30      0.00
16:17:24  12206.45      0.00
16:17:25  12206.44      0.00
16:17:26  12207.04      0.00
16:17:27  12207.18      0.00
16:17:28  12207.01      0.00
16:17:29  12207.47      0.00
16:17:30  12206.98      0.00
16:17:31  12206.98      0.00
16:17:32  12207.27      0.00
16:17:33  12206.29      0.00
16:17:34  12206.91      0.00
16:17:35  12207.87      0.00
16:17:36  12207.13      0.00
16:17:37  12206.00      0.00
16:17:38  12207.16      0.00
16:17:39  12207.44      0.00
16:17:40  12207.22      0.00
16:17:41  12207.47      0.00
16:17:42  12205.99      0.00
16:17:43  12207.25      0.00
16:17:44  12207.96      0.00
16:17:45  12207.04      0.00
16:17:46  12205.83      0.00
16:17:47  12207.35      0.00
16:17:48  12207.82      0.00
16:17:49  12206.37      0.00
16:17:50  12207.45      0.00
16:17:51  12207.19      0.00
16:17:52  12207.45      0.00
16:17:53  12206.10      0.00
16:17:54  12206.66      0.00
16:17:55  12208.12      0.00
16:17:56  12207.25      0.00
16:17:57  12206.54      0.00
16:17:58  12206.74      0.00
16:17:59  12207.92      0.00
16:18:00  12205.79      0.00
16:18:01  12207.63      0.00
16:18:02  12207.25      0.00
16:18:03  12207.23      0.00
16:18:04  12206.66      0.00
16:18:05  12206.16      0.00
16:18:06  12207.38      0.00
16:18:07  12208.10      0.00
16:18:08  12206.56      0.00
16:18:09  12207.49      0.00
16:18:10  12206.71      0.00
16:18:11  12206.03      0.00
16:18:12  12207.82      0.00
16:18:13  12206.42      0.00
16:18:14  12207.94      0.00
16:18:15  12206.44      0.00
16:18:16  12207.83      0.00
16:18:17  12206.44      0.00
16:18:18  12206.37      0.00
16:18:19  12207.71      0.00
16:18:20  12207.59      0.00
16:18:21  12207.22      0.00
16:18:22  12206.22      0.00
