Interval,CPU_Usage (%),Memory_Usage (MB),CPU_Num,Num_Threads,Open_Files,Context_Switches,Child Processes
1,0.0,3.7421875,"[14, 24]",2,1,2,1
2,0.0,153.98046875,"[14, 24, 9, 27]",6,3,25,3
3,44.4,158.62109375,"[14, 24, 9, 27]",6,3,33,3
4,46.3,160.234375,"[14, 24, 9, 27]",6,3,41,3
5,46.3,160.46875,"[14, 24, 9, 27]",6,3,49,3
6,45.4,161.0859375,"[14, 24, 9, 27]",6,3,58,3
7,44.4,161.28125,"[14, 24, 9, 27]",6,3,66,3
8,47.3,163.01171875,"[14, 24, 9, 27]",6,3,74,3
9,46.1,163.34375,"[14, 24, 9, 27]",6,3,82,3
10,44.4,49.2578125,"[14, 24, 10, 27]",5,2,90,3
