Interval,CPU_Usage (%),Memory_Usage (MB),CPU_Num,Num_Threads,Open_Files,Context_Switches
1,0.0,4.9609375,21,1,0,0
2,241.7,62.08203125,1,1,1,1087
3,6.0,62.08203125,1,1,1,1241
4,5.0,62.08203125,1,1,1,1396
5,1.0,62.08203125,0,1,1,1443
6,1.0,62.08203125,0,1,1,1470
7,2.0,62.08203125,0,1,1,1553
8,4.0,62.08203125,0,1,1,1645
9,1.0,62.08203125,0,1,1,1683
10,2.0,62.08203125,0,1,1,1735
11,1.0,62.08203125,0,1,1,1769
12,5.0,62.08203125,0,1,1,1846
13,41.0,62.08203125,1,1,1,2041
14,34.0,62.08203125,0,1,1,2113
15,1.0,62.08203125,0,1,1,2165
16,17.0,62.08203125,0,1,1,2453
17,1.0,62.08203125,0,1,1,2504
18,12.0,62.08203125,1,1,1,2633
19,3.0,62.08203125,1,1,1,2741
20,4.0,62.08203125,1,1,1,2891
21,4.0,62.08203125,1,1,1,2919
22,28.0,62.08203125,1,1,1,2972
23,1.0,62.08203125,1,1,1,3027
24,3.0,62.08203125,1,1,1,3112
25,1.0,62.08203125,1,1,1,3162
26,3.0,62.08203125,1,1,1,3282
27,1.0,62.08203125,1,1,1,3338
28,2.0,62.08203125,1,1,1,3380
29,2.0,62.08203125,1,1,1,3435
30,1.0,62.08203125,1,1,1,3462
31,11.0,62.08203125,1,1,1,3624
32,29.0,62.08203125,0,1,1,4014
33,5.0,62.08203125,1,1,1,4250
34,3.0,62.08203125,1,1,1,4347
35,50.0,62.08203125,0,1,1,5080
36,71.9,62.08203125,0,1,1,5522
37,89.9,62.08203125,0,1,1,5545
38,99.9,62.08203125,0,1,1,5550
39,99.9,62.08203125,1,1,1,5552
40,99.9,62.08203125,0,1,1,5556
41,100.9,62.08203125,0,1,1,5559
42,98.9,62.08203125,0,1,1,5563
43,100.9,62.08203125,0,1,1,5565
44,98.9,62.08203125,0,1,1,5571
45,98.9,62.08203125,1,1,1,5573
46,100.9,62.08203125,1,1,1,5574
47,99.9,62.08203125,1,1,1,5580
48,99.9,62.08203125,0,1,1,5585
49,99.9,62.08203125,0,1,1,5587
50,99.9,62.08203125,0,1,1,5590
51,99.9,62.08203125,1,1,1,5592
52,99.9,62.1640625,1,1,1,5594
53,99.9,62.1640625,1,1,1,5597
54,99.9,62.1640625,1,1,1,5598
55,99.9,62.1640625,1,1,1,5601
56,99.9,62.1640625,1,1,1,5604
