Interval,CPU_Usage (%),Memory_Usage (MB),CPU_Num,Num_Threads,Open_Files,Context_Switches
1,0.0,5.0625,7,1,0,0
2,324.8,62.4921875,0,1,1,397
3,2.0,62.4921875,0,1,1,445
4,7.0,62.4921875,0,1,1,595
5,1.0,62.4921875,0,1,1,630
6,1.0,62.4921875,0,1,1,677
7,4.0,62.4921875,0,1,1,791
8,2.0,62.4921875,0,1,1,850
9,2.0,62.4921875,0,1,1,932
10,6.0,62.4921875,1,1,1,1015
11,63.9,62.4921875,1,1,1,1102
12,11.0,62.4921875,1,1,1,1179
13,10.0,62.4921875,1,1,1,1522
14,3.0,62.4921875,1,1,1,1648
15,2.0,62.4921875,1,1,1,1703
16,4.0,62.4921875,1,1,1,1769
17,1.0,62.4921875,1,1,1,1806
18,37.0,62.4921875,1,1,1,1897
19,1.0,62.4921875,1,1,1,1982
20,1.0,62.4921875,1,1,1,2016
21,4.0,62.4921875,1,1,1,2118
22,3.0,62.4921875,1,1,1,2207
23,2.0,62.4921875,1,1,1,2290
24,2.0,62.4921875,1,1,1,2366
25,1.0,62.4921875,1,1,1,2412
26,1.0,62.4921875,1,1,1,2476
27,0.0,62.4921875,1,1,1,2502
28,2.0,62.4921875,1,1,1,2577
29,30.0,62.4921875,1,1,1,3024
30,2.0,62.4921875,1,1,1,3133
31,6.0,62.4921875,1,1,1,3344
32,1.0,62.4921875,1,1,1,3411
33,65.9,62.4921875,1,1,1,4075
34,80.9,62.4921875,0,1,1,4117
35,92.9,62.57421875,0,1,1,4135
36,99.9,62.57421875,0,1,1,4140
37,99.9,62.57421875,1,1,1,4142
38,99.9,62.57421875,1,1,1,4144
39,99.9,62.57421875,1,1,1,4146
40,100.9,62.57421875,1,1,1,4150
41,98.9,62.57421875,0,1,1,4152
42,98.9,62.57421875,0,1,1,4160
43,99.9,62.57421875,1,1,1,4164
44,98.9,62.57421875,1,1,1,4169
45,100.9,62.57421875,1,1,1,4173
46,98.9,62.57421875,1,1,1,4176
47,99.9,62.57421875,1,1,1,4177
48,100.9,62.57421875,1,1,1,4181
49,98.9,62.57421875,1,1,1,4183
50,100.9,62.57421875,0,1,1,4191
51,98.9,62.57421875,0,1,1,4192
52,100.9,62.57421875,0,1,1,4194
53,99.9,62.57421875,0,1,1,4197
54,99.9,62.57421875,0,1,1,4199
55,99.9,62.57421875,0,1,1,4202
56,100.9,62.57421875,0,1,1,4205
57,98.9,62.57421875,0,1,1,4207
58,99.9,62.57421875,0,1,1,4211
59,100.9,62.57421875,0,1,1,4214
60,99.9,62.57421875,0,1,1,4219
61,98.9,62.57421875,0,1,1,4221
62,100.9,62.57421875,0,1,1,4224
63,98.9,62.57421875,0,1,1,4227
64,99.9,62.57421875,0,1,1,4229
65,99.9,62.57421875,0,1,1,4232
66,99.9,62.57421875,0,1,1,4237
67,99.9,62.57421875,0,1,1,4239
68,100.9,62.57421875,0,1,1,4241
69,98.9,62.57421875,0,1,1,4244
70,98.9,62.57421875,0,1,1,4249
71,99.9,62.57421875,0,1,1,4258
72,98.9,62.57421875,0,1,1,4261
73,98.9,62.57421875,0,1,1,4265
74,95.9,62.57421875,0,1,1,4279
75,96.9,62.57421875,0,1,1,4284
76,98.9,62.57421875,1,1,1,4292
77,99.9,62.57421875,1,1,1,4294
78,99.9,62.57421875,1,1,1,4298
79,55.9,62.57421875,1,1,1,4377
80,0.0,62.57421875,1,1,1,4389
81,1.0,62.57421875,1,1,1,4425
82,3.0,62.57421875,1,1,1,4442
83,0.0,62.57421875,0,1,1,4459
84,1.0,62.57421875,0,1,1,4492
85,4.0,62.57421875,0,1,1,4646
86,2.0,62.57421875,0,1,1,4714
87,1.0,62.57421875,0,1,1,4734
88,11.0,62.57421875,1,1,1,4810
89,1.0,62.57421875,0,1,1,4860
90,1.0,62.57421875,0,1,1,4888
91,2.0,62.57421875,0,1,1,4929
92,5.0,62.57421875,1,1,1,4976
93,5.0,62.57421875,1,1,1,5124
94,15.0,62.57421875,1,1,1,5287
95,3.0,62.57421875,1,1,1,5348
96,2.0,62.57421875,0,1,1,5441
97,1.0,62.57421875,0,1,1,5459
98,0.0,62.57421875,0,1,1,5467
99,0.0,62.57421875,0,1,1,5487
100,5.0,62.57421875,1,1,1,5569
101,9.0,62.57421875,0,1,1,5755
102,1.0,62.57421875,1,1,1,5837
103,5.0,62.57421875,1,1,1,5957
104,59.9,62.57421875,1,1,1,6637
105,2.0,62.57421875,1,1,1,6707
106,16.0,62.57421875,1,1,1,6911
107,16.0,62.57421875,0,1,1,7091
108,74.9,62.57421875,1,1,1,7176
109,98.9,62.57421875,1,1,1,7198
110,99.9,62.57421875,0,1,1,7213
111,99.9,62.57421875,0,1,1,7220
112,99.9,62.57421875,0,1,1,7222
113,99.9,62.57421875,1,1,1,7224
114,100.9,62.57421875,0,1,1,7225
115,98.9,62.57421875,0,1,1,7232
116,98.9,62.57421875,0,1,1,7235
117,99.9,62.57421875,0,1,1,7239
118,99.9,62.57421875,0,1,1,7242
119,99.9,62.57421875,0,1,1,7244
120,100.9,62.57421875,0,1,1,7247
121,98.9,62.57421875,1,1,1,7249
122,98.9,62.57421875,1,1,1,7252
123,100.9,62.57421875,1,1,1,7254
124,98.9,62.57421875,1,1,1,7264
125,96.9,62.57421875,1,1,1,7272
126,98.9,62.57421875,1,1,1,7285
127,97.9,62.57421875,1,1,1,7291
128,98.9,62.57421875,1,1,1,7304
129,99.9,62.57421875,1,1,1,7307
130,99.9,62.57421875,1,1,1,7310
131,98.9,62.57421875,1,1,1,7313
132,99.9,62.57421875,1,1,1,7328
133,100.9,62.57421875,1,1,1,7330
134,98.9,62.57421875,1,1,1,7334
135,100.9,62.57421875,1,1,1,7336
136,99.9,62.57421875,1,1,1,7342
137,99.9,62.57421875,1,1,1,7346
138,99.9,62.57421875,1,1,1,7357
139,99.9,62.57421875,1,1,1,7360
140,98.9,62.57421875,1,1,1,7364
141,100.9,62.57421875,1,1,1,7367
142,98.9,62.57421875,0,1,1,7374
143,98.9,62.57421875,0,1,1,7375
144,98.9,62.57421875,1,1,1,7382
145,99.9,62.57421875,1,1,1,7383
146,99.9,62.57421875,1,1,1,7386
147,6.0,62.57421875,1,1,1,7402
148,0.0,62.57421875,1,1,1,7408
149,1.0,62.57421875,1,1,1,7428
150,1.0,62.57421875,1,1,1,7475
151,3.0,62.57421875,1,1,1,7488
152,1.0,62.57421875,1,1,1,7509
153,1.0,62.49609375,1,1,1,7546
154,5.0,62.49609375,1,1,1,7593
155,10.0,62.49609375,1,1,1,7660
156,1.0,62.49609375,1,1,1,7708
157,3.0,62.49609375,1,1,1,7728
158,1.0,62.49609375,1,1,1,7750
159,1.0,62.49609375,1,1,1,7770
160,2.0,62.49609375,1,1,1,7791
161,3.0,62.49609375,1,1,1,7852
162,5.0,62.49609375,1,1,1,7890
163,2.0,62.49609375,1,1,1,7907
164,6.0,62.49609375,1,1,1,7925
165,1.0,62.49609375,1,1,1,7937
166,0.0,62.49609375,1,1,1,7943
167,2.0,62.49609375,1,1,1,7967
168,0.0,62.49609375,1,1,1,7994
169,2.0,62.49609375,1,1,1,8073
170,1.0,62.49609375,1,1,1,8097
171,1.0,62.49609375,1,1,1,8115
172,16.0,62.49609375,1,1,1,8169
173,7.0,62.49609375,1,1,1,8261
174,12.0,62.49609375,1,1,1,8300
175,3.0,62.49609375,0,1,1,8353
176,17.0,62.49609375,1,1,1,8525
177,64.9,62.49609375,1,1,1,8880
178,93.9,62.49609375,1,1,1,8903
179,99.9,62.49609375,1,1,1,8905
180,85.9,62.49609375,1,1,1,8934
181,98.9,62.49609375,1,1,1,8937
182,99.9,62.49609375,1,1,1,8940
183,95.9,62.49609375,1,1,1,8953
184,95.9,62.49609375,1,1,1,8964
185,98.9,62.49609375,1,1,1,8966
186,99.9,62.49609375,1,1,1,8969
187,100.9,62.49609375,1,1,1,8973
188,32.0,62.49609375,1,1,1,9037
189,2.0,62.49609375,1,1,1,9103
190,3.0,62.49609375,1,1,1,9161
191,4.0,62.49609375,1,1,1,9269
192,2.0,62.49609375,1,1,1,9346
193,3.0,62.49609375,1,1,1,9417
194,34.0,62.49609375,0,1,1,9514
195,91.9,62.49609375,0,1,1,9540
196,94.9,62.49609375,1,1,1,9557
197,92.9,62.49609375,0,1,1,9594
198,87.9,62.49609375,0,1,1,9619
199,97.9,62.49609375,0,1,1,9626
200,98.9,62.49609375,1,1,1,9630
201,100.9,62.49609375,1,1,1,9631
202,99.9,62.49609375,0,1,1,9634
203,99.9,62.49609375,0,1,1,9636
204,99.9,62.49609375,0,1,1,9639
205,98.9,62.49609375,0,1,1,9644
206,100.9,62.49609375,0,1,1,9648
207,97.9,62.49609375,0,1,1,9662
208,99.9,62.49609375,0,1,1,9667
209,98.9,62.4765625,1,1,1,9672
210,98.9,62.4765625,1,1,1,9677
211,100.9,62.4765625,0,1,1,9684
212,99.9,62.4765625,0,1,1,9688
213,89.9,62.4765625,0,1,1,9709
214,99.9,62.4765625,0,1,1,9714
215,99.9,62.4765625,0,1,1,9728
216,99.9,62.4765625,0,1,1,9731
217,99.9,62.4765625,0,1,1,9733
218,99.9,62.4765625,1,1,1,9738
219,99.9,62.4765625,1,1,1,9741
220,99.9,62.4765625,1,1,1,9744
221,99.9,62.4765625,1,1,1,9749
222,98.9,62.4765625,0,1,1,9754
223,99.9,62.4765625,0,1,1,9763
224,99.9,62.4765625,0,1,1,9765
225,99.9,62.4765625,0,1,1,9767
226,99.9,62.4765625,0,1,1,9768
227,99.9,62.4765625,0,1,1,9769
