Interval,CPU_Usage (%),Memory_Usage (MB),CPU_Num,Num_Threads,Open_Files,Context_Switches
1,0.0,4.96484375,16,1,0,0
2,249.8,62.0546875,1,1,1,799
3,4.0,62.0546875,1,1,1,952
4,4.0,62.0546875,1,1,1,1135
5,2.0,62.08984375,0,1,1,1232
6,0.0,62.08984375,0,1,1,1249
7,1.0,62.08984375,0,1,1,1287
8,4.0,62.08984375,1,1,1,1402
9,1.0,62.08984375,1,1,1,1466
10,1.0,62.08984375,1,1,1,1490
11,1.0,62.08984375,1,1,1,1544
12,1.0,62.08984375,1,1,1,1592
13,1.0,62.08984375,1,1,1,1650
14,27.0,62.08984375,1,1,1,1931
15,50.9,62.08984375,1,1,1,1989
16,1.0,62.08984375,1,1,1,2048
17,11.0,62.08984375,1,1,1,2415
18,1.0,62.08984375,1,1,1,2482
19,10.0,62.08984375,1,1,1,2615
20,3.0,62.08984375,1,1,1,2723
21,6.0,62.08984375,1,1,1,2803
22,1.0,62.08984375,1,1,1,2823
23,30.0,62.08984375,0,1,1,2878
24,1.0,62.08984375,0,1,1,2915
25,2.0,62.0859375,0,1,1,3007
26,2.0,62.0859375,0,1,1,3060
27,3.0,62.0859375,0,1,1,3163
28,1.0,62.0859375,0,1,1,3224
29,2.0,62.0859375,0,1,1,3268
30,2.0,62.0859375,0,1,1,3316
31,0.0,62.0859375,0,1,1,3347
32,7.0,62.0859375,0,1,1,3501
33,32.0,62.0859375,1,1,1,3776
34,4.0,62.0859375,1,1,1,3923
35,4.0,62.0859375,1,1,1,4124
36,11.0,62.0859375,1,1,1,4562
37,82.9,62.0859375,1,1,1,5011
38,83.9,62.0859375,1,1,1,5053
39,99.9,62.0859375,1,1,1,5056
40,99.9,62.0859375,1,1,1,5059
41,99.9,62.0859375,1,1,1,5061
42,98.9,62.0859375,1,1,1,5063
43,99.9,62.0859375,0,1,1,5068
44,100.9,62.0859375,0,1,1,5070
45,99.9,62.0859375,0,1,1,5073
46,99.9,62.0859375,0,1,1,5076
47,98.9,62.0859375,0,1,1,5080
48,100.9,62.0859375,0,1,1,5084
49,99.9,62.0859375,0,1,1,5089
50,98.9,62.0859375,1,1,1,5092
51,99.9,62.0859375,1,1,1,5093
52,100.9,62.0859375,1,1,1,5096
53,98.9,62.0859375,1,1,1,5099
54,99.9,62.0859375,1,1,1,5101
55,100.9,62.0859375,1,1,1,5102
56,99.9,62.0859375,1,1,1,5105
57,99.9,62.0859375,1,1,1,5109
58,99.9,62.0859375,1,1,1,5111
59,99.9,62.0859375,1,1,1,5113
60,100.9,62.0859375,1,1,1,5115
61,98.9,62.0859375,1,1,1,5118
62,99.9,62.0859375,0,1,1,5121
63,100.9,62.0859375,1,1,1,5124
64,99.9,62.0859375,0,1,1,5128
65,99.9,62.0859375,0,1,1,5130
66,98.9,62.0859375,0,1,1,5133
67,99.9,62.0859375,0,1,1,5135
68,99.9,62.0859375,0,1,1,5140
69,99.9,62.0859375,0,1,1,5144
70,99.9,62.0859375,0,1,1,5148
71,99.9,62.0859375,0,1,1,5150
72,99.9,62.0859375,0,1,1,5152
73,98.9,62.0859375,0,1,1,5157
74,99.9,62.0859375,1,1,1,5162
75,99.9,62.0859375,1,1,1,5164
76,98.9,62.0859375,1,1,1,5175
77,99.9,62.0859375,1,1,1,5180
78,97.9,62.0859375,1,1,1,5186
