Interval,CPU_Usage (%),Memory_Usage (MB),CPU_Num,Num_Threads,Open_Files,Context_Switches
1,0.0,1.5859375,14,1,0,0
2,219.8,10.63671875,9,33,2,2314
3,169.8,11.90625,10,33,2,5203
4,161.8,11.90625,10,33,2,8126
5,145.9,12.13671875,10,33,2,10173
6,138.9,12.13671875,13,33,2,12403
7,140.9,12.13671875,13,33,2,14576
8,130.9,12.140625,13,33,2,16686
9,144.9,12.140625,25,33,2,18827
10,185.8,12.22265625,11,33,2,21086
11,154.9,12.22265625,11,33,2,23393
12,183.8,12.62890625,12,33,2,25902
13,133.9,12.62890625,12,33,2,28933
14,366.6,15.62890625,12,33,2,30130
