Interval,CPU_Usage (%),Memory_Usage (MB),CPU_Num,Num_Threads,Open_Files,Context_Switches
1,0.0,0.5859375,22,1,1,2
2,369.7,244.43359375,22,47,39,20
3,242.4,364.52734375,22,47,39,20
