  Time           eno3       
HH:MM:SS   KB/s in  KB/s out
16:39:19    122.02      0.00
16:39:20    121.45      0.00
16:39:21    122.80      0.00
16:39:22    122.06      0.00
16:39:23    122.43      0.00
16:39:24    121.84      0.00
16:39:25    122.27      0.00
16:39:26    122.07      0.00
16:39:27    122.11      0.00
16:39:28    122.07      0.00
16:39:29    121.70      0.00
16:39:30    122.40      0.00
16:39:31    122.08      0.00
16:39:32    121.34      0.00
16:39:33    122.57      0.00
16:39:34    121.66      0.00
16:39:35    121.42      0.00
16:39:36    122.52      0.00
16:39:37    122.76      0.00
16:39:38    121.75      0.00
16:39:39    121.23      0.00
16:39:40    123.09      0.00
16:39:41    121.24      0.00
16:39:42    122.15      0.00
16:39:43    122.57      0.00
16:39:44    122.62      0.00
16:39:45    122.04      0.00
16:39:46    121.73      0.00
16:39:47    122.17      0.00
16:39:48    121.42      0.00
16:39:49    122.12      0.00
16:39:50    122.83      0.00
16:39:51    120.85      0.00
16:39:52    123.17      0.00
16:39:53    122.21      0.00
16:39:54    122.33      0.00
16:39:55    120.94      0.00
16:39:56    123.13      0.00
16:39:57    121.73      0.00
16:39:58    122.28      0.00
16:39:59    121.75      0.00
16:40:00    121.28      0.00
16:40:01    123.47      0.00
16:40:02    120.90      0.00
16:40:03    123.05      0.00
16:40:04    120.96      0.00
16:40:05    122.99      0.00
16:40:06    122.18      0.00
16:40:07    122.22      0.00
16:40:08    121.26      0.00
16:40:09    122.69      0.00
16:40:10    122.17      0.00
16:40:11    122.27      0.00
16:40:12    121.21      0.00
16:40:13    121.57      0.00
16:40:14    122.96      0.00
16:40:15    121.64      0.00
16:40:16    122.77      0.00
16:40:17    121.33      0.00
16:40:18    122.77      0.00
16:40:19    121.79      0.00
16:40:20    121.60      0.00
16:40:21    122.61      0.00
16:40:22    122.42      0.00
16:40:23    122.40      0.00
16:40:24    121.50      0.00
16:40:25    122.19      0.00
16:40:26    121.55      0.00
16:40:27    121.88      0.00
16:40:28    122.21      0.00
16:40:29    122.26      0.00
16:40:30    121.91      0.00
16:40:31    123.05      0.00
16:40:32    120.81      0.00
16:40:33    123.11      0.00
16:40:34    121.22      0.00
16:40:35    121.84      0.00
16:40:36    123.38      0.00
16:40:37    122.15      0.00
16:40:38    122.04      0.00
16:40:39    121.89      0.00
16:40:40    122.30      0.00
16:40:41    121.47      0.00
16:40:42    121.95      0.00
16:40:43    121.57      0.00
16:40:44    122.76      0.00
16:40:45    122.24      0.00
16:40:46    121.53      0.00
16:40:47    121.90      0.00
16:40:48    121.80      0.00
16:40:49    122.87      0.00
16:40:50    121.95      0.00
16:40:51    122.16      0.00
16:40:52    122.26      0.00
16:40:53    121.79      0.00
16:40:54    121.75      0.00
16:40:55    122.49      0.00
16:40:56    122.06      0.00
16:40:57    122.37      0.00
16:40:58    121.27      0.00
16:40:59    123.34      0.00
16:41:00    122.07      0.00
16:41:01    122.10      0.00
16:41:02    121.45      0.00
16:41:03    122.71      0.00
16:41:04    121.95      0.00
16:41:05    121.92      0.00
16:41:06    121.20      0.00
16:41:07    122.52      0.00
16:41:08    122.24      0.00
16:41:09    122.07      0.00
16:41:10    121.72      0.00
16:41:11    122.47      0.00
16:41:12    121.78      0.00
16:41:13    122.59      0.00
16:41:14    120.92      0.00
16:41:15    122.40      0.00
16:41:16    122.60      0.00
16:41:17    122.59      0.00
16:41:18    121.00      0.00
16:41:19    121.80      0.00
16:41:20    122.33      0.00
16:41:21    123.15      0.00
16:41:22    121.83      0.00
16:41:23    122.51      0.00
16:41:24    121.37      0.00
16:41:25    122.60      0.00
16:41:26    122.31      0.00
16:41:27    121.57      0.00
16:41:28    121.98      0.00
16:41:29    122.66      0.00
16:41:30    121.44      0.00
16:41:31    122.43      0.00
16:41:32    121.89      0.00
16:41:33    121.55      0.00
16:41:34    122.04      0.00
16:41:35    122.20      0.00
16:41:36    121.68      0.00
16:41:37    123.23      0.00
16:41:38    121.58      0.00
16:41:39    122.21      0.00
16:41:40    122.46      0.00
16:41:41    121.23      0.00
16:41:42    122.35      0.00
16:41:43    121.83      0.00
16:41:44    122.16      0.00
16:41:45    122.80      0.00
16:41:46    121.90      0.00
16:41:47    122.29      0.00
16:41:48    122.05      0.00
16:41:49    121.96      0.00
16:41:50    121.62      0.00
16:41:51    122.33      0.00
16:41:52    121.64      0.00
16:41:53    122.41      0.00
16:41:54    121.80      0.00
16:41:55    122.76      0.00
16:41:56    122.25      0.00
16:41:57    120.83      0.00
16:41:58    122.01      0.00
16:41:59    122.07      0.00
16:42:00    122.02      0.00
16:42:01    123.49      0.00
16:42:02    121.10      0.00
16:42:03    121.81      0.00
16:42:04    122.07      0.00
16:42:05    122.64      0.00
16:42:06    122.63      0.00
16:42:07    122.16      0.00
16:42:08    121.62      0.00
16:42:09    121.80      0.00
16:42:10    122.74      0.00
16:42:11    121.85      0.00
16:42:12    121.79      0.00
16:42:13    121.62      0.00
16:42:14    121.84      0.00
16:42:15    122.97      0.00
16:42:16    121.79      0.00
16:42:17    122.54      0.00
16:42:18    121.62      0.00
16:42:19    121.44      0.00
16:42:20    123.17      0.00
16:42:21    122.16      0.00
16:42:22    121.54      0.00
16:42:23    122.62      0.00
16:42:24    122.26      0.00
16:42:25    122.18      0.00
16:42:26    121.09      0.00
16:42:27    122.01      0.00
16:42:28    123.12      0.00
16:42:29    121.18      0.00
16:42:30    122.29      0.00
16:42:31    122.23      0.00
16:42:32    121.64      0.00
16:42:33    123.02      0.00
16:42:34    121.04      0.00
16:42:35    121.72      0.00
16:42:36    122.56      0.00
16:42:37    122.84      0.00
16:42:38    121.86      0.00
16:42:39    121.60      0.00
16:42:40    122.38      0.00
16:42:41    121.29      0.00
16:42:42    123.30      0.00
16:42:43    121.57      0.00
16:42:44    122.64      0.00
16:42:45    121.54      0.00
16:42:46    122.44      0.00
16:42:47    121.20      0.00
16:42:48    122.18      0.00
16:42:49    122.24      0.00
16:42:50    122.46      0.00
16:42:51    121.57      0.00
16:42:52    122.70      0.00
16:42:53    121.89      0.00
16:42:54    121.68      0.00
16:42:55    122.06      0.00
16:42:56    122.42      0.00
16:42:57    122.81      0.00
16:42:58    120.74      0.00
16:42:59    122.75      0.00
16:43:00    121.67      0.00
16:43:01    122.31      0.00
16:43:02    122.29      0.00
16:43:03    121.50      0.00
16:43:04    122.58      0.00
16:43:05    122.37      0.00
16:43:06    122.04      0.00
16:43:07    121.82      0.00
16:43:08    121.87      0.00
16:43:09    121.99      0.00
16:43:10    121.82      0.00
16:43:11    121.83      0.00
16:43:12    123.26      0.00
16:43:13    122.25      0.00
16:43:14    120.94      0.00
16:43:15    122.28      0.00
16:43:16    122.35      0.00
16:43:17    122.73      0.00
16:43:18    120.89      0.00
16:43:19    122.09      0.00
16:43:20    122.66      0.00
16:43:21    122.34      0.00
16:43:22    121.47      0.00
