Interval,CPU_Usage (%),Memory_Usage (MB),CPU_Num,Num_Threads,Open_Files,Context_Switches
119,2241.9,1314.07421875,18,47,39,30
120,940.2,1314.2109375,18,47,39,30
121,2003.1,1314.2109375,18,47,39,30
122,1169.3,1314.21484375,18,47,39,30
123,1218.1,1314.36328125,18,47,39,30
124,1885.5,1314.375,18,47,39,30
125,1604.1,1314.375,18,47,39,30
126,1343.6,1314.375,18,47,39,30
127,1958.6,1314.375,18,47,39,30
128,1156.1,1314.375,18,47,39,30
129,1590.9,1314.375,18,47,39,30
130,1627.9,1319.05859375,18,47,39,30
131,1165.1,1319.1640625,18,47,39,30
132,1930.5,1340.421875,18,47,39,30
133,1167.3,1340.421875,18,47,39,30
134,1960.5,1354.47265625,18,47,39,30
135,1094.6,1344.40625,18,47,39,30
136,1854.7,1398.1484375,18,47,39,30
137,1571.8,1398.640625,18,47,39,30
138,1442.6,1398.640625,18,47,39,30
139,1449.2,1398.640625,18,47,39,30
140,1699.8,1399.6015625,18,47,39,30
141,1413.2,1399.609375,18,47,39,30
142,1748.8,1399.609375,18,47,39,30
143,909.0,1399.640625,18,47,39,30
144,2280.4,1399.66015625,18,47,39,30
145,911.9,1399.66015625,18,47,39,30
146,2049.5,1399.66015625,18,47,39,30
147,2247.3,1399.67578125,18,47,39,30
148,840.5,1399.67578125,18,47,39,30
149,2280.5,1399.67578125,18,47,39,30
150,840.3,1399.62890625,18,47,39,30
151,2274.2,1399.62890625,18,47,39,30
152,847.5,1401.4296875,18,47,39,30
153,2277.8,1401.4296875,18,47,39,30
154,1649.1,1401.43359375,18,47,39,30
155,1466.6,1417.73828125,18,47,39,30
156,1918.8,1399.3828125,18,47,39,30
157,1083.5,1442.3125,18,47,39,30
158,2164.6,1442.42578125,18,47,39,30
159,811.1,1467.22265625,18,47,39,30
160,2258.3,1467.22265625,18,47,39,30
161,1697.9,1462.3125,18,47,39,30
162,1321.7,1467.2109375,18,47,39,30
163,2154.6,1467.83984375,18,47,39,30
164,534.7,1467.9921875,18,47,39,30
165,2271.7,1467.9921875,18,47,39,30
166,1205.3,1449.66796875,18,47,39,30
167,1842.6,1467.9375,18,47,39,30
168,1749.3,1467.9375,18,47,39,30
169,1325.9,1467.9921875,18,47,39,30
170,2240.5,1467.9921875,18,47,39,30
171,1286.1,1468.0,18,47,39,30
172,1697.9,1468.03125,18,47,39,30
173,1739.4,1468.03125,18,47,39,30
174,1317.8,1468.125,18,47,39,30
175,2262.6,1468.2578125,18,47,39,30
176,810.4,1468.2578125,18,47,39,30
177,2266.4,1468.2578125,18,47,39,30
178,803.6,1475.3125,18,47,39,30
179,2288.7,1475.3125,18,47,39,30
180,955.2,1475.6171875,18,47,39,30
181,2081.1,1503.5703125,18,47,39,30
182,1823.2,1499.19921875,18,47,39,30
183,1266.0,1510.921875,18,47,39,30
184,2036.0,1510.921875,18,47,39,30
185,990.6,1511.02734375,18,47,39,30
186,2260.1,1511.23046875,18,47,39,30
187,888.4,1511.38671875,18,47,39,30
188,2090.1,1511.390625,18,47,39,30
189,2242.7,1511.390625,18,47,39,30
190,812.5,1511.390625,18,47,39,30
191,2286.7,1511.390625,18,47,39,30
192,1302.2,1511.3984375,18,47,39,30
193,1817.5,1511.4765625,18,47,39,30
194,2228.7,1511.4765625,18,47,39,30
195,842.9,1511.4765625,18,47,39,30
196,2273.5,1511.4765625,18,47,39,30
197,815.5,1511.4765625,18,47,39,30
198,2302.4,1511.4765625,18,47,39,30
199,1782.3,1511.4765625,18,47,39,30
200,1307.8,1511.4765625,18,47,39,30
201,2261.6,1511.4765625,18,47,39,30
202,600.2,1552.734375,18,47,39,30
203,2301.0,1552.734375,18,47,39,30
204,2236.7,1552.734375,18,47,39,30
205,548.3,1582.80859375,18,47,39,30
206,2246.5,1589.265625,18,47,39,30
207,2253.6,1589.453125,18,47,39,30
208,763.7,1589.8046875,18,47,39,30
209,1853.5,1638.33203125,18,47,39,30
210,2254.4,1638.33203125,18,47,39,30
211,1328.9,1614.09375,18,47,39,30
212,731.2,2011.19140625,18,47,39,30
213,2291.4,2021.109375,18,47,39,30
214,2236.2,2024.66015625,18,47,39,30
215,2273.1,2025.31640625,18,47,39,30
216,192.4,2029.53125,18,47,39,30
217,1287.7,2090.921875,18,47,39,30
218,2264.2,2114.7890625,18,47,39,30
219,2101.7,2115.046875,18,47,39,30
220,1184.2,2117.14453125,18,47,39,30
221,2263.2,2130.5,18,47,39,30
222,1101.7,2130.7578125,18,47,39,30
223,2301.0,2131.86328125,18,47,39,30
224,2227.8,2145.25390625,18,47,39,30
225,944.1,2146.30078125,18,47,39,30
226,2276.2,2161.765625,18,47,39,30
227,2078.7,2157.34765625,18,47,39,30
228,1327.6,2163.63671875,18,47,39,30
229,2258.4,2176.55078125,18,47,39,30
230,1721.6,2176.55078125,18,47,39,30
231,1398.5,2177.46484375,18,47,39,30
232,2250.2,2194.8359375,18,47,39,30
233,2241.3,2194.8359375,18,47,39,30
234,753.7,2195.8828125,18,47,39,30
235,2279.6,2214.06640625,18,47,39,30
236,2262.2,2214.06640625,18,47,39,30
237,662.0,2215.64453125,18,47,39,30
238,2300.3,2216.078125,18,47,39,30
239,2233.7,2234.5,18,47,39,30
240,1743.8,2235.015625,18,47,39,30
241,1445.3,2236.4921875,18,47,39,30
242,2245.7,2251.015625,18,47,39,30
243,2221.8,2251.2734375,18,47,39,30
244,1040.5,2252.14453125,18,47,39,30
245,2268.1,2265.17578125,18,47,39,30
246,2240.3,2265.17578125,18,47,39,30
247,1105.6,2268.953125,18,47,39,30
248,2278.1,2278.74609375,18,47,39,30
249,1588.2,2273.8046875,18,47,39,30
250,121.7,2287.06640625,18,47,39,30
251,1098.3,2317.29296875,18,47,39,30
252,2253.3,2317.30078125,18,47,39,30
253,2271.2,2317.30078125,18,47,39,30
254,1034.9,2317.578125,18,47,39,30
255,117.7,2322.68359375,18,47,39,30
256,136.7,2322.99609375,18,47,39,30
257,100.8,2323.2421875,18,47,39,30
258,1037.6,2323.359375,18,47,39,30
259,2256.3,2334.546875,18,47,39,30
260,2280.1,2334.546875,18,47,39,30
261,151.5,2319.90234375,18,47,39,30
262,138.7,2394.77734375,18,47,39,30
263,123.7,2394.91015625,18,47,39,30
264,1328.7,2398.97265625,18,47,39,30
265,2247.9,2500.234375,18,47,39,30
266,2244.1,2500.234375,18,47,39,30
267,2106.6,2500.234375,18,47,39,30
268,100.8,2500.46875,18,47,39,30
269,660.4,2569.10546875,18,47,39,30
270,2277.1,2619.56640625,18,47,39,30
271,2249.0,2620.55859375,18,47,39,30
272,2278.8,2622.6171875,18,47,39,30
273,671.0,2622.6875,18,47,39,30
274,129.7,2612.484375,18,47,39,30
275,2301.4,2613.46875,18,47,39,30
276,2227.9,2663.34765625,18,47,39,30
277,2276.7,2663.34765625,18,47,39,30
278,276.2,2663.36328125,18,47,39,30
279,595.5,2655.94140625,18,47,39,30
280,2274.8,2705.6875,18,47,39,30
281,2240.7,2705.6875,18,47,39,30
282,2287.2,2705.6875,18,47,39,30
283,347.0,2700.71484375,18,47,39,30
284,127.7,2702.375,18,47,39,30
285,100.7,2702.375,18,47,39,30
286,147.7,2713.265625,18,47,39,30
287,99.8,2713.265625,18,47,39,30
288,177.6,2743.41015625,18,47,39,30
289,100.8,2743.41015625,18,47,39,30
290,179.6,2859.140625,18,47,39,30
291,184.6,2878.140625,18,47,39,30
292,99.8,2878.140625,18,47,40,30
293,1482.4,3037.2890625,18,47,39,30
294,2262.2,3259.45703125,18,47,39,30
295,1978.7,3260.28515625,18,47,39,30
296,99.8,3260.2890625,18,47,39,30
297,129.7,3260.5234375,18,47,39,30
298,444.9,3264.24609375,18,47,39,30
299,2301.9,3267.48828125,18,47,39,30
300,2239.8,3360.22265625,18,47,39,30
301,2284.8,3362.546875,18,47,39,30
302,173.5,3358.17578125,18,47,39,30
303,837.0,3361.0703125,18,47,39,30
304,2258.4,3361.35546875,18,47,39,30
305,2240.3,3361.35546875,18,47,39,30
306,2293.2,3361.35546875,18,47,39,30
307,1226.3,3366.15234375,18,47,39,30
308,98.8,3366.15234375,18,47,39,30
309,278.4,3336.74609375,18,47,39,30
310,154.6,3319.453125,18,47,40,30
311,161.6,3317.09375,18,47,40,30
312,181.6,3307.67578125,18,47,40,30
