Interval,CPU_Usage (%),Memory_Usage (MB),CPU_Num,Num_Threads,Open_Files,Context_Switches
1,0.0,0.515625,18,1,1,3
2,352.7,255.01953125,18,47,39,30
3,268.1,349.6171875,18,47,39,30
4,197.5,601.53125,18,47,39,30
5,282.4,724.7421875,18,47,39,30
6,958.2,764.125,18,47,39,30
7,892.3,786.3984375,18,47,39,30
8,624.5,803.9453125,18,47,39,30
9,870.0,815.11328125,18,47,39,30
10,855.0,867.68359375,18,47,39,30
11,900.3,890.59765625,18,47,39,30
12,656.9,897.671875,18,47,39,30
13,1398.1,922.15625,18,47,39,30
14,651.5,925.16796875,18,47,39,30
15,1164.4,926.796875,18,47,39,30
16,1469.5,928.9296875,18,47,39,30
17,605.0,919.8046875,18,47,39,30
18,1138.0,919.91015625,18,47,39,30
19,1204.2,924.375,18,47,39,30
20,1355.6,940.21875,18,47,39,30
21,1211.0,958.21484375,18,47,39,30
22,873.1,961.8203125,18,47,39,30
23,1616.2,975.7734375,18,47,39,30
24,1359.5,982.58984375,18,47,39,30
25,1045.5,1010.7578125,18,47,39,30
26,797.4,1014.61328125,18,47,39,30
27,1759.8,1028.8828125,18,47,39,30
28,1400.6,1037.04296875,18,47,39,30
29,787.4,1043.18359375,18,47,39,30
30,1467.0,1043.2265625,18,47,39,30
31,1323.1,1043.99609375,18,47,39,30
32,882.4,1044.18359375,18,47,39,30
33,2176.0,1044.84375,18,47,39,30
34,817.4,1045.46875,18,47,39,30
35,1739.0,1045.484375,18,47,39,30
36,1318.9,1046.0390625,18,47,39,30
37,1014.9,1039.9453125,18,47,39,30
38,2107.2,1046.20703125,18,47,39,30
39,922.1,1047.1796875,18,47,39,30
40,1913.6,1048.515625,18,47,39,30
41,1228.9,1056.50390625,18,47,39,30
42,1070.2,1073.90234375,18,47,39,30
43,2091.0,1089.67578125,18,47,39,30
44,670.9,1091.45703125,18,47,39,30
45,1575.4,1093.71484375,18,47,39,30
46,1447.7,1093.90625,18,47,39,30
47,1314.3,1099.30859375,18,47,39,30
48,1829.7,1099.4375,18,47,39,30
49,872.2,1099.54296875,18,47,39,30
50,2256.0,1099.54296875,18,47,39,30
51,881.3,1101.703125,18,47,39,30
52,2227.4,1101.7734375,18,47,39,30
53,850.5,1101.9296875,18,47,39,30
54,2231.8,1102.34765625,18,47,39,30
55,582.2,1108.9375,18,47,39,30
56,1968.7,1101.7890625,18,47,39,30
57,1169.1,1114.9765625,18,47,39,30
58,1916.8,1129.484375,18,47,39,30
59,1166.1,1133.67578125,18,47,39,30
60,2240.4,1147.07421875,18,47,39,30
61,581.2,1142.9375,18,47,39,30
62,2268.6,1159.4453125,18,47,39,30
63,769.7,1159.703125,18,47,39,30
64,2038.1,1162.8203125,18,47,39,30
65,1817.5,1162.8203125,18,47,39,30
66,1241.2,1162.8359375,18,47,39,30
67,1968.4,1162.8359375,18,47,39,30
68,721.3,1162.8984375,18,47,39,30
69,2247.4,1163.0859375,18,47,39,30
70,1394.6,1143.5703125,18,47,39,30
71,307.3,1167.37109375,18,47,39,30
72,2257.3,1167.37109375,18,47,39,30
73,1025.9,1167.4453125,18,47,39,30
74,1797.9,1171.55859375,18,47,39,30
75,2250.3,1172.01171875,18,47,39,30
76,1035.8,1172.16796875,18,47,39,30
77,2252.3,1185.1953125,18,47,39,30
78,1079.7,1197.26171875,18,47,39,30
79,2258.8,1211.04296875,18,47,39,30
80,994.0,1214.67578125,18,47,39,30
81,2250.3,1220.8046875,18,47,39,30
82,1206.3,1224.17578125,18,47,39,30
83,2266.6,1234.70703125,18,47,39,30
84,1072.7,1235.12890625,18,47,39,30
85,2272.2,1249.80078125,18,47,39,30
86,1183.4,1258.359375,18,47,39,30
87,2250.3,1269.8984375,18,47,39,30
88,198.4,1276.24609375,18,47,39,30
89,2266.5,1276.6875,18,47,39,30
90,2268.2,1276.6875,18,47,39,30
91,381.9,1276.9453125,18,47,39,30
92,1754.7,1284.46484375,18,47,39,30
93,2233.6,1284.46484375,18,47,39,30
94,751.7,1286.41796875,18,47,39,30
95,2268.2,1286.5859375,18,47,39,30
96,893.2,1298.52734375,18,47,39,30
97,2261.6,1298.52734375,18,47,39,30
98,1149.5,1293.671875,18,47,39,30
99,2012.3,1298.58203125,18,47,39,30
100,881.2,1298.609375,18,47,39,30
101,2271.1,1298.609375,18,47,39,30
102,781.6,1298.609375,18,47,39,30
103,2272.7,1298.609375,18,47,39,30
104,737.8,1298.859375,18,47,39,30
105,2174.0,1298.86328125,18,47,39,30
106,1680.1,1298.86328125,18,47,39,30
107,1491.3,1298.86328125,18,47,39,30
108,1338.7,1298.86328125,18,47,39,30
109,1843.8,1298.87109375,18,47,39,30
110,941.7,1294.14453125,18,47,39,30
111,2104.1,1298.94140625,18,47,39,30
112,798.6,1299.00390625,18,47,39,30
113,2276.3,1299.00390625,18,47,39,30
114,755.7,1313.59765625,18,47,39,30
115,2273.2,1313.59765625,18,47,39,30
116,1145.6,1313.7109375,18,47,39,30
117,1920.5,1313.7265625,18,47,39,30
118,874.3,1313.671875,18,47,39,30
