  Time           eno3       
HH:MM:SS   KB/s in  KB/s out
13:43:37  122063.7      0.00
13:43:38  122089.4      0.00
13:43:39  122052.3      0.00
13:43:40  122082.4      0.00
13:43:41  122059.6      0.00
13:43:42  122081.6      0.00
13:43:43  122056.6      0.00
13:43:44  122076.0      0.00
13:43:45  122074.1      0.00
13:43:46  122074.7      0.00
13:43:47  122070.7      0.00
13:43:48  120798.9      0.00
13:43:49  122911.4      0.00
13:43:50  122474.0      0.00
13:43:51  122094.8      0.00
13:43:52  122076.4      0.00
13:43:53  122013.6      0.00
13:43:54  122127.8      0.00
13:43:55  122068.4      0.00
13:43:56  122043.8      0.00
13:43:57  122097.0      0.00
13:43:58  122068.2      0.00
13:43:59  122048.3      0.00
13:44:00  122092.4      0.00
13:44:01  122072.5      0.00
13:44:02  122062.4      0.00
13:44:03  122071.4      0.00
13:44:04  122065.1      0.00
13:44:05  122083.8      0.00
13:44:06  122057.4      0.00
13:44:07  122083.1      0.00
13:44:08  122070.5      0.00
13:44:09  122055.6      0.00
13:44:10  122083.9      0.00
13:44:11  122071.9      0.00
13:44:12  122067.8      0.00
13:44:13  121798.6      0.00
13:44:14  122340.4      0.00
13:44:15  121981.3      0.00
13:44:16  121337.5      0.00
13:44:17  122840.6      0.00
13:44:18  121030.5      0.00
13:44:19  123091.5      0.00
13:44:20  122130.1      0.00
13:44:21  121330.9      0.00
13:44:22  122631.4      0.00
13:44:23  122261.5      0.00
13:44:24  122033.7      0.00
13:44:25  122028.8      0.00
13:44:26  121659.1      0.00
13:44:27  122553.1      0.00
13:44:28  121949.9      0.00
13:44:29  121282.3      0.00
13:44:30  122812.3      0.00
13:44:31  121455.3      0.00
13:44:32  122773.7      0.00
13:44:33  119716.3      0.00
13:44:34  124424.1      0.00
13:44:35  122068.9      0.00
13:44:36  122071.3      0.00
13:44:37  122069.5      0.00
13:44:38  122074.4      0.00
13:44:39  122040.6      0.00
13:44:40  122084.3      0.00
13:44:41  122080.8      0.00
13:44:42  122074.2      0.00
13:44:43  122064.2      0.00
13:44:44  122077.0      0.00
